tipnames	virus.subtype	host.class	host.order	collection.region.name	clade	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_1760453.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_625671.Anseriformes.china.1.2020-10-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.852843	105.7008601	profile002
H5N8.EPI_ISL_5260422.Anseriformes.china.1.2021-02-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	22.826617	108.344126	profile002
H5N8.EPI_ISL_1822594.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_5260419.Anseriformes.china.1.2021-03-02	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile002
H5N8.EPI_ISL_14836426.Anseriformes.china.NA.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_2685847.Anseriformes.china.1.2020-11-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_14824026.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_1081353.Anseriformes.japan.1.2021-02-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_978915.Anseriformes.japan.1.2021-02-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile002
H5N8.EPI_ISL_1009698.Anseriformes.south_korea.1.2020-11-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_985222.Galliformes.japan.1.2021-02-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_978894.Galliformes.japan.1.2021-02-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_5260467.Podicipediformes.china.1.2021-06-05	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile002
H5N8.EPI_ISL_5260468.Podicipediformes.china.1.2021-06-15	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_1009707.NA.south_korea.1.2020-12-14	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.8	127.7	profile002
H5N8.EPI_ISL_16215736.Galliformes.china.1.2020-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.86166	104.195397	profile002
H5N8.EPI_ISL_5260448.Anseriformes.china.1.2021-03-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	27.2498042	113.6176643	profile002
H5N8.EPI_ISL_14823549.Anseriformes.china.1.2020-11-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_5260453.Anseriformes.china.1.2021-01-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1009689.Galliformes.south_korea.1.2021-01-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_14822426.Anseriformes.china.NA.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_2815336.Anseriformes.china.1.2020-10-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_1041134.Galliformes.japan.1.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_1041135.Galliformes.japan.1.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_7192735.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile002
H5N8.EPI_ISL_7349517.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile002
H5N8.EPI_ISL_7381026.Galliformes.china.1.2021-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	41.7315285	123.2575966	profile002
H5N6.EPI_ISL_7457654.Galliformes.china.209.2021-08	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile002
H5N8.EPI_ISL_7381065.Anseriformes.china.1.2021-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_7381183.Anseriformes.china.279.2021-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_7379465.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_7381115.Anseriformes.china.1.2021-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	41.7315285	123.2575966	profile002
H5N8.EPI_ISL_7381438.Anseriformes.china.1.2021-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile002
H5N8.EPI_ISL_1937884.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_14840053.Anseriformes.china.NA.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_2555536.Charadriiformes.china.1.2020-11-16	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_2685848.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_2685900.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_14836083.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_14836369.Anseriformes.china.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_1760447.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile002
H5N8.EPI_ISL_1760454.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_5260462.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_14836078.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_14822356.Anseriformes.china.1.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_14836024.Anseriformes.china.1.2020-11-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_1822596.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile002
H5N8.EPI_ISL_14836371.Anseriformes.china.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N2.EPI_ISL_china_10.Anseriformes.china.101.2022-01-26	H5N2	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	27.2498042	113.6176643	profile002
H5N8.EPI_ISL_14823422.Anseriformes.china.NA.2021-01-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_5260446.Anseriformes.china.1.2021-05-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	22.826617	108.344126	profile002
H5N8.EPI_ISL_5260417.Charadriiformes.china.1.2021-05-16	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_8215684.Charadriiformes.china.NA.2021-05-17	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_14822756.Anseriformes.china.1.2021-05-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_8215659.Anseriformes.china.NA.2021-05-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_8215660.Anseriformes.china.NA.2021-05-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile002
H5N8.EPI_ISL_1760448.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile002
H5N8.EPI_ISL_1939617.Strigiformes.china.1.2020-11-11	H5N8	Strigiformes_wild	Strigiformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N6.EPI_ISL_6772898.Anseriformes.china.209.2021-08	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile002
H5N8.EPI_ISL_1041126.Galliformes.japan.1.2021-02-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_985225.Galliformes.japan.1.2021-02-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_978910.Anseriformes.japan.1.2021-01-20	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041146.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041171.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041130.Galliformes.japan.1.2021-02-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_5260418.Anseriformes.china.1.2021-01-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile002
H5N8.EPI_ISL_5260450.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.9488786	121.1430935	profile002
H5N8.EPI_ISL_985187.Anseriformes.south_korea.1.2020-12-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_china_2.Galliformes.china.1.2021-05-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile002
H5N8.EPI_ISL_5260444.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile002
H5N8.EPI_ISL_5260449.Anseriformes.china.1.2021-03-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile002
H5N8.EPI_ISL_1114725.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_985184.Anseriformes.south_korea.1.2020-12-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_17805905.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.204824	138.252924	profile002
H5N8.EPI_ISL_1009694.Anseriformes.south_korea.1.2021-01-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.4606	128.2132	profile002
H5N8.EPI_ISL_5260456.Anseriformes.china.1.2021-02-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1009710.Anseriformes.south_korea.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	33.3846	126.5535	profile002
H5N8.EPI_ISL_1009693.Galliformes.south_korea.1.2021-01-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_1009685.Anseriformes.south_korea.1.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile002
H5N8.EPI_ISL_17088884.Anseriformes.china.1.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.9488786	121.1430935	profile002
H5N8.EPI_ISL_1009708.Anseriformes.south_korea.1.2020-12-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_16718465.Gruiformes.japan.1.2021-01-16	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_985205.Anseriformes.south_korea.1.2020-12-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_14775517.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile002
H5N8.EPI_ISL_5260469.Anseriformes.china.1.2021-01-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile002
H9N2.EPI_ISL_14223937.Galliformes.china.NA.2021-11-12	H9N2	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.86166	104.195397	profile002
H5N8.EPI_ISL_1009692.Anseriformes.south_korea.1.2021-01-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.8	127.7	profile002
H5N8.EPI_ISL_985191.Galliformes.south_korea.1.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_1009690.Galliformes.south_korea.1.2021-01-04	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_14823424.Anseriformes.china.1.2020-10-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_5260466.Podicipediformes.china.1.2021-02-22	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1009688.Galliformes.south_korea.1.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_985194.Anseriformes.south_korea.1.2020-12-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_985211.Anseriformes.south_korea.1.2020-12-28	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile002
H5N8.EPI_ISL_1009709.NA.south_korea.1.2020-12-16	H5N8	unknown	NA	eastern asia	2.3.4.4b	33.3846	126.5535	profile002
H5N8.EPI_ISL_1009687.Galliformes.south_korea.1.2020-12-31	H5N8	Galliformes_wild	Galliformes	eastern asia	2.3.4.4b	36.4919	128.8889	profile002
H5N8.EPI_ISL_16208969.Anseriformes.china.NA.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.230393	121.473704	profile002
H5N8.EPI_ISL_6829497.Gruiformes.japan.1.2021-11-19	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_6829536.Galliformes.japan.1.2021-11-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N1.EPI_ISL_12572652.Galliformes.china.110.2022-03-03	H5N1	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile002
H5N1.EPI_ISL_12572657.Anseriformes.china.110.2021-11-27	H5N1	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N1.EPI_ISL_12572653.Galliformes.china.110.2021-12-07	H5N1	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile002
H5N1.EPI_ISL_12572663.Columbiformes.china.110.2021-12-08	H5N1	Columbiformes_wild	Columbiformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile002
H5N1.EPI_ISL_12572660.Anseriformes.china.110.2021-12-08	H5N1	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile002
H5N8.EPI_ISL_978902.Galliformes.japan.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_14838179.Anseriformes.china.NA.2020-12-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_5260416.Charadriiformes.china.1.2021-02-22	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_5260465.Pelecaniformes.china.1.2021-01-26	H5N8	Pelecaniformes_wild	Pelecaniformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile002
H5N8.EPI_ISL_14770165.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_14770164.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1114758.Galliformes.russia.1.2021-01-29	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.2357	39.7015	profile002
H5N8.EPI_ISL_14822357.Anseriformes.china.1.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_977582.Anseriformes.china.1.2020-12-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile002
H5N8.EPI_ISL_644123.Galliformes.russia.1.2020-08-13	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile002
H5N8.EPI_ISL_1139015.NA.netherlands.1.2020-10-26	H5N8	unknown	NA	western europe	2.3.4.4b	53.1641642	5.78175420000002	profile002
H5N8.EPI_ISL_15430209.Anseriformes.china.1.2021-01-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile002
H5N8.EPI_ISL_984695.Galliformes.denmark.1.2020-11-15	H5N8	Galliformes_domestic	Galliformes	northern europe	2.3.4.4b	56.165273	10.1213789	profile002
H5N8.EPI_ISL_710508.Anseriformes.united_kingdom.1.2020-10-30	H5N8	Anseriformes_wild	Anseriformes	northern europe	2.3.4.4b	52.0190289	-0.770427400000017	profile002
H5N8.EPI_ISL_5096105.Anseriformes.germany.1.2021-01-19	H5N8	Anseriformes_domestic	Anseriformes	western europe	2.3.4.4b	52.6367036	9.8450765	profile002
H5N8.EPI_ISL_5144920.Galliformes.germany.1.2021-02-20	H5N8	Galliformes_domestic	Galliformes	western europe	2.3.4.4b	52.6367036	9.8450765	profile002
H5N8.EPI_ISL_615072.Anseriformes.kazakhstan.1.2020-09-25	H5N8	Anseriformes_domestic	Anseriformes	central asia	2.3.4.4b	53.2147	63.6305	profile002
H5N8.EPI_ISL_623074.Galliformes.iraq.1.2020-05-12	H5N8	Galliformes_domestic	Galliformes	western asia	2.3.4.4b	36.3489	44.1577	profile002
H5N8.EPI_ISL_13632084.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	43.255058	76.912628	profile002
H5N8.EPI_ISL_14874401.Galliformes.kazakhstan.1.2020-08-01	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	48.019573	66.923684	profile002
H5N8.EPI_ISL_615073.Anseriformes.kazakhstan.1.2020-09-19	H5N8	Anseriformes_domestic	Anseriformes	central asia	2.3.4.4b	53.2804	69.3762	profile002
H5N8.EPI_ISL_2932619.Anseriformes.kazakhstan.1.2020-09-23	H5N8	Anseriformes_wild	Anseriformes	central asia	2.3.4.4b	51.2105	71.4676	profile002
H5N8.EPI_ISL_3128523.Pelecaniformes.greece.1.2021-03-22	H5N8	Pelecaniformes_wild	Pelecaniformes	southern europe	2.3.4.4b	41.08831	23.542815	profile002
