tipnames	virus.subtype	host.class	host.order	collection.region.name	clade	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_1114740.Galliformes.russia.1.2020-10-17	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	36.891328	27.283453	profile003
H5N8.EPI_ISL_5115614.Galliformes.germany.1.2021-02-26	H5N8	Galliformes_domestic	Galliformes	western europe	2.3.4.4b	52.5234051	13.4113999	profile003
H5N8.EPI_ISL_1114738.Galliformes.russia.1.2020-10-17	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	36.891328	27.283453	profile003
H5N8.EPI_ISL_1080579.Anseriformes.czech_republic.1.2021-02-14	H5N8	Anseriformes_wild	Anseriformes	eastern europe	2.3.4.4b	50.659424	14.7632424	profile003
H5N8.EPI_ISL_1399235.Galliformes.czech_republic.1.2021-03-06	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	50.4451309	14.7807932000001	profile003
H5N8.EPI_ISL_5115618.Galliformes.germany.1.2021-03-04	H5N8	Galliformes_domestic	Galliformes	western europe	2.3.4.4b	52.408418	12.562492	profile003
H5N8.EPI_ISL_1822595.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile003
H5N8.EPI_ISL_14823646.Anseriformes.china.1.2020-11-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile003
H5N8.EPI_ISL_14823813.Anseriformes.china.1.2020-11-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile003
H5N8.EPI_ISL_14836083.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile003
H5N8.EPI_ISL_631824.Anseriformes.south_korea.10.2020-10-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.8	127.7	profile005
H5N8.EPI_ISL_666687.Anseriformes.south_korea.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile005
H5N8.EPI_ISL_985179.Anseriformes.south_korea.10.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_985190.Anseriformes.south_korea.10.2020-12-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile005
H5N8.EPI_ISL_738059.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile005
H5N8.EPI_ISL_738060.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile005
H5N8.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile005
H5N8.EPI_ISL_17086221.Accipitriformes.japan.NA.2020-12-20	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	34.6850869	135.8050002	profile005
H5N8.EPI_ISL_4061713.Anseriformes.japan.10.2021-02-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	37.7607226	140.4733561	profile005
H5N8.EPI_ISL_1041180.Anseriformes.japan.10.2021-02-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	37.9161924	139.0364126	profile005
H5N8.EPI_ISL_985232.Anseriformes.japan.10.2021-02-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	37.9161924	139.0364126	profile005
H5N8.EPI_ISL_17805820.NA.japan.10.2021-02-05	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16718462.Gruiformes.japan.10.2021-02-05	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_854595.Galliformes.japan.10.2021-01-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile005
H5N8.EPI_ISL_854596.Galliformes.japan.10.2021-01-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile005
H5N8.EPI_ISL_1273415.Galliformes.japan.10.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile005
H5N8.EPI_ISL_978899.Galliformes.japan.10.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile005
H5N8.EPI_ISL_17086340.Galliformes.japan.NA.2021-02-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile005
H5N8.EPI_ISL_1041176.Strigiformes.japan.10.2021-02-16	H5N8	Strigiformes_wild	Strigiformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile005
H5N8.EPI_ISL_16405678.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805814.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_854599.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.4232984	136.7606537	profile005
H5N8.EPI_ISL_854600.Galliformes.japan.10.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.4232984	136.7606537	profile005
H5N8.EPI_ISL_17086336.Galliformes.japan.NA.2021-01-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.4232984	136.7606537	profile005
H5N8.EPI_ISL_4030493.environment.japan.NA.2020-12-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	35.5011326	134.2350914	profile005
H5N8.EPI_ISL_17086342.environment.japan.NA.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	37.9161924	139.0364126	profile005
H5N8.EPI_ISL_1041177.Falconiformes.japan.10.2021-02-15	H5N8	Falconiformes_wild	Falconiformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile005
H5N8.EPI_ISL_1240997.Accipitriformes.japan.10.2021-03-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile005
H5N8.EPI_ISL_4061714.Accipitriformes.japan.10.2021-02-03	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	44	143	profile005
H5N8.EPI_ISL_697771.Anseriformes.japan.10.2020-10-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44	143	profile005
H5N8.EPI_ISL_1009705.Anseriformes.south_korea.10.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile005
H5N8.EPI_ISL_708716.Galliformes.japan.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_17086226.environment.japan.NA.2020-11-15	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_1273418.Galliformes.japan.10.2020-11-04	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_681285.Galliformes.japan.10.2020-11-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.680578	135.1652915	profile005
H5N8.EPI_ISL_17086228.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.680578	135.1652915	profile005
H5N8.EPI_ISL_681288.Galliformes.japan.10.2020-11-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_681281.Anseriformes.japan.10.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	37.9161924	139.0364126	profile005
H5N8.EPI_ISL_4105052.Anseriformes.japan.NA.2020-01-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	37.9161924	139.0364126	profile005
H5N8.EPI_ISL_1009695.Anseriformes.south_korea.10.2020-11-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile005
H5N8.EPI_ISL_4061715.Falconiformes.japan.10.2021-01-28	H5N8	Falconiformes_wild	Falconiformes	eastern asia	2.3.4.4b	44	143	profile005
H5N8.EPI_ISL_2820504.Anseriformes.china.10.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile005
H5N8.EPI_ISL_14819895.Anseriformes.china.10.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile005
H5N8.EPI_ISL_16405662.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805877.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405663.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805873.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405664.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805868.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405677.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805845.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405673.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805824.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_17805901.NA.japan.10.2020-12-18	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16718466.Anseriformes.japan.10.2020-12-18	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_682297.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_4071019.Anseriformes.japan.10.2020-11-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_16405655.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805839.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405657.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805866.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405670.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805828.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405671.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805894.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405658.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805837.environment.japan.10.2020-11-16	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405665.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805826.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405669.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile052
H5N8.EPI_ISL_17805918.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile052
H5N8.EPI_ISL_16405652.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805898.environment.japan.10.2020-11-23	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_4061712.Anseriformes.japan.10.2021-02-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.2590428	140.8307874	profile005
H5N8.EPI_ISL_16405666.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805870.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405668.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805849.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_985193.Galliformes.south_korea.10.2020-12-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.4919	128.8889	profile005
H5N8.EPI_ISL_16405667.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805841.environment.japan.10.2020-11-30	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405676.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805914.environment.japan.10.2020-12-21	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_718107.Galliformes.japan.16.2020-12-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_710446.Galliformes.japan.16.2020-12-02	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_718117.Galliformes.japan.16.2020-12-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.6551456	133.9195019	profile005
H5N8.EPI_ISL_718119.Galliformes.japan.16.2020-12-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.6551456	133.9195019	profile005
H5N8.EPI_ISL_718109.Galliformes.japan.16.2020-12-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_4105028.Galliformes.japan.NA.2020-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_1009697.NA.south_korea.16.2020-11-23	H5N8	unknown	NA	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_738050.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_710453.Galliformes.japan.16.2020-12-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.6850869	135.8050002	profile005
H5N8.EPI_ISL_17086230.environment.japan.NA.2020-12-06	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.6850869	135.8050002	profile005
H5N8.EPI_ISL_17086303.environment.japan.NA.2020-12-10	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.2305113	135.1708083	profile005
H5N8.EPI_ISL_732942.Galliformes.japan.16.2020-12-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_985183.Galliformes.south_korea.16.2020-12-07	H5N8	Galliformes_wild	Galliformes	eastern asia	2.3.4.4b	36.8	127.7	profile005
H5N8.EPI_ISL_718115.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	33.2395578	131.609272	profile005
H5N8.EPI_ISL_4062112.Anseriformes.japan.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_732933.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	33.5588035	133.5311675	profile005
H5N8.EPI_ISL_732934.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	33.5588035	133.5311675	profile005
H5N8.EPI_ISL_17086334.Galliformes.japan.NA.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	33.5588035	133.5311675	profile005
H5N8.EPI_ISL_732944.Galliformes.japan.16.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.2771489	136.2463682	profile005
H5N8.EPI_ISL_17086333.environment.japan.NA.2020-12-12	H5N8	unknown	environment	eastern asia	2.3.4.4b	35.2771489	136.2463682	profile005
H5N8.EPI_ISL_1009703.Anseriformes.south_korea.16.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile005
H5N8.EPI_ISL_1009704.Anseriformes.south_korea.16.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile005
H5N8.EPI_ISL_1009681.Galliformes.south_korea.16.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile005
H5N8.EPI_ISL_17086343.Anseriformes.japan.NA.2020-12-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.2305113	135.1708083	profile005
H5N8.EPI_ISL_738051.Galliformes.japan.16.2020-12-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_16718460.Accipitriformes.japan.16.2021-02-01	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805822.NA.japan.16.2021-02-01	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_718120.Galliformes.japan.16.2020-12-09	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.2305113	135.1708083	profile005
H5N8.EPI_ISL_854605.Galliformes.japan.16.2021-01-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17086231.environment.japan.NA.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.3852029	132.4552927	profile005
H5N8.EPI_ISL_1009700.Anseriformes.south_korea.16.2020-11-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile005
H5N8.EPI_ISL_854612.Galliformes.japan.16.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_1009699.Anseriformes.south_korea.16.2020-11-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_17086229.environment.japan.NA.2020-12-02	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_681282.Galliformes.japan.16.2020-11-24	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	33.5903547	130.4017155	profile005
H5N8.EPI_ISL_17086227.environment.japan.NA.2020-11-25	H5N8	unknown	environment	eastern asia	2.3.4.4b	33.5903547	130.4017155	profile005
H5N8.EPI_ISL_759857.Galliformes.japan.16.2020-12-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_1184518.Accipitriformes.japan.16.2021-02-24	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	36.6959518	137.2136768	profile005
H5N8.EPI_ISL_978909.Galliformes.japan.16.2021-01-22	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.6959518	137.2136768	profile005
H5N8.EPI_ISL_17086339.Galliformes.japan.NA.2021-01-23	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.6959518	137.2136768	profile005
H5N8.EPI_ISL_17086354.Anseriformes.japan.NA.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile005
H5N8.EPI_ISL_17086344.Falconiformes.japan.NA.2020-12-04	H5N8	Falconiformes_wild	Falconiformes	eastern asia	2.3.4.4b	34.6551456	133.9195019	profile005
H5N8.EPI_ISL_1273439.Galliformes.japan.16.2021-03-13	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile005
H5N8.EPI_ISL_17086353.environment.japan.NA.2021-03-13	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile005
H5N8.EPI_ISL_14770166.Anseriformes.china.16.2020-11-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile005
H5N8.EPI_ISL_710435.Galliformes.japan.16.2020-12-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.3852029	132.4552927	profile005
H5N8.EPI_ISL_738055.Galliformes.japan.16.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_17086348.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile005
H5N8.EPI_ISL_854606.Galliformes.japan.16.2021-01-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17086337.environment.japan.NA.2021-01-13	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_985192.Galliformes.south_korea.16.2020-12-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_985203.Anseriformes.south_korea.16.2020-12-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile005
H5N8.EPI_ISL_985201.Anseriformes.south_korea.16.2020-12-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_985202.Anseriformes.south_korea.16.2020-12-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile005
H5N8.EPI_ISL_17086220.Accipitriformes.japan.NA.2020-12-08	H5N8	Accipitriformes_wild	Accipitriformes	eastern asia	2.3.4.4b	34.3429904	134.0376604	profile005
H5N8.EPI_ISL_16405650.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805848.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405651.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805910.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405654.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805857.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405672.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805874.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
H5N8.EPI_ISL_16405674.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile005
H5N8.EPI_ISL_17805816.environment.japan.10.2020-12-07	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.204824	138.252924	profile005
