tipnames	virus.subtype	host.class	host.order	collection.region.name	clade	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_1939080.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_1760450.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile002
H5N6.EPI_ISL_18058053.Anseriformes.china.NA.2021-03-12	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_5260448.Anseriformes.china.1.2021-03-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	27.2498042	113.6176643	profile002
H5N8.EPI_ISL_1041133.Galliformes.japan.1.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_17086341.environment.japan.NA.2021-02-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_1041134.Galliformes.japan.1.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile002
H5N8.EPI_ISL_1081353.Anseriformes.japan.1.2021-02-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile002
H5N8.EPI_ISL_978915.Anseriformes.japan.1.2021-02-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile002
H5N8.EPI_ISL_5260467.Podicipediformes.china.1.2021-06-05	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile002
H5N8.EPI_ISL_5260468.Podicipediformes.china.1.2021-06-15	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_978894.Galliformes.japan.1.2021-02-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_985221.Galliformes.japan.1.2021-02-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_17086355.environment.japan.NA.2021-02-14	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.6485496	138.1942432	profile002
H5N8.EPI_ISL_1009711.Anseriformes.south_korea.1.2021-01-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_1009707.NA.south_korea.1.2020-12-14	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.8	127.7	profile002
H5N8.EPI_ISL_977582.Anseriformes.china.1.2020-12-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile002
H5N8.EPI_ISL_15435500.Anseriformes.china.1.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile002
H5N8.EPI_ISL_15433349.Anseriformes.china.NA.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile002
H5N8.EPI_ISL_15435511.Anseriformes.china.1.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile002
H5N8.EPI_ISL_14836098.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_14822357.Anseriformes.china.1.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile002
H5N8.EPI_ISL_2555543.Anseriformes.china.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile002
H5N8.EPI_ISL_2932616.Galliformes.kazakhstan.1.2020-09-19	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	53.2804	69.3762	profile002
H5N8.EPI_ISL_2932617.Passeriformes.kazakhstan.1.2020-09-15	H5N8	Passeriformes_wild	Passeriformes	central asia	2.3.4.4b	53.2804	69.3762	profile002
H5N8.EPI_ISL_2932682.Columbiformes.kazakhstan.1.2020-09-15	H5N8	Columbiformes_wild	Columbiformes	central asia	2.3.4.4b	53.2804	69.3762	profile002
H5N8.EPI_ISL_1114755.Galliformes.russia.1.2021-01-29	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.2357	39.7015	profile002
H5N8.EPI_ISL_1114758.Galliformes.russia.1.2021-01-29	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.2357	39.7015	profile002
H5N8.EPI_ISL_3102078.Anseriformes.poland.1.2021-04-22	H5N8	Anseriformes_wild	Anseriformes	eastern europe	2.3.4.4b	53.1032411	14.9137558	profile002
H5N8.EPI_ISL_3102077.Anseriformes.poland.1.2021-04-07	H5N8	Anseriformes_wild	Anseriformes	eastern europe	2.3.4.4b	54.2944252	18.1531164	profile002
H5N8.EPI_ISL_1041142.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041144.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041149.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_17086338.Anseriformes.japan.NA.2021-01-21	H5N8	Anseriformes_domestic	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041154.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041158.Galliformes.japan.1.2021-02-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_17086351.Galliformes.japan.NA.2021-02-11	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_1041161.Galliformes.japan.1.2021-02-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_978890.Galliformes.japan.1.2021-02-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_17086349.Galliformes.japan.NA.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile002
H5N8.EPI_ISL_985196.Anseriformes.south_korea.1.2020-12-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_1009688.Galliformes.south_korea.1.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_985197.Anseriformes.south_korea.1.2020-12-20	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_985207.Galliformes.south_korea.1.2020-12-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.4919	128.8889	profile002
H5N8.EPI_ISL_1098830.Gruiformes.japan.1.2021-01-19	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_1114725.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_16718465.Gruiformes.japan.1.2021-01-16	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_17805905.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.204824	138.252924	profile002
H5N8.EPI_ISL_985211.Anseriformes.south_korea.1.2020-12-28	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile002
H5N8.EPI_ISL_1009682.Galliformes.south_korea.1.2020-12-29	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_978905.Galliformes.japan.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile002
H5N8.EPI_ISL_1009709.NA.south_korea.1.2020-12-16	H5N8	unknown	NA	eastern asia	2.3.4.4b	33.3846	126.5535	profile002
H5N8.EPI_ISL_1009710.Anseriformes.south_korea.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	33.3846	126.5535	profile002
H5N8.EPI_ISL_985184.Anseriformes.south_korea.1.2020-12-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile002
H5N8.EPI_ISL_1009685.Anseriformes.south_korea.1.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile002
H5N8.EPI_ISL_5260466.Podicipediformes.china.1.2021-02-22	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1009686.Galliformes.south_korea.1.2020-12-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_1009692.Anseriformes.south_korea.1.2021-01-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.8	127.7	profile002
H5N8.EPI_ISL_985205.Anseriformes.south_korea.1.2020-12-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_5260456.Anseriformes.china.1.2021-02-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_5260464.Anseriformes.china.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_5260470.Anseriformes.china.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_1009689.Galliformes.south_korea.1.2021-01-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_5260416.Charadriiformes.china.1.2021-02-22	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_17088884.Anseriformes.china.1.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.9488786	121.1430935	profile002
H5N8.EPI_ISL_985206.Galliformes.south_korea.1.2020-12-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile002
H5N8.EPI_ISL_1009694.Anseriformes.south_korea.1.2021-01-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.4606	128.2132	profile002
H5N8.EPI_ISL_5260435.Anseriformes.china.1.2021-04-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_5260465.Pelecaniformes.china.1.2021-01-26	H5N8	Pelecaniformes_wild	Pelecaniformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile002
H5N8.EPI_ISL_6829497.Gruiformes.japan.1.2021-11-19	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_6829536.Galliformes.japan.1.2021-11-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_15063430.Galliformes.japan.NA.2021-11-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile002
H5N8.EPI_ISL_15063428.environment.japan.NA.2021-11-10	H5N8	unknown	environment	eastern asia	2.3.4.4b	39.7200079	140.1025642	profile002
H5N8.EPI_ISL_9572699.Anseriformes.china.NA.2020-11-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.230393	121.473704	profile002
H5N8.EPI_ISL_16208969.Anseriformes.china.NA.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.230393	121.473704	profile002
H5N8.EPI_ISL_985191.Galliformes.south_korea.1.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile002
H5N8.EPI_ISL_1009687.Galliformes.south_korea.1.2020-12-31	H5N8	Galliformes_wild	Galliformes	eastern asia	2.3.4.4b	36.4919	128.8889	profile002
H5N8.EPI_ISL_14770165.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_14770164.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_14778363.NA.china.NA.2020-11-25	H5N8	unknown	NA	eastern asia	2.3.4.4b	35.86166	104.195397	profile002
H5N8.EPI_ISL_5260444.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile002
H5N8.EPI_ISL_7381183.Anseriformes.china.279.2021-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile002
H5N8.EPI_ISL_14775517.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile002
H5N8.EPI_ISL_14823425.Anseriformes.china.1.2020-11-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_14835974.Anseriformes.china.1.2020-11-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_5260469.Anseriformes.china.1.2021-01-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile002
H5N8.EPI_ISL_7381115.Anseriformes.china.1.2021-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	41.7315285	123.2575966	profile002
H5N8.EPI_ISL_5260418.Anseriformes.china.1.2021-01-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile002
H5N8.EPI_ISL_china_2.Galliformes.china.1.2021-05-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile002
H5N8.EPI_ISL_china_5.Galliformes.china.1.2021-06-26	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile002
H5N8.EPI_ISL_1114737.Galliformes.russia.1.2020-10-17	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	36.891328	27.283453	profile002
H5N8.EPI_ISL_5865629.Anseriformes.georgia.1.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	western asia	2.3.4.4b	42.315407	43.356892	profile002
H5N8.EPI_ISL_5863497.Anseriformes.georgia.1.2020-10-27	H5N8	Anseriformes_wild	Anseriformes	western asia	2.3.4.4b	42.315407	43.356892	profile002
H5N3.EPI_ISL_5863749.Anseriformes.georgia.289.2020-10-20	H5N3	Anseriformes_wild	Anseriformes	western asia	2.3.4.4b	42.315407	43.356892	profile002
H5N8.EPI_ISL_1665263.Anseriformes.slovenia.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	southern europe	2.3.4.4b	46.151241	14.995463	profile002
H5N8.EPI_ISL_683751.Anseriformes.italy.1.2020-11-21	H5N8	Anseriformes_wild	Anseriformes	southern europe	2.3.4.4b	45.7223889	11.3879145	profile002
H5N8.EPI_ISL_3128523.Pelecaniformes.greece.1.2021-03-22	H5N8	Pelecaniformes_wild	Pelecaniformes	southern europe	2.3.4.4b	41.08831	23.542815	profile002
H5N8.EPI_ISL_14836079.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile002
H5N8.EPI_ISL_644134.Galliformes.russia.1.2020-08-17	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile002
H5N8.EPI_ISL_1039235.Galliformes.russia.1.2020-12-12	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.1217888	47.3494879	profile002
H5N8.EPI_ISL_1038924.Primates.russia.1.2020-12-12	H5N8	Primates_wild	Primates	eastern europe	2.3.4.4b	47.1217888	47.3494879	profile002
H5N8.EPI_ISL_977513.Galliformes.czech_republic.1.2021-01-22	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	48.9457789	14.4416055	profile002
H5N8.EPI_ISL_779129.Galliformes.poland.1.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	52.5373228	21.076828799999902	profile002
H5N8.EPI_ISL_739684.Anseriformes.russia.1.2020-09-15	H5N8	Anseriformes_wild	Anseriformes	central asia	2.3.4.4b	55.0084	82.9357	profile002
H5N8.EPI_ISL_739689.Galliformes.russia.1.2020-09-22	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	55.0084	82.9357	profile002
H5N8.EPI_ISL_644132.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	2.3.4.4b	54.9885	73.3242	profile002
H5N8.EPI_ISL_644135.Galliformes.russia.1.2020-08-17	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile002
H5N8.EPI_ISL_644123.Galliformes.russia.1.2020-08-13	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile002
H5N8.EPI_ISL_1139015.NA.netherlands.1.2020-10-26	H5N8	unknown	NA	western europe	2.3.4.4b	53.1641642	5.78175420000002	profile002
H5N8.EPI_ISL_1139014.Anseriformes.netherlands.1.2020-10-27	H5N8	Anseriformes_wild	Anseriformes	western europe	2.3.4.4b	52.045155	5.87182340000004	profile002
H5N8.EPI_ISL_710508.Anseriformes.united_kingdom.1.2020-10-30	H5N8	Anseriformes_wild	Anseriformes	northern europe	2.3.4.4b	52.0190289	-0.770427400000017	profile002
H5N8.EPI_ISL_668457.Anseriformes.sweden.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	northern europe	2.3.4.4b	55.9902572	13.5957691999999	profile002
H5N8.EPI_ISL_631824.Anseriformes.south_korea.10.2020-10-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.8	127.7	profile001
H5N8.EPI_ISL_682297.environment.japan.10.2020-11-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_738059.Galliformes.japan.10.2020-12-18	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile001
H5N8.EPI_ISL_17086335.environment.japan.NA.2020-12-19	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile001
