tipnames	virus.subtype	host.class	host.order	collection.region.name	clade	tiplocation_lat	tiplocation_lon	cluster.number
H5N8.EPI_ISL_2932619.Anseriformes.kazakhstan.1.2020-09-23	H5N8	Anseriformes_wild	Anseriformes	central asia	2.3.4.4b	51.2105	71.4676	profile001
H5N8.EPI_ISL_1114752.Anseriformes.netherlands.1.2020-12-31	H5N8	Anseriformes_wild	Anseriformes	western europe	2.3.4.4b	51.4826537	5.23216869999999	profile001
H5N8.EPI_ISL_644125.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	2.3.4.4b	54.9885	73.3242	profile001
H5N8.EPI_ISL_644126.Galliformes.russia.1.2020-08-17	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile001
H5N8.EPI_ISL_14823812.Anseriformes.china.1.2020-11-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_625671.Anseriformes.china.1.2020-10-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.852843	105.7008601	profile001
H5N8.EPI_ISL_1939617.Strigiformes.china.1.2020-11-11	H5N8	Strigiformes_wild	Strigiformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_16215736.Galliformes.china.1.2020-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.86166	104.195397	profile001
H5N8.EPI_ISL_1760448.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile001
H5N8.EPI_ISL_14822426.Anseriformes.china.NA.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_1938307.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_1822595.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile001
H5N8.EPI_ISL_5260446.Anseriformes.china.1.2021-05-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	22.826617	108.344126	profile001
H5N8.EPI_ISL_7381026.Galliformes.china.1.2021-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	41.7315285	123.2575966	profile001
H5N8.EPI_ISL_7380813.Anseriformes.china.1.2021-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile001
H5N8.EPI_ISL_7381448.Galliformes.china.205.2021-07	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	22.826617	108.344126	profile001
H5N6.EPI_ISL_11208194.Anseriformes.china.213.2021-10-18	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	22.826617	108.344126	profile001
H5N8.EPI_ISL_11504587.Galliformes.viet_nam.205.2021-12-01	H5N8	Galliformes_domestic	Galliformes	south-eastern asia	2.3.4.4b	21.8477778	106.7577778	profile001
H5N8.EPI_ISL_14836088.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_7381438.Anseriformes.china.1.2021-08	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile001
H5N8.EPI_ISL_14823421.Anseriformes.china.NA.2021-01-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_2555542.Anseriformes.china.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_14819900.Anseriformes.china.1.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile001
H5N8.EPI_ISL_1041134.Galliformes.japan.1.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile001
H5N8.EPI_ISL_17086341.environment.japan.NA.2021-02-09	H5N8	unknown	environment	eastern asia	2.3.4.4b	34.0702703	134.5548438	profile001
H5N8.EPI_ISL_985222.Galliformes.japan.1.2021-02-06	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_1081353.Anseriformes.japan.1.2021-02-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.3813638	139.7303175	profile001
H5N8.EPI_ISL_17086355.environment.japan.NA.2021-02-14	H5N8	unknown	environment	eastern asia	2.3.4.4b	36.6485496	138.1942432	profile001
H5N8.EPI_ISL_17086347.Anseriformes.japan.NA.2021-02-04	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_978915.Anseriformes.japan.1.2021-02-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.2869206	140.4245143	profile001
H5N8.EPI_ISL_5260467.Podicipediformes.china.1.2021-06-05	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	34.223126	108.95546	profile001
H5N8.EPI_ISL_5260468.Podicipediformes.china.1.2021-06-15	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile001
H5N8.EPI_ISL_978895.Galliformes.japan.1.2021-02-05	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_1009698.Anseriformes.south_korea.1.2020-11-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_1009707.NA.south_korea.1.2020-12-14	H5N8	unknown	NA	eastern asia	2.3.4.4b	36.8	127.7	profile001
H5N8.EPI_ISL_5260417.Charadriiformes.china.1.2021-05-16	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_14822756.Anseriformes.china.1.2021-05-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_8215657.Anseriformes.china.NA.2021-05-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_8215659.Anseriformes.china.NA.2021-05-15	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_8215684.Charadriiformes.china.NA.2021-05-17	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_7349517.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile001
H5N8.EPI_ISL_7379464.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile001
H5N8.EPI_ISL_977595.Anseriformes.china.1.2020-12-31	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile001
H5N8.EPI_ISL_5260448.Anseriformes.china.1.2021-03-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	27.2498042	113.6176643	profile001
H5N8.EPI_ISL_14836025.Anseriformes.china.1.2020-11-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_14836426.Anseriformes.china.NA.2020-12-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N6.EPI_ISL_18058054.Anseriformes.china.NA.2021-03-12	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_2556113.Anseriformes.china.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_14836104.Anseriformes.china.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_2713314.Charadriiformes.china.1.2020-11-16	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_1760454.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile001
H5N8.EPI_ISL_2555532.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_14836086.Anseriformes.china.1.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_14819898.Anseriformes.china.NA.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile001
H5N8.EPI_ISL_14835960.Anseriformes.china.1.2020-11-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_18012465.Anseriformes.china.NA.2021-11-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile001
H5N8.EPI_ISL_14836593.Anseriformes.china.NA.2020-12-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_1760452.Anseriformes.china.1.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	28.4560996	117.9215965	profile001
H5N8.EPI_ISL_1834185.Anseriformes.china.1.2020-11-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_14823405.Anseriformes.china.NA.2021-01-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_14819899.Anseriformes.china.NA.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile001
H5N8.EPI_ISL_14822547.Anseriformes.china.NA.2021-03-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2255567	121.4802765	profile001
H5N8.EPI_ISL_1114759.Galliformes.russia.1.2021-01-29	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.2357	39.7015	profile001
H5N8.EPI_ISL_1114758.Galliformes.russia.1.2021-01-29	H5N8	Galliformes_domestic	Galliformes	eastern europe	2.3.4.4b	47.2357	39.7015	profile001
H5N8.EPI_ISL_977582.Anseriformes.china.1.2020-12-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile001
H5N8.EPI_ISL_15433349.Anseriformes.china.NA.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile001
H5N8.EPI_ISL_14770172.Anseriformes.china.1.2020-11-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_15435500.Anseriformes.china.1.2021-01-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile001
H5N8.EPI_ISL_china_3.Galliformes.china.1.2021-06-26	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile001
H9N2.EPI_ISL_14223939.Galliformes.china.NA.2021-11-30	H9N2	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.86166	104.195397	profile001
H5N8.EPI_ISL_644123.Galliformes.russia.1.2020-08-13	H5N8	Galliformes_domestic	Galliformes	central asia	2.3.4.4b	54.9885	73.3242	profile001
H5N8.EPI_ISL_2685846.Anseriformes.china.1.2020-11-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.9894798	112.8721355	profile001
H5N8.EPI_ISL_1041124.Galliformes.japan.1.2021-02-10	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_17086338.Anseriformes.japan.NA.2021-01-21	H5N8	Anseriformes_domestic	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_17086349.Galliformes.japan.NA.2021-02-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_1041144.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_1041153.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_978914.Anseriformes.japan.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.6072668	140.1062907	profile001
H5N8.EPI_ISL_985206.Galliformes.south_korea.1.2020-12-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile001
H5N8.EPI_ISL_985207.Galliformes.south_korea.1.2020-12-25	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.4919	128.8889	profile001
H5N8.EPI_ISL_1098830.Gruiformes.japan.1.2021-01-19	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H9N2.EPI_ISL_14223937.Galliformes.china.NA.2021-11-12	H9N2	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	35.86166	104.195397	profile001
H5N8.EPI_ISL_5260445.Anseriformes.china.1.2021-04-27	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile001
H5N8.EPI_ISL_14838179.Anseriformes.china.NA.2020-12-12	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_5260451.Anseriformes.china.1.2021-04-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	41.7315285	123.2575966	profile001
H5N8.EPI_ISL_5260466.Podicipediformes.china.1.2021-02-22	H5N8	Podicipediformes_wild	Podicipediformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_5260450.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.9488786	121.1430935	profile001
H5N8.EPI_ISL_985205.Anseriformes.south_korea.1.2020-12-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile001
H5N8.EPI_ISL_7381103.Anseriformes.china.1.2021-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_5260454.Anseriformes.china.1.2021-02-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_5260456.Anseriformes.china.1.2021-02-22	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_5260460.Anseriformes.china.1.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_17088884.Anseriformes.china.1.2021-01-29	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.9488786	121.1430935	profile001
H5N8.EPI_ISL_6829497.Gruiformes.japan.1.2021-11-19	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_15063430.Galliformes.japan.NA.2021-11-15	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_6829536.Galliformes.japan.1.2021-11-14	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_15063428.environment.japan.NA.2021-11-10	H5N8	unknown	environment	eastern asia	2.3.4.4b	39.7200079	140.1025642	profile001
H5N8.EPI_ISL_1009685.Anseriformes.south_korea.1.2020-12-30	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile001
H5N8.EPI_ISL_985196.Anseriformes.south_korea.1.2020-12-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile001
H5N8.EPI_ISL_18012466.Galliformes.china.NA.2021-11-09	H5N8	Galliformes_wild	Galliformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile001
H5N8.EPI_ISL_15613490.Anseriformes.japan.NA.2021-01-24	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile001
H5N8.EPI_ISL_5260465.Pelecaniformes.china.1.2021-01-26	H5N8	Pelecaniformes_wild	Pelecaniformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile001
H5N8.EPI_ISL_1114725.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_985187.Anseriformes.south_korea.1.2020-12-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	34.8679	126.991	profile001
H5N8.EPI_ISL_17805905.Anseriformes.japan.1.2021-01-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.204824	138.252924	profile001
H5N8.EPI_ISL_985197.Anseriformes.south_korea.1.2020-12-20	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_1009692.Anseriformes.south_korea.1.2021-01-05	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.8	127.7	profile001
H5N8.EPI_ISL_1009694.Anseriformes.south_korea.1.2021-01-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.4606	128.2132	profile001
H5N8.EPI_ISL_1009693.Galliformes.south_korea.1.2021-01-08	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_985211.Anseriformes.south_korea.1.2020-12-28	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.7197	127.1244	profile001
H5N8.EPI_ISL_977599.Anseriformes.china.1.2020-12-21	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile001
H5N8.EPI_ISL_16718465.Gruiformes.japan.1.2021-01-16	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	31.5965535	130.5571158	profile001
H5N8.EPI_ISL_985194.Anseriformes.south_korea.1.2020-12-14	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	36.5184	126.8	profile001
H5N8.EPI_ISL_5260469.Anseriformes.china.1.2021-01-26	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile001
H5N8.EPI_ISL_14770164.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_1009689.Galliformes.south_korea.1.2021-01-03	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.5184	126.8	profile001
H5N8.EPI_ISL_1009709.NA.south_korea.1.2020-12-16	H5N8	unknown	NA	eastern asia	2.3.4.4b	33.3846	126.5535	profile001
H5N8.EPI_ISL_1009710.Anseriformes.south_korea.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	33.3846	126.5535	profile001
H5N8.EPI_ISL_978902.Galliformes.japan.1.2021-01-30	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.9076736	131.4202411	profile001
H5N8.EPI_ISL_14835964.Anseriformes.china.1.2020-11-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_5260444.Anseriformes.china.1.2021-03-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	29.1557051	113.7157613	profile001
H5N8.EPI_ISL_1009686.Galliformes.south_korea.1.2020-12-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	44.4957481	11.2946868	profile001
H5N8.EPI_ISL_9572697.Anseriformes.china.NA.2020-11-19	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.230393	121.473704	profile001
H5N8.EPI_ISL_16208969.Anseriformes.china.NA.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.230393	121.473704	profile001
H5N8.EPI_ISL_5260416.Charadriiformes.china.1.2021-02-22	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_5260418.Anseriformes.china.1.2021-01-25	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	39.904214	116.407413	profile001
H5N8.EPI_ISL_1009688.Galliformes.south_korea.1.2021-01-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	34.8679	126.991	profile001
H5N8.EPI_ISL_14770165.Gruiformes.china.1.2020-12-31	H5N8	Gruiformes_wild	Gruiformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile001
H5N8.EPI_ISL_14778363.NA.china.NA.2020-11-25	H5N8	unknown	NA	eastern asia	2.3.4.4b	35.86166	104.195397	profile001
H5N8.EPI_ISL_1139015.NA.netherlands.1.2020-10-26	H5N8	unknown	NA	western europe	2.3.4.4b	53.1641642	5.78175420000002	profile001
H5N8.EPI_ISL_1139014.Anseriformes.netherlands.1.2020-10-27	H5N8	Anseriformes_wild	Anseriformes	western europe	2.3.4.4b	52.045155	5.87182340000004	profile001
H5N8.EPI_ISL_14835976.Anseriformes.china.1.2020-11-13	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_14823863.Anseriformes.china.NA.2020-11-09	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_14822357.Anseriformes.china.1.2021-03-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	31.2313805	121.4137827	profile001
H5N8.EPI_ISL_5144920.Galliformes.germany.1.2021-02-20	H5N8	Galliformes_domestic	Galliformes	western europe	2.3.4.4b	52.6367036	9.8450765	profile001
H5N8.EPI_ISL_3102078.Anseriformes.poland.1.2021-04-22	H5N8	Anseriformes_wild	Anseriformes	eastern europe	2.3.4.4b	53.1032411	14.9137558	profile001
H5N8.EPI_ISL_3102077.Anseriformes.poland.1.2021-04-07	H5N8	Anseriformes_wild	Anseriformes	eastern europe	2.3.4.4b	54.2944252	18.1531164	profile001
H5N8.EPI_ISL_1665272.Anseriformes.italy.1.2020-11-17	H5N8	Anseriformes_wild	Anseriformes	southern europe	2.3.4.4b	40.3532912	18.1740146	profile001
H5N8.EPI_ISL_7379463.Anseriformes.china.1.2021-01	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.1277675	114.0791925	profile001
H5N8.EPI_ISL_7380253.Anseriformes.china.1.2021-02	H5N8	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	32.0922799	118.6126374	profile001
H5N6.EPI_ISL_7457654.Galliformes.china.209.2021-08	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile001
H5N8.EPI_ISL_china_2.Galliformes.china.1.2021-05-31	H5N8	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	31.844419	117.254331	profile001
