tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_5099356.anseriformes.germany.1.2021-02-17	H5N8	2021-02-17	2021.13	2021-02-01	western europe	germany	deu	51.0533277435649	10.373650933319	brandenburg	de.br	52.4686720071996	13.4043192497063	Europe / Germany / Brandenburg / MÃ¤rkisch-Oderland / NA	2021-02-17	profile002	anseriformes	13.4043192497063	52.4686720071996
H5N8.2344b.EPI_ISL_5116063.anseriformes.germany.1.2021-02-26	H5N8	2021-02-26	2021.15	2021-02-01	western europe	germany	deu	51.0533277435649	10.373650933319	hessen	de.he	50.5991757228504	9.0260509036638	Europe / Germany / Hessen / Offenbach a. Main / . Main	2021-02-26	profile002	anseriformes	9.0260509036638	50.5991757228504
H5N8.2344b.EPI_ISL_5143300.anseriformes.germany.1.2021-03-10	H5N8	2021-03-10	2021.19	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	mecklenburg-vorpommern	de.mv	53.7551744161606	12.5509509363277	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA	2021-03-10	profile002	anseriformes	12.5509509363277	53.7551744161606
H5N8.2344b.EPI_ISL_5123579.anseriformes.germany.1.2021-03-19	H5N8	2021-03-19	2021.21	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	niedersachsen	de.ni	52.7642105761026	9.16783937293005	Europe / Germany / Lower Saxony / Cloppenburg / NA	2021-03-19	profile002	anseriformes	9.16783937293005	52.7642105761026
H5N8.2344b.EPI_ISL_5057844.anseriformes.germany.1.2020-10-28	H5N8	2020-10-28	2020.82	2020-10-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	2020-10-28	profile002	anseriformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_710512.anseriformes.united_kingdom.1.2020-11-19	H5N8	2020-11-19	2020.88	2020-11-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / Gloucestershire / NA / NA	2020-11-19	profile002	anseriformes	-2.78687513666638	54.0438440515314
H5N8.2344b.EPI_ISL_978912.anseriformes.japan.1.2021-01-20	H5N8	2021-01-20	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-20	profile002	anseriformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_978915.anseriformes.japan.1.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile002	anseriformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_1114725.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-16	profile002	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1081353.anseriformes.japan.1.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-14	profile002	anseriformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_17805905.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-01-16	profile002	anseriformes	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009685.anseriformes.south_korea.1.2020-12-30	H5N8	2020-12-30	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-30	profile002	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_1009710.anseriformes.south_korea.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-11-17	profile002	anseriformes	126.553618799527	33.3869876346889
H5N8.2344b.EPI_ISL_985196.anseriformes.south_korea.1.2020-12-16	H5N8	2020-12-16	2020.96	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-16	profile002	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985194.anseriformes.south_korea.1.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-14	profile002	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009708.anseriformes.south_korea.1.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-15	profile002	anseriformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_2932600.anseriformes.kazakhstan.1.2020-09-01	H5N8	2020-09-01	2020.67	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA	2020-09-01	profile002	anseriformes	77.9603747475348	44.9554808695858
H5N8.2344b.EPI_ISL_2932614.anseriformes.kazakhstan.1.2020-09-21	H5N8	2020-09-21	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / Mamlyutsky district, Mamlyutsky, Mamlyutka village / NA	2020-09-21	profile002	anseriformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_615065.anseriformes.kazakhstan.1.2020-09-22	H5N8	2020-09-22	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	qostanay	kz.qs	51.5322283786231	64.0853293002361	Asia / Kazakhstan / Kostanay / NA / NA	2020-09-22	profile002	anseriformes	64.0853293002361	51.5322283786231
H5N8.2344b.EPI_ISL_1719911.anseriformes.lithuania.1.2021-03-19	H5N8	2021-03-19	2021.21	2021-03-01	northern europe	lithuania	ltu	55.332528278146	23.9147651507013	vilniaus	lt.vi	54.8294557942269	25.2490386107757	Europe / Lithuania / Vilnius / NA / NA	2021-03-19	profile002	anseriformes	25.2490386107757	54.8294557942269
H5N8.2344b.EPI_ISL_7590312.anseriformes.belgium.1.2021-01-11	H5N8	2021-01-11	2021.03	2021-01-01	western europe	belgium	bel	50.64017310615	4.66939027974939	wallonie	na	50.3127973408239	5.0143267931739	Europe / Belgium / Province de Liege / Amay / NA	2021-01-11	profile002	anseriformes	5.0143267931739	50.3127973408239
H5N8.2344b.EPI_ISL_654839.anseriformes.russia.1.2020-08-27	H5N8	2020-08-27	2020.65	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	kurgan	ru.ku	55.4734051858522	64.8219230597649	Europe / Russia / Kurgan region / NA / NA	2020-08-27	profile002	anseriformes	64.8219230597649	55.4734051858522
H5N8.2344b.EPI_ISL_644139.anseriformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile002	anseriformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_654824.anseriformes.russia.1.2020-09-15	H5N8	2020-09-15	2020.7	2020-09-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	saratov	ru.sr	51.5994582882348	46.8369479833559	Europe / Russia / Saratov Oblast / Saratov / NA	2020-09-15	profile002	anseriformes	46.8369479833559	51.5994582882348
H5N8.2344b.EPI_ISL_1095363.anseriformes.sweden.1.2021-02-03	H5N8	2021-02-03	2021.09	2021-02-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	blekinge	se.bl	56.2754954629495	15.2029498652564	Europe / Sweden / Blekinge Lan / Solvesborgs Kommun / NA	2021-02-03	profile002	anseriformes	15.2029498652564	56.2754954629495
H5N8.2344b.EPI_ISL_718223.anseriformes.sweden.1.2020-11-15	H5N8	2020-11-15	2020.87	2020-11-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	gotland	se.gt	57.5128828372686	18.541723046906	Europe / Sweden / Gotlands Lan / Gotlands Kommun / NA	2020-11-15	profile002	anseriformes	18.541723046906	57.5128828372686
H5N8.2344b.EPI_ISL_3127850.anseriformes.sweden.1.2021-03-29	H5N8	2021-03-29	2021.24	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	dalarna	se.ko	60.9480775654018	14.3747945686103	Europe / Sweden / Dalarnas Lan / Leksands Kommun / NA	2021-03-29	profile002	anseriformes	14.3747945686103	60.9480775654018
H5N8.2344b.EPI_ISL_3315298.anseriformes.sweden.1.2021-03-10	H5N8	2021-03-10	2021.19	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	skåne	se.sn	55.9474024317265	13.595146733816	Europe / Sweden / Skane Lan / Simrishamns Kommun / NA	2021-03-10	profile002	anseriformes	13.595146733816	55.9474024317265
H5N8.2344b.EPI_ISL_5863929.anseriformes.united_states.1.2020-10-12	H5N8	2020-10-12	2020.78	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-12	profile002	anseriformes	-83.4405725551842	32.6403385373358
H5N8.NA.EPI_ISL_4062441.anseriformes.china.NA.2020-11-01	H5N8	2020-11-01	2020.83	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2020-11-01	profile002	anseriformes	103.513718494908	36.6848135465548
H5N8.NA.EPI_ISL_14840053.anseriformes.china.NA.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2021-01-21	profile002	anseriformes	113.614527263456	33.8761853651454
H5N8.NA.EPI_ISL_14823422.anseriformes.china.NA.2021-01-27	H5N8	2021-01-27	2021.07	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	NA	2021-01-27	profile002	anseriformes	112.277189482252	30.9806813015582
H5N8.NA.EPI_ISL_14822452.anseriformes.china.NA.2021-03-12	H5N8	2021-03-12	2021.19	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	NA	2021-03-12	profile002	anseriformes	88.2546629070738	31.7354796576819
H5N8.NA.EPI_ISL_5095550.anseriformes.germany.NA.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	western europe	germany	deu	51.0533277435649	10.373650933319	brandenburg	de.br	52.4686720071996	13.4043192497063	NA	2020-12-21	profile002	anseriformes	13.4043192497063	52.4686720071996
H5N8.NA.EPI_ISL_5057876.anseriformes.germany.NA.2020-11-01	H5N8	2020-11-01	2020.83	2020-11-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	NA	2020-11-01	profile002	anseriformes	9.81577342948134	54.1814850326718
H5N8.NA.EPI_ISL_17086338.anseriformes.japan.NA.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-01-21	profile002	anseriformes	140.198261340312	35.5094511865639
H5N8.NA.EPI_ISL_17086346.anseriformes.japan.NA.2021-01-24	H5N8	2021-01-24	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-01-24	profile002	anseriformes	131.298614512671	32.1919114758892
H5N8.NA.EPI_ISL_4322015.anseriformes.sweden.NA.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	NA	NA	NA	NA	NA	2020-12-15	profile002	anseriformes	16.2835241791686	62.374013544985
H5N8.2344b.EPI_ISL_7596571.passeriformes.belgium.1.2020-11-13	H5N8	2020-11-13	2020.87	2020-11-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie West-Vlaanderen / Oudenburg / NA	2020-11-13	profile002	passeriformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_5098135.falconiformes.germany.1.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	western europe	germany	deu	51.0533277435649	10.373650933319	niedersachsen	de.ni	52.7642105761026	9.16783937293005	Europe / Germany / Lower Saxony / Friesland / NA	2020-12-21	profile002	falconiformes	9.16783937293005	52.7642105761026
H5N8.2344b.EPI_ISL_5057856.falconiformes.germany.1.2020-10-26	H5N8	2020-10-26	2020.82	2020-10-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	2020-10-26	profile002	falconiformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_766056.falconiformes.united_kingdom.1.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / Derbyshire / NA / NA	2020-12-14	profile002	falconiformes	-2.78687513666638	54.0438440515314
H5N8.2344b.EPI_ISL_813979.falconiformes.ireland.1.2020-11-01	H5N8	2020-11-01	2020.83	2020-11-01	northern europe	ireland	irl	53.1625189533631	-8.16313556364258	NA	NA	NA	NA	Europe / Ireland / NA / NA / NA	2020-11-01	profile002	falconiformes	-8.16313556364258	53.1625189533631
H5N8.NA.EPI_ISL_1391203.falconiformes.sweden.NA.2021-03-16	H5N8	2021-03-16	2021.2	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	NA	NA	NA	NA	NA	2021-03-16	profile002	falconiformes	16.2835241791686	62.374013544985
H5N8.2344b.EPI_ISL_1098830.gruiformes.japan.1.2021-01-19	H5N8	2021-01-19	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-19	profile002	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_5062078.charadriiformes.germany.1.2020-11-06	H5N8	2020-11-06	2020.85	2020-11-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	2020-11-06	profile002	charadriiformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_2555536.charadriiformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Jiangxi Province / NA / NA	2020-11-16	profile002	charadriiformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_5260416.charadriiformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile002	charadriiformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260417.charadriiformes.china.1.2021-05-16	H5N8	2021-05-16	2021.37	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	Asia / China / Tibet / NA / NA	2021-05-16	profile002	charadriiformes	88.2546629070738	31.7354796576819
H5N8.2344b.EPI_ISL_5058090.charadriiformes.germany.1.2020-11-02	H5N8	2020-11-02	2020.84	2020-11-01	western europe	germany	deu	51.0533277435649	10.373650933319	hamburg	de.hh	53.5463325421189	10.020950289547	Europe / Germany / Hamburg / Hamburg / NA	2020-11-02	profile002	charadriiformes	10.020950289547	53.5463325421189
H5N8.2344b.EPI_ISL_5062851.charadriiformes.germany.1.2020-11-02	H5N8	2020-11-02	2020.84	2020-11-01	western europe	germany	deu	51.0533277435649	10.373650933319	mecklenburg-vorpommern	de.mv	53.7551744161606	12.5509509363277	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA	2020-11-02	profile002	charadriiformes	12.5509509363277	53.7551744161606
H5N8.2344b.EPI_ISL_7623043.charadriiformes.belgium.1.2021-01-11	H5N8	2021-01-11	2021.03	2021-01-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie Oost-Vlaanderen / Merelbeke / NA	2021-01-11	profile002	charadriiformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_16215736.galliformes.china.1.2020-12	H5N8	NA	NA	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	Asia / China / NA / NA / NA	2020-12	profile002	galliformes	103.513718494908	36.6848135465548
H5N8.2344b.EPI_ISL_5095650.galliformes.germany.1.2021-01-30	H5N8	2021-01-30	2021.08	2021-01-01	western europe	germany	deu	51.0533277435649	10.373650933319	brandenburg	de.br	52.4686720071996	13.4043192497063	Europe / Germany / Brandenburg / Uckermark / NA	2021-01-30	profile002	galliformes	13.4043192497063	52.4686720071996
H5N8.2344b.EPI_ISL_5146171.galliformes.germany.1.2021-03-29	H5N8	2021-03-29	2021.24	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	baden-württemberg	de.bw	48.5335196122676	9.04442576424602	Europe / Germany / Baden-Wuerttemberg / Rottweil / NA	2021-03-29	profile002	galliformes	9.04442576424602	48.5335196122676
H5N8.2344b.EPI_ISL_5145613.galliformes.germany.1.2021-03-01	H5N8	2021-03-01	2021.16	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	bayern	de.by	48.9386109033625	11.4278546586472	Europe / Germany / Bavaria / WÃ¼rzburg / NA	2021-03-01	profile002	galliformes	11.4278546586472	48.9386109033625
H5N8.2344b.EPI_ISL_5143585.galliformes.germany.1.2021-03-26	H5N8	2021-03-26	2021.23	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	mecklenburg-vorpommern	de.mv	53.7551744161606	12.5509509363277	Europe / Germany / Mecklenburg-Vorpommern / Landkreis Rostock / NA	2021-03-26	profile002	galliformes	12.5509509363277	53.7551744161606
H5N8.2344b.EPI_ISL_5099474.galliformes.germany.1.2021-02-27	H5N8	2021-02-27	2021.16	2021-02-01	western europe	germany	deu	51.0533277435649	10.373650933319	niedersachsen	de.ni	52.7642105761026	9.16783937293005	Europe / Germany / Lower Saxony / Cloppenburg / NA	2021-02-27	profile002	galliformes	9.16783937293005	52.7642105761026
H5N8.2344b.EPI_ISL_5142451.galliformes.germany.1.2021-03-18	H5N8	2021-03-18	2021.21	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	nordrhein-westfalen	de.nw	51.4777551092159	7.5539349720828	Europe / Germany / North Rhine-Westphalia / Hochsauerlandkreis / NA	2021-03-18	profile002	galliformes	7.5539349720828	51.4777551092159
H5N8.2344b.EPI_ISL_5115967.galliformes.germany.1.2021-03-05	H5N8	2021-03-05	2021.17	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Vechta PlÃ¶n / NA	2021-03-05	profile002	galliformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_5143587.galliformes.germany.1.2021-03-24	H5N8	2021-03-24	2021.22	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	sachsen	de.sn	51.0528694457593	13.3447264729352	Europe / Germany / Saxony / Vogtlandkreis / NA	2021-03-24	profile002	galliformes	13.3447264729352	51.0528694457593
