tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_5260448.anseriformes.china.1.2021-03-19	H5N8	2021-03-19	2021.21	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-03-19	profile003	anseriformes	111.713471439142	27.5978523947888
H5N8.2344b.EPI_ISL_2685848.anseriformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei Province / NA / NA	2020-11-16	profile003	anseriformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_5260469.anseriformes.china.1.2021-01-26	H5N8	2021-01-26	2021.07	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu / NA / NA	2021-01-26	profile003	anseriformes	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_625671.anseriformes.china.1.2020-10-17	H5N8	2020-10-17	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner Mongolia Autonomous Region / NA / NA	2020-10-17	profile003	anseriformes	113.188484632426	44.083329648604
H5N8.2344b.EPI_ISL_14822357.anseriformes.china.1.2021-03-11	H5N8	2021-03-11	2021.19	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia Hui Autonomous Region / NA / NA	2021-03-11	profile003	anseriformes	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_1760448.anseriformes.china.1.2020-11-10	H5N8	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shaanxi	cn.sa	35.1531910315733	108.845281415025	Asia / China / Shaanxi Province / NA / NA	2020-11-10	profile003	anseriformes	108.845281415025	35.1531910315733
H5N8.2344b.EPI_ISL_7192735.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-01	profile003	anseriformes	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_5260461.anseriformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile003	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5260462.anseriformes.china.1.2020-11-10	H5N8	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi / NA / NA	2020-11-10	profile003	anseriformes	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_15435511.anseriformes.china.1.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	Asia / China / Yunnan Province / Huize Black-necked Crane National Nature Reserve, Yunnan Province,China / NA	2021-01-21	profile003	anseriformes	101.495556215566	24.9645779206387
H5N8.2344b.EPI_ISL_5260450.anseriformes.china.1.2021-03-09	H5N8	2021-03-09	2021.18	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-03-09	profile003	anseriformes	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_1080579.anseriformes.czechia.1.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern europe	czechia	cze	49.7450575142012	15.3371651897674	liberecký	cz.lk	50.7015712481419	14.9927241891218	Europe / Czech Republic / Liberecky Kraj / Okres Liberec / Prisovice, pond Velky pisecak, GPS: 50Â°3413.630N,	2021-02-14	profile003	anseriformes	14.9927241891218	50.7015712481419
H5N8.2344b.EPI_ISL_710508.anseriformes.united_kingdom.1.2020-10-30	H5N8	2020-10-30	2020.83	2020-10-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / Gloucestershire / NA / NA	2020-10-30	profile003	anseriformes	-2.78687513666638	54.0438440515314
H5N8.2344b.EPI_ISL_1041142.anseriformes.japan.1.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-23	profile003	anseriformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_978916.anseriformes.japan.1.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile003	anseriformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_1114725.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-16	profile003	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1081353.anseriformes.japan.1.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-14	profile003	anseriformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_17805905.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-01-16	profile003	anseriformes	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009685.anseriformes.south_korea.1.2020-12-30	H5N8	2020-12-30	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-30	profile003	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_1009710.anseriformes.south_korea.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-11-17	profile003	anseriformes	126.553618799527	33.3869876346889
H5N8.2344b.EPI_ISL_985184.anseriformes.south_korea.1.2020-12-08	H5N8	2020-12-08	2020.93	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-08	profile003	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009692.anseriformes.south_korea.1.2021-01-05	H5N8	2021-01-05	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-01-05	profile003	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985205.anseriformes.south_korea.1.2020-12-24	H5N8	2020-12-24	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-24	profile003	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009708.anseriformes.south_korea.1.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-15	profile003	anseriformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_1009694.anseriformes.south_korea.1.2021-01-09	H5N8	2021-01-09	2021.02	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2021-01-09	profile003	anseriformes	128.261669154089	35.3225325644814
H5N8.2344b.EPI_ISL_615072.anseriformes.kazakhstan.1.2020-09-25	H5N8	2020-09-25	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	qostanay	kz.qs	51.5322283786231	64.0853293002361	Asia / Kazakhstan / Kostanay / NA / NA	2020-09-25	profile003	anseriformes	64.0853293002361	51.5322283786231
H5N8.2344b.EPI_ISL_2111625.anseriformes.poland.1.2021-02-15	H5N8	2021-02-15	2021.12	2021-02-01	eastern europe	poland	pol	52.1141994014432	19.4236724631525	pomorskie	na	54.1541828653429	17.9878737941344	Europe / Poland / Pomeranian Voivodeship / Puck Bay (WÅ‚adysÅ‚awowo) / (WÅ‚adysÅ‚awowo)	2021-02-15	profile003	anseriformes	17.9878737941344	54.1541828653429
H5N8.2344b.EPI_ISL_739684.anseriformes.russia.1.2020-09-15	H5N8	2020-09-15	2020.7	2020-09-01	central asia	russia	rus	66.0376616061812	95.7970903417469	novosibirsk	ru.ns	55.2762232202593	79.7845914423443	Europe / Russia / Novosibirsk region / NA / NA	2020-09-15	profile003	anseriformes	79.7845914423443	55.2762232202593
H5N8.2344b.EPI_ISL_644132.anseriformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile003	anseriformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_668457.anseriformes.sweden.1.2020-11-12	H5N8	2020-11-12	2020.86	2020-11-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	skåne	se.sn	55.9474024317265	13.595146733816	Europe / Sweden / Skane Lan / Lunds Kommun / NA	2020-11-12	profile003	anseriformes	13.595146733816	55.9474024317265
H5N8.2344b.EPI_ISL_1665263.anseriformes.slovenia.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	southern europe	slovenia	svn	46.124137393352	14.813678667363	NA	NA	NA	NA	Europe / Slovenia / NA / NA / NA	2020-11-17	profile003	anseriformes	14.813678667363	46.124137393352
H5N8.2344b.EPI_ISL_5865695.anseriformes.united_states.1.2020-09-29	H5N8	2020-09-29	2020.74	2020-09-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-09-29	profile003	anseriformes	-83.4405725551842	32.6403385373358
H5N8.2344b.EPI_ISL_7381183.anseriformes.china.279.2021-04	H5N8	NA	NA	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong Province / NA / NA	2021-04	profile003	anseriformes	118.136153809721	36.3536638777003
H5N3.2344b.EPI_ISL_5863749.anseriformes.united_states.289.2020-10-20	H5N3	2020-10-20	2020.8	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-20	profile003	anseriformes	-83.4405725551842	32.6403385373358
H5N8.NA.EPI_ISL_14840034.anseriformes.china.NA.2021-01-15	H5N8	2021-01-15	2021.04	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2021-01-15	profileNA	anseriformes	113.614527263456	33.8761853651454
H5N8.NA.EPI_ISL_14823421.anseriformes.china.NA.2021-01-27	H5N8	2021-01-27	2021.07	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	NA	2021-01-27	profileNA	anseriformes	112.277189482252	30.9806813015582
H5N8.NA.EPI_ISL_14819899.anseriformes.china.NA.2021-03-09	H5N8	2021-03-09	2021.18	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	NA	2021-03-09	profileNA	anseriformes	106.161545856493	37.2602231520297
H5N8.NA.EPI_ISL_14822451.anseriformes.china.NA.2021-03-12	H5N8	2021-03-12	2021.19	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	NA	2021-03-12	profileNA	anseriformes	88.2546629070738	31.7354796576819
H5N8.NA.EPI_ISL_15433349.anseriformes.china.NA.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	NA	2021-01-21	profile003	anseriformes	101.495556215566	24.9645779206387
H5N8.NA.EPI_ISL_683752.anseriformes.italy.NA.2020-11-21	H5N8	2020-11-21	2020.89	2020-11-01	southern europe	italy	ita	42.7080607219025	12.208345049127	NA	NA	NA	NA	NA	2020-11-21	profileNA	anseriformes	12.208345049127	42.7080607219025
H5N8.NA.EPI_ISL_17086338.anseriformes.japan.NA.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-01-21	profileNA	anseriformes	140.198261340312	35.5094511865639
H5N8.NA.EPI_ISL_15613488.anseriformes.japan.NA.2021-01-24	H5N8	2021-01-24	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	NA	2021-01-24	profile003	anseriformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_5260465.pelecaniformes.china.1.2021-01-26	H5N8	2021-01-26	2021.07	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu / NA / NA	2021-01-26	profile003	pelecaniformes	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_16718465.gruiformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-01-16	profile003	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1038924.na.russia.1.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	astrakhan'	ru.as	47.1064465901659	47.3587677312838	Europe / Russia / Astrakhan Oblast / NA / NA	2020-12-12	profile003	na	47.3587677312838	47.1064465901659
H5N8.2344b.EPI_ISL_2713314.charadriiformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei Province / NA / NA	2020-11-16	profile003	charadriiformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_5260416.charadriiformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile003	charadriiformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_3128523.pelecaniformes.greece.1.2021-03-22	H5N8	2021-03-22	2021.22	2021-03-01	southern europe	greece	grc	39.0148672656421	22.9963034984317	macedonia and thrace	gr.mh	40.9283505289806	23.8878976832222	Europe / Greece / Serres / NA / NA	2021-03-22	profile003	pelecaniformes	23.8878976832222	40.9283505289806
H5N8.2344b.EPI_ISL_china_2.galliformes.china.1.2021-05-31	H5N8	2021-05-31	2021.41	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2021-05-31	profile003	galliformes	117.235219497068	31.8128943962267
H5N8.2344b.EPI_ISL_7381026.galliformes.china.1.2021-03	H5N8	NA	NA	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	liaoning	cn.ln	41.2987124958383	122.600275282862	Asia / China / Liaoning Province / NA / NA	2021-03	profile003	galliformes	122.600275282862	41.2987124958383
H5N8.2344b.EPI_ISL_1399235.galliformes.czechia.1.2021-03-06	H5N8	2021-03-06	2021.18	2021-03-01	eastern europe	czechia	cze	49.7450575142012	15.3371651897674	středočeský	cz.sk	49.9969098943343	14.5545810187162	Europe / Czech Republic / Stredocesky Kraj / Okres Mlada Boleslav / Brezno	2021-03-06	profile003	galliformes	14.5545810187162	49.9969098943343
H5N8.2344b.EPI_ISL_978891.galliformes.japan.1.2021-02-03	H5N8	2021-02-03	2021.09	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-02-03	profile003	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_978905.galliformes.japan.1.2021-01-30	H5N8	2021-01-30	2021.08	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2021-01-30	profile003	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_1009688.galliformes.south_korea.1.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-01-01	profile003	galliformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_985206.galliformes.south_korea.1.2020-12-25	H5N8	2020-12-25	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-25	profile003	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009687.galliformes.south_korea.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-31	profile003	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_1009680.galliformes.south_korea.1.2020-12-28	H5N8	2020-12-28	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-28	profile003	galliformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_2932616.galliformes.kazakhstan.1.2020-09-19	H5N8	2020-09-19	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / Akzhar district, Talshyk, Kazanskoe village / NA	2020-09-19	profile003	galliformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_1114745.galliformes.italy.1.2020-10-17	H5N8	2020-10-17	2020.79	2020-10-01	southern europe	italy	ita	42.7080607219025	12.208345049127	lazio	na	41.979336323661	12.7721450906831	Europe / Russia / Kostroma Oblast / Kostroma / NA	2020-10-17	profile003	galliformes	12.7721450906831	41.979336323661
H5N8.2344b.EPI_ISL_1185026.galliformes.russia.1.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	astrakhan'	ru.as	47.1064465901659	47.3587677312838	Europe / Russia / Astrakhan Oblast / NA / NA	2020-12-07	profile003	galliformes	47.3587677312838	47.1064465901659
H5N8.2344b.EPI_ISL_644154.galliformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile003	galliformes	73.3669499849514	56.0596108837778
H5N8.NA.EPI_ISL_18012466.galliformes.china.NA.2021-11-09	H5N8	2021-11-09	2021.85	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	NA	2021-11-09	profileNA	galliformes	116.100714730353	39.5182972347816
H5N8.NA.EPI_ISL_17086349.galliformes.japan.NA.2021-02-08	H5N8	2021-02-08	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	NA	2021-02-08	profileNA	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_5260466.podicipediformes.china.1.2021-02-22	H5N8	2021-02-22	2021.14	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-02-22	profile003	podicipediformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_14770164.gruiformes.china.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / NA / NA / NA	2020-12-31	profile003	gruiformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_1939617.strigiformes.china.1.2020-11-11	H5N8	2020-11-11	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-11	profile003	strigiformes	113.614527263456	33.8761853651454
H5N8.NA.EPI_ISL_17086355.environment.japan.NA.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nagano	jp.nn	36.1299846593869	138.044001511612	NA	2021-02-14	profileNA	environment	138.044001511612	36.1299846593869
H5N8.2344b.EPI_ISL_1009707.na.south_korea.1.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-14	profile003	na	127.830446360213	36.737850075983
H5N8.NA.EPI_ISL_14778363.na.china.NA.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2020-11-25	profileNA	na	103.513718494908	36.6848135465548
H5N8.2344b.EPI_ISL_2932619.anseriformes.kazakhstan.1.2020-09-23	H5N8	2020-09-23	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	aqmola	kz.am	51.7623557428944	69.9739209295215	Asia / Kazakhstan / Akmola / Birzhan sal district, Baymyrza, Shoshkaly lake / NA	2020-09-23	profile003	anseriformes	69.9739209295215	51.7623557428944
H5N8.2344b.EPI_ISL_615073.anseriformes.kazakhstan.1.2020-09-19	H5N8	2020-09-19	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / NA / NA	2020-09-19	profile003	anseriformes	69.2722074369824	53.8421826489217
