tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_7778767.anseriformes.finland.1.2021-08-01	H5N8	2021-08-01	2021.58	2021-08-01	northern europe	finland	fin	64.2398144022788	26.1623842060791	NA	NA	NA	NA	Europe / Finland / NA / NA / NA	2021-08-01	profile001	anseriformes	26.1623842060791	64.2398144022788
H5N8.2344b.EPI_ISL_2234812.anseriformes.france.1.2021-01-27	H5N8	2021-01-27	2021.07	2021-01-01	western europe	france	fra	46.5103009447381	2.5780749353201	auvergne-rhône-alpes	fr.ar	45.5190780558984	4.54715006428513	Europe / Spain / NA / NA / NA	2021-01-27	profile001	anseriformes	4.54715006428513	45.5190780558984
H5N8.2344b.EPI_ISL_11402745.anseriformes.united_kingdom.1.2020-11-12	H5N8	2020-11-12	2020.86	2020-11-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / Northern Ireland / NA / NA	2020-11-12	profile001	anseriformes	-2.78687513666638	54.0438440515314
H5N8.2344b.EPI_ISL_1041151.anseriformes.japan.1.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-23	profile001	anseriformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_978916.anseriformes.japan.1.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile001	anseriformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_1114725.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-16	profile001	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_1081353.anseriformes.japan.1.2021-02-14	H5N8	2021-02-14	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-14	profile001	anseriformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_17805905.anseriformes.japan.1.2021-01-16	H5N8	2021-01-16	2021.04	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-01-16	profile001	anseriformes	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009685.anseriformes.south_korea.1.2020-12-30	H5N8	2020-12-30	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-30	profile001	anseriformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_1009710.anseriformes.south_korea.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeju	kr.cj	33.3869876346889	126.553618799527	Asia / Korea / JJ / NA / NA	2020-11-17	profile001	anseriformes	126.553618799527	33.3869876346889
H5N8.2344b.EPI_ISL_985187.anseriformes.south_korea.1.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-10	profile001	anseriformes	126.897223705092	34.8733358026855
H5N8.2344b.EPI_ISL_1009692.anseriformes.south_korea.1.2021-01-05	H5N8	2021-01-05	2021.01	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-01-05	profile001	anseriformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_985205.anseriformes.south_korea.1.2020-12-24	H5N8	2020-12-24	2020.98	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-24	profile001	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009698.anseriformes.south_korea.1.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-11-25	profile001	anseriformes	127.181023197189	37.5315346337798
H5N8.2344b.EPI_ISL_1009694.anseriformes.south_korea.1.2021-01-09	H5N8	2021-01-09	2021.02	2021-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangnam-do	kr.kn	35.3225325644814	128.261669154089	Asia / Korea / GN / NA / NA	2021-01-09	profile001	anseriformes	128.261669154089	35.3225325644814
H5N8.2344b.EPI_ISL_2932600.anseriformes.kazakhstan.1.2020-09-01	H5N8	2020-09-01	2020.67	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	almaty	kz.aa	44.9554808695858	77.9603747475348	Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA	2020-09-01	profile001	anseriformes	77.9603747475348	44.9554808695858
H5N8.2344b.EPI_ISL_614401.anseriformes.kazakhstan.1.2020-09-23	H5N8	2020-09-23	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	aqmola	kz.am	51.7623557428944	69.9739209295215	Asia / Kazakhstan / Akmola / NA / NA	2020-09-23	profile001	anseriformes	69.9739209295215	51.7623557428944
H5N8.2344b.EPI_ISL_2932612.anseriformes.kazakhstan.1.2020-09-22	H5N8	2020-09-22	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	north kazakhstan	kz.nk	53.8421826489217	69.2722074369824	Asia / Kazakhstan / North Kazakhstan / Ayyrtausky district, Arykbalyk, Agymtai batyr village / NA	2020-09-22	profile001	anseriformes	69.2722074369824	53.8421826489217
H5N8.2344b.EPI_ISL_615072.anseriformes.kazakhstan.1.2020-09-25	H5N8	2020-09-25	2020.73	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	qostanay	kz.qs	51.5322283786231	64.0853293002361	Asia / Kazakhstan / Kostanay / NA / NA	2020-09-25	profile001	anseriformes	64.0853293002361	51.5322283786231
H5N8.2344b.EPI_ISL_1719912.anseriformes.lithuania.1.2021-03-19	H5N8	2021-03-19	2021.21	2021-03-01	northern europe	lithuania	ltu	55.332528278146	23.9147651507013	vilniaus	lt.vi	54.8294557942269	25.2490386107757	Europe / Lithuania / Vilnius / NA / NA	2021-03-19	profile001	anseriformes	25.2490386107757	54.8294557942269
H5N8.2344b.EPI_ISL_7622619.anseriformes.belgium.1.2020-12-03	H5N8	2020-12-03	2020.92	2020-12-01	western europe	belgium	bel	50.64017310615	4.66939027974939	vlaanderen	na	51.0391095671615	4.2420548599892	Europe / Belgium / Provincie West-Vlaanderen / Brugge and Zwin / NA	2020-12-03	profile001	anseriformes	4.2420548599892	51.0391095671615
H5N8.2344b.EPI_ISL_2175628.anseriformes.netherlands.1.2021-01-04	H5N8	2021-01-04	2021.01	2021-01-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	gelderland	nl.ge	52.0617180422494	5.94466833784019	Europe / Netherlands / Provincie Groningen / Niehoeve / NA	2021-01-04	profile001	anseriformes	5.94466833784019	52.0617180422494
H5N8.2344b.EPI_ISL_1114754.anseriformes.netherlands.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	western europe	netherlands	nld	52.2573048104135	5.56251311224367	noord-brabant	nl.nb	51.5616727876811	5.19541346074046	Europe / Russia / Republic of North Ossetia?Alania / ?Alania / ?Alania	2020-12-31	profile001	anseriformes	5.19541346074046	51.5616727876811
H5N8.2344b.EPI_ISL_7778779.anseriformes.norway.1.2021-07-01	H5N8	2021-07-01	2021.5	2021-07-01	northern europe	norway	nor	63.9836330810339	12.3044196327525	NA	NA	NA	NA	Europe / Norway / NA / NA / NA	2021-07-01	profile001	anseriformes	12.3044196327525	63.9836330810339
H5N8.2344b.EPI_ISL_654839.anseriformes.russia.1.2020-08-27	H5N8	2020-08-27	2020.65	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	kurgan	ru.ku	55.4734051858522	64.8219230597649	Europe / Russia / Kurgan region / NA / NA	2020-08-27	profile001	anseriformes	64.8219230597649	55.4734051858522
H5N8.2344b.EPI_ISL_644127.anseriformes.russia.1.2020-08-17	H5N8	2020-08-17	2020.63	2020-08-01	central asia	russia	rus	66.0376616061812	95.7970903417469	omsk	ru.om	56.0596108837778	73.3669499849514	Europe / Russia / Omsk Oblast / Omsk / NA	2020-08-17	profile001	anseriformes	73.3669499849514	56.0596108837778
H5N8.2344b.EPI_ISL_654824.anseriformes.russia.1.2020-09-15	H5N8	2020-09-15	2020.7	2020-09-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	saratov	ru.sr	51.5994582882348	46.8369479833559	Europe / Russia / Saratov Oblast / Saratov / NA	2020-09-15	profile001	anseriformes	46.8369479833559	51.5994582882348
H5N8.2344b.EPI_ISL_1095365.anseriformes.sweden.1.2021-02-07	H5N8	2021-02-07	2021.1	2021-02-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	blekinge	se.bl	56.2754954629495	15.2029498652564	Europe / Sweden / Blekinge Lan / Solvesborgs Kommun / NA	2021-02-07	profile001	anseriformes	15.2029498652564	56.2754954629495
H5N8.2344b.EPI_ISL_3319859.anseriformes.sweden.1.2021-07-19	H5N8	2021-07-19	2021.55	2021-07-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	gotland	se.gt	57.5128828372686	18.541723046906	Europe / Sweden / Gotlands Lan / Gotlands Kommun / NA	2021-07-19	profile001	anseriformes	18.541723046906	57.5128828372686
H5N8.2344b.EPI_ISL_3128152.anseriformes.sweden.1.2021-03-25	H5N8	2021-03-25	2021.23	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	dalarna	se.ko	60.9480775654018	14.3747945686103	Europe / Sweden / Dalarnas Lan / Leksands Kommun / NA	2021-03-25	profile001	anseriformes	14.3747945686103	60.9480775654018
H5N8.2344b.EPI_ISL_3950066.anseriformes.sweden.1.2021-08-26	H5N8	2021-08-26	2021.65	2021-08-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	södermanland	se.sd	59.0743595934023	16.6929745153277	Europe / Sweden / Sodermanlands Lan / Nykopings Kommun / NA	2021-08-26	profile001	anseriformes	16.6929745153277	59.0743595934023
H5N8.2344b.EPI_ISL_3314946.anseriformes.sweden.1.2021-03-17	H5N8	2021-03-17	2021.21	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	skåne	se.sn	55.9474024317265	13.595146733816	Europe / Sweden / Skane Lan / NA / NA	2021-03-17	profile001	anseriformes	13.595146733816	55.9474024317265
H5N8.2344b.EPI_ISL_3128522.anseriformes.sweden.1.2021-04-06	H5N8	2021-04-06	2021.26	2021-04-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	västra götaland	se.vg	58.2955067014075	12.8595382920252	Europe / Sweden / Vastra Gotalands Lan / Hjo Kommun / NA	2021-04-06	profile001	anseriformes	12.8595382920252	58.2955067014075
H5N8.2344b.EPI_ISL_1665263.anseriformes.slovenia.1.2020-11-17	H5N8	2020-11-17	2020.88	2020-11-01	southern europe	slovenia	svn	46.124137393352	14.813678667363	NA	NA	NA	NA	Europe / Slovenia / NA / NA / NA	2020-11-17	profile001	anseriformes	14.813678667363	46.124137393352
H5N8.2344b.EPI_ISL_5863641.anseriformes.united_states.1.2020-10-09	H5N8	2020-10-09	2020.77	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-09	profile001	anseriformes	-83.4405725551842	32.6403385373358
H5N1.2344b.EPI_ISL_12572655.anseriformes.china.22.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-12-08	profile001	anseriformes	113.398153372919	23.33624359406
H5N1.2344b.EPI_ISL_12572656.anseriformes.china.22.2022-02-22	H5N1	2022-02-22	2022.14	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guizhou	cn.gz	26.8128279303549	106.867407716617	Asia / China / Guizhou / NA / NA	2022-02-22	profile001	anseriformes	106.867407716617	26.8128279303549
H5N1.2344b.EPI_ISL_china_20230847.anseriformes.china.22.2021-12-02	H5N1	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-12-02	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.2344b.EPI_ISL_12572659.anseriformes.china.22.2022-01-10	H5N1	2022-01-10	2022.02	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2022-01-10	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_china_20230834.anseriformes.china.22.2021-10-10	H5N1	2021-10-10	2021.77	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner_Mongolia / _Mongolia / _Mongolia	2021-10-10	profile001	anseriformes	113.188484632426	44.083329648604
H5N1.2344b.EPI_ISL_17606844.anseriformes.south_korea.22.2022-01-25	H5N1	2022-01-25	2022.07	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-01-25	profile001	anseriformes	127.140659781938	35.7159281817874
