tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N1.NA.EPI_ISL_18373243.anseriformes.south_korea.NA.2022-02-15	H5N1	2022-02-15	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-15	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373246.pelecaniformes.south_korea.NA.2022-02-15	H5N1	2022-02-15	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-02-15	profile001	pelecaniformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_6829533.galliformes.japan.22.2021-11-12	H5N1	2021-11-12	2021.86	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-11-12	profile004	galliformes	130.419711465505	30.9949222722596
H5N1.2344b.EPI_ISL_17606826.galliformes.south_korea.22.2021-12-05	H5N1	2021-12-05	2021.93	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-05	profile004	galliformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606860.galliformes.south_korea.22.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2022-02-12	profile004	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_17606856.galliformes.south_korea.22.2022-02-08	H5N1	2022-02-08	2022.1	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2022-02-08	profile004	galliformes	126.847825775926	36.5298116066164
H5N1.2344b.EPI_ISL_17606841.galliformes.south_korea.22.2022-01-21	H5N1	2022-01-21	2022.05	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2022-01-21	profile004	galliformes	127.181023197189	37.5315346337798
H5N1.2344b.EPI_ISL_17606835.galliformes.south_korea.22.2021-12-23	H5N1	2021-12-23	2021.98	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	sejong	kr.sj	36.5605294196904	127.258813990513	Asia / Korea / SJ / NA / NA	2021-12-23	profile004	galliformes	127.258813990513	36.5605294196904
H5N1.NA.EPI_ISL_15063426.galliformes.japan.NA.2021-12-12	H5N1	2021-12-12	2021.95	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	aomori	jp.ao	40.7809617343859	140.828641268451	NA	2021-12-12	profile001	galliformes	140.828641268451	40.7809617343859
H5N1.NA.EPI_ISL_15063427.galliformes.japan.NA.2021-12-30	H5N1	2021-12-30	2021.99	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ehime	jp.eh	33.6241552530827	132.855377949405	NA	2021-12-30	profile001	galliformes	132.855377949405	33.6241552530827
H5N1.NA.EPI_ISL_15063423.galliformes.japan.NA.2021-11-17	H5N1	2021-11-17	2021.88	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	NA	2021-11-17	profile001	galliformes	134.828550655208	35.0390049694389
H5N1.NA.EPI_ISL_15063429.galliformes.japan.NA.2021-11-13	H5N1	2021-11-13	2021.87	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	NA	2021-11-13	profile001	galliformes	130.419711465505	30.9949222722596
H5N1.NA.EPI_ISL_15063425.galliformes.japan.NA.2021-12-07	H5N1	2021-12-07	2021.93	2021-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	saitama	jp.st	35.9972673234424	139.347759410476	NA	2021-12-07	profile001	galliformes	139.347759410476	35.9972673234424
H5N1.NA.EPI_ISL_16831299.galliformes.japan.NA.2022-04-19	H5N1	2022-04-19	2022.3	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-04-19	profile001	galliformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_14886675.anseriformes.bangladesh.19.2021-12-19	H5N1	2021-12-19	2021.96	2021-12-01	southern asia	bangladesh	bgd	23.8299093538119	90.2865403636969	NA	NA	NA	NA	Asia / Bangladesh / NA / NA / NA	2021-12-19	profile001	anseriformes	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_15843373.accipitriformes.canada.2.2022-02-03	H5N1	2022-02-03	2022.09	2022-02-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-02-03	profile001	accipitriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_11330431.accipitriformes.japan.2.2022-01-02	H5N1	2022-01-02	2022	2022-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Tomamae town / NA	2022-01-02	profile001	accipitriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_16698546.accipitriformes.japan.2.2022-10-21	H5N1	2022-10-21	2022.8	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Hokkaido / Seirou / NA	2022-10-21	profile001	accipitriformes	138.914818034069	37.5201743528051
H5N1.2344b.EPI_ISL_17964877.accipitriformes.united_states.2.2023-02-14	H5N1	2023-02-14	2023.12	2023-02-01	northern america	united states	usa	44.75294654392	-103.651025114044	california	us.ca	37.1829246180653	-119.469343089956	North America / United States / California / Sonoma County / NA	2023-02-14	profile001	accipitriformes	-119.469343089956	37.1829246180653
H5N1.NA.EPI_ISL_18132953.accipitriformes.united_states.NA.2022-04-27	H5N1	2022-04-27	2022.32	2022-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	NA	2022-04-27	profile001	accipitriformes	-152.396756538795	63.9513927980493
H5N1.2344b.EPI_ISL_china_20230832.anseriformes.china.2.2021-10-20	H5N1	2021-10-20	2021.8	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia / NA / NA	2021-10-20	profile001	anseriformes	106.161545856493	37.2602231520297
H5N1.NA.EPI_ISL_8568483.anseriformes.croatia.NA.2021-11-22	H5N1	2021-11-22	2021.89	2021-11-01	southern europe	croatia	hrv	45.0210446789036	16.3887129948206	NA	NA	NA	NA	NA	2021-11-22	profile001	anseriformes	16.3887129948206	45.0210446789036
H5N1.NA.EPI_ISL_18066451.anseriformes.japan.NA.2023-02-09	H5N1	2023-02-09	2023.11	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	NA	2023-02-09	profile001	anseriformes	139.818920628006	36.6894768729176
H5N1.NA.EPI_ISL_16831077.anseriformes.japan.NA.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-02-12	profile001	anseriformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_12174842.carnivora.japan.2.2022-03-31	H5N1	2022-03-31	2022.24	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo city / NA	2022-03-31	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17260669.carnivora.united_states.2.2022-05-10	H5N1	2022-05-10	2022.35	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	North America / United States / Alaska / Aleutians West Census Area / NA	2022-05-10	profile001	carnivora	-152.396756538795	63.9513927980493
H5N1.2344b.EPI_ISL_17766057.carnivora.japan.15.2023-04-12	H5N1	2023-04-12	2023.28	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2023-04-12	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_17857959.carnivora.japan.NA.2023-02-20	H5N1	2023-02-20	2023.14	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-02-20	profile001	carnivora	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_15072539.casuariiformes.japan.2.2022-04-16	H5N1	2022-04-16	2022.29	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Abashiri / NA	2022-04-16	profile001	casuariiformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831664.casuariiformes.japan.NA.2022-05-12	H5N1	2022-05-12	2022.36	2022-05-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-05-12	profile001	casuariiformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_12174843.passeriformes.japan.2.2022-03-29	H5N1	2022-03-29	2022.24	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo city / NA	2022-03-29	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.2344b.EPI_ISL_17317373.passeriformes.japan.15.2022-12-19	H5N1	2022-12-19	2022.96	2022-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / Sapporo / NA	2022-12-19	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_18066453.passeriformes.japan.NA.2023-02-17	H5N1	2023-02-17	2023.13	2023-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	NA	2023-02-17	profile001	passeriformes	130.666678342289	33.5256575241002
H5N1.NA.EPI_ISL_18007230.passeriformes.japan.NA.2023-04-18	H5N1	2023-04-18	2023.29	2023-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	NA	2023-04-18	profile001	passeriformes	142.542521870972	43.3824165431654
H5N1.NA.EPI_ISL_16831140.passeriformes.japan.NA.2022-04-09	H5N1	2022-04-09	2022.27	2022-04-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-04-09	profile001	passeriformes	137.574137168765	37.3996665395305
H5N1.NA.EPI_ISL_17964883.passeriformes.united_states.NA.2023-02-21	H5N1	2023-02-21	2023.14	2023-02-01	northern america	united states	usa	44.75294654392	-103.651025114044	oregon	us.or	43.9359843262991	-120.560036934188	NA	2023-02-21	profile001	passeriformes	-120.560036934188	43.9359843262991
H5N1.2344b.EPI_ISL_17964935.charadriiformes.united_states.2.2023-04-07	H5N1	2023-04-07	2023.26	2023-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	california	us.ca	37.1829246180653	-119.469343089956	North America / United States / California / San Luis Obispo County / NA	2023-04-07	profile001	charadriiformes	-119.469343089956	37.1829246180653
H5N1.2344b.EPI_ISL_17964979.galliformes.united_states.2.2023-05-24	H5N1	2023-05-24	2023.39	2023-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	california	us.ca	37.1829246180653	-119.469343089956	North America / United States / California / Monterey County / NA	2023-05-24	profile001	galliformes	-119.469343089956	37.1829246180653
H5N1.NA.EPI_ISL_16831319.galliformes.japan.NA.2022-03-25	H5N1	2022-03-25	2022.23	2022-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	NA	2022-03-25	profile001	galliformes	140.92583944453	38.446036231103
H5N1.NA.EPI_ISL_16831310.galliformes.japan.NA.2022-02-12	H5N1	2022-02-12	2022.12	2022-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	NA	2022-02-12	profile001	galliformes	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_17964940.charadriiformes.united_states.2.2023-04-13	H5N1	2023-04-13	2023.28	2023-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	oregon	us.or	43.9359843262991	-120.560036934188	North America / United States / Oregon / Coos County / NA	2023-04-13	profile001	charadriiformes	-120.560036934188	43.9359843262991
H5N1.2344b.EPI_ISL_china_20230817.anseriformes.china.19.2021-11-16	H5N1	2021-11-16	2021.87	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-16	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.NA.EPI_ISL_11633707.anseriformes.china.NA.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	NA	2021-12-20	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572657.anseriformes.china.110.2021-11-27	H5N1	2021-11-27	2021.9	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-27	profile026	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_12572660.anseriformes.china.110.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-08	profile026	anseriformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572663.columbiformes.china.110.2021-12-08	H5N1	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-08	profile026	columbiformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572652.galliformes.china.110.2022-03-03	H5N1	2022-03-03	2022.17	2022-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui / NA / NA	2022-03-03	profile026	galliformes	117.235219497068	31.8128943962267
H5N1.2344b.EPI_ISL_12572653.galliformes.china.110.2021-12-07	H5N1	2021-12-07	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-12-07	profile026	galliformes	115.709570895796	27.6016362656629
H5N1.2344b.EPI_ISL_12572661.anseriformes.china.22.2022-02-22	H5N1	2022-02-22	2022.14	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guizhou	cn.gz	26.8128279303549	106.867407716617	Asia / China / Guizhou / NA / NA	2022-02-22	profile004	anseriformes	106.867407716617	26.8128279303549
H5N1.2344b.EPI_ISL_15647834.anseriformes.south_korea.19.2022-10-17	H5N1	2022-10-17	2022.79	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-17	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18284464.galliformes.japan.NA.2022-11-04	H5N1	2022-11-04	2022.84	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	NA	2022-11-04	profile001	galliformes	140.318971903473	36.3027610877484
H5N1.NA.EPI_ISL_17051368.accipitriformes.canada.NA.2022-06-17	H5N1	2022-06-17	2022.46	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-06-17	profile001	accipitriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16183656.anseriformes.canada.9.2022-04-27	H5N1	2022-04-27	2022.32	2022-04-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / North America / NA / NA / NA	2022-04-27	profile001	anseriformes	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_15647835.anseriformes.south_korea.9.2022-10-19	H5N1	2022-10-19	2022.8	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-19	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_16243926.anseriformes.united_states.9.2022-05-16	H5N1	2022-05-16	2022.37	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Canyon County / NA	2022-05-16	profile001	anseriformes	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_16297361.anseriformes.united_states.9.2022-10-11	H5N1	2022-10-11	2022.78	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	oklahoma	us.ok	35.5885677024552	-97.4929108164984	North America / United States / Oklahoma / Payne County / NA	2022-10-11	profile001	anseriformes	-97.4929108164984	35.5885677024552
H5N1.2344b.EPI_ISL_17424639.anseriformes.united_states.9.2022-10-01	H5N1	2022-10-01	2022.75	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	texas	us.tx	31.4721370523578	-99.3297472206491	North America / United States / Texas / NA / NA	2022-10-01	profile001	anseriformes	-99.3297472206491	31.4721370523578
H5N1.NA.EPI_ISL_17051351.anseriformes.canada.NA.2022-05-31	H5N1	2022-05-31	2022.41	2022-05-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-05-31	profile001	anseriformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_18132572.anseriformes.united_states.NA.2022-04-27	H5N1	2022-04-27	2022.32	2022-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	NA	2022-04-27	profile001	anseriformes	-152.396756538795	63.9513927980493
H5N1.NA.EPI_ISL_18132418.anseriformes.united_states.NA.2022-04-14	H5N1	2022-04-14	2022.28	2022-04-01	northern america	united states	usa	44.75294654392	-103.651025114044	minnesota	us.mn	46.3193148536411	-94.1968042401401	NA	2022-04-14	profile001	anseriformes	-94.1968042401401	46.3193148536411
H5N1.NA.EPI_ISL_17051432.pelecaniformes.canada.NA.2022-11-28	H5N1	2022-11-28	2022.91	2022-11-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-11-28	profile001	pelecaniformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17260681.carnivora.united_states.9.2022-06-15	H5N1	2022-06-15	2022.45	2022-06-01	northern america	united states	usa	44.75294654392	-103.651025114044	alaska	us.ak	63.9513927980493	-152.396756538795	North America / United States / Alaska / Nome Census Area / NA	2022-06-15	profile001	carnivora	-152.396756538795	63.9513927980493
H5N1.NA.EPI_ISL_17051471.passeriformes.canada.NA.2022-12-30	H5N1	2022-12-30	2022.99	2022-12-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-12-30	profile001	passeriformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16023376.carnivora.canada.9.2022-05-31	H5N1	2022-05-31	2022.41	2022-05-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-05-31	profile001	carnivora	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17051341.pelecaniformes.canada.9.2022-06-02	H5N1	2022-06-02	2022.42	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-06-02	profile001	pelecaniformes	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051342.pelecaniformes.canada.NA.2022-06-02	H5N1	2022-06-02	2022.42	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	NA	2022-06-02	profile001	pelecaniformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16183504.galliformes.canada.9.2022-05-16	H5N1	2022-05-16	2022.37	2022-05-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-05-16	profile001	galliformes	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_17051363.galliformes.canada.9.2022-06-15	H5N1	2022-06-15	2022.45	2022-06-01	northern america	canada	can	60.4247452861293	-96.5129185126773	british columbia	ca.bc	54.5586208852996	-124.37263203826	North America / Canada / British Columbia / NA / NA	2022-06-15	profile001	galliformes	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_16297328.galliformes.united_states.9.2022-10-18	H5N1	2022-10-18	2022.79	2022-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	colorado	us.co	38.9977049752839	-105.547739783632	North America / United States / Colorado / Jefferson County / NA	2022-10-18	profile001	galliformes	-105.547739783632	38.9977049752839
H5N1.2344b.EPI_ISL_16244014.galliformes.united_states.9.2022-05-17	H5N1	2022-05-17	2022.37	2022-05-01	northern america	united states	usa	44.75294654392	-103.651025114044	idaho	us.id	44.3508979602385	-114.612704502938	North America / United States / Idaho / Canyon County / NA	2022-05-17	profile001	galliformes	-114.612704502938	44.3508979602385
H5N1.2344b.EPI_ISL_16189912.strigiformes.canada.9.2022-04-28	H5N1	2022-04-28	2022.32	2022-04-01	northern america	canada	can	60.4247452861293	-96.5129185126773	alberta	ca.ab	54.9859148218572	-114.405475342745	North America / Canada / Alberta / NA / NA	2022-04-28	profile001	strigiformes	-114.405475342745	54.9859148218572
H5N1.NA.EPI_ISL_18066455.accipitriformes.japan.NA.2023-01-07	H5N1	2023-01-07	2023.02	2023-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shizuoka	jp.sz	35.0217368950931	138.336873302	NA	2023-01-07	profile001	accipitriformes	138.336873302	35.0217368950931
H5N1.2344b.EPI_ISL_16388458.anseriformes.japan.80.2022-11-23	H5N1	2022-11-23	2022.89	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	akita	jp.ak	39.7462736711545	140.408009328053	Asia / Japan / Akita / Odate city / NA	2022-11-23	profile001	anseriformes	140.408009328053	39.7462736711545
H5N1.2344b.EPI_ISL_17949987.anseriformes.japan.80.2022-11-26	H5N1	2022-11-26	2022.9	2022-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	toyama	jp.ty	36.6374969915777	137.269020761504	Asia / Japan / Toyama / Imizu / NA	2022-11-26	profile001	anseriformes	137.269020761504	36.6374969915777
H5N1.2344b.EPI_ISL_15647836.anseriformes.south_korea.80.2022-10-10	H5N1	2022-10-10	2022.77	2022-10-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	Asia / Korea / NA / NA / NA	2022-10-10	profile001	anseriformes	127.784630688405	36.341057964317
