tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N8.2344b.EPI_ISL_17414607.NA.nigeria.3_2_3_1_1_2_1_2.2021-02-26,H5N8,EPI_ISL_17414607,a/avian/nigeria/vrd-21-095_21rs744-78/2021,2021-02-26,2021.15,2021-02,2021,Aves,NA,NA,NA,aves,FALSE,wild,other,western africa,nigeria,nga,9.58907159716497,8.08769036750384,plateau,ng.pl,9.20979731798597,9.54756607799562,a,2021-08,3815,2344b,Africa / Nigeria / Plateau / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-26,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_17414659.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-05,H5N8,EPI_ISL_17414659,a/chicken/nigeria/vrd-21-38_21vir2288-3/2021,2021-02-05,2021.1,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,plateau,ng.pl,9.20979731798597,9.54756607799562,a,2021-05,3815,2344b,Africa / Nigeria / Plateau / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-05,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_17414660.galliformes.nigeria.3_2_3_1_1_2_1_2.2021-02-20,H5N8,EPI_ISL_17414660,a/chicken/nigeria/vrd-21-82_21vir2288-7/2021,2021-02-20,2021.14,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,plateau,ng.pl,9.20979731798597,9.54756607799562,a,2021-07,3815,2344b,Africa / Nigeria / Plateau / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-20,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_14901700.anseriformes.egypt.NA.2021-02-20,H5N8,EPI_ISL_14901700,A/duck/Egypt/Ismailia/2021,2021-02-20,2021.14,2021-02,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2021-07,3720,2344b,NA,NA,NA,NA,NA,NA,2021-02-20,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4069752.galliformes.egypt.NA.2019-02-21,H5N8,EPI_ISL_4069752,A/chicken/Egypt/N16730/2019,2019-02-21,2019.14,2019-02,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-08,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-21,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4069650.galliformes.egypt.NA.2019-02-21,H5N8,EPI_ISL_4069650,A/chicken/Egypt/N16732/2019,2019-02-21,2019.14,2019-02,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-08,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-21,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070945.galliformes.egypt.NA.2019-06-25,H5N8,EPI_ISL_4070945,A/chicken/Egypt/F17230A/2019,2019-06-25,2019.48,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-26,3720,2344b,NA,NA,NA,NA,NA,NA,2019-06-25,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070940.galliformes.egypt.NA.2019-06-25,H5N8,EPI_ISL_4070940,A/chicken/Egypt/F17230C/2019,2019-06-25,2019.48,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-26,3720,2344b,NA,NA,NA,NA,NA,NA,2019-06-25,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070935.columbiformes.egypt.NA.2019-02-27,H5N8,EPI_ISL_4070935,A/pigeon/Egypt/A16800/2019,2019-02-27,2019.16,2019-02,2019,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,TRUE,wild,other,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-09,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-27,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070847.galliformes.egypt.NA.2019-06-25,H5N8,EPI_ISL_4070847,A/chicken/Egypt/F17230B/2019,2019-06-25,2019.48,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-26,3720,2344b,NA,NA,NA,NA,NA,NA,2019-06-25,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070378.columbiformes.egypt.NA.2019-02-27,H5N8,EPI_ISL_4070378,A/pigeon/Egypt/A16805/2019,2019-02-27,2019.16,2019-02,2019,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,TRUE,wild,other,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-09,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-27,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4069778.anseriformes.egypt.NA.2019-02-27,H5N8,EPI_ISL_4069778,A/duck/Egypt/A16793/2019,2019-02-27,2019.16,2019-02,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-09,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-27,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_4070896.galliformes.egypt.NA.2019-06-25,H5N8,EPI_ISL_4070896,A/chicken/Egypt/F17230D/2019,2019-06-25,2019.48,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-26,3720,2344b,NA,NA,NA,NA,NA,NA,2019-06-25,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_6124146.columbiformes.egypt.NA.2019-02-27,H5N8,EPI_ISL_6124146,A/pigeon/Egypt/A16804/NA,2019-02-27,2019.16,2019-02,2019,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,TRUE,wild,other,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-09,3720,2344b,NA,NA,NA,NA,NA,NA,2019-02-27,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5143584.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-24,H5N8,EPI_ISL_5143584,A/chicken/Germany-BY/AI03544/2021,2021-03-24,2021.22,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,bayern,de.by,48.9386109033625,11.4278546586472,A,2021-12,702,2344b,Europe / Germany / Bavaria / Ebersberg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-24,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5143583.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-24,H5N8,EPI_ISL_5143583,A/chicken/Germany-TH/AI03513/2021,2021-03-24,2021.22,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,thüringen,de.th,50.9034036811626,11.0265393979066,A,2021-12,716,2344b,Europe / Germany / Thuringia / SÃ¶mmerda / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-24,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5116063.anseriformes.germany.3_2_3_1_1_2_1_2.2021-02-26,H5N8,EPI_ISL_5116063,A/swan/Germany-HE/AI02335/2021,2021-02-26,2021.15,2021-02,2021,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,hessen,de.he,50.5991757228504,9.0260509036638,A,2021-08,707,2344b,Europe / Germany / Hessen / Offenbach a. Main / . Main,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-26,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5102449.accipitriformes.germany.3_2_3_1_1_2_1_2.2020-10-29,H5N8,EPI_ISL_5102449,A/white-tailed_eagle/Germany-SH/AI02170/2020,2020-10-29,2020.83,2020-10,2020,Aves,accipitriformes,accipitridae,haliaeetus albicilla,white-tailed eagle,TRUE,wild,other,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,A,2020-44,715,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2020-10-29,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5099474.galliformes.germany.3_2_3_1_1_2_1_2.2021-02-27,H5N8,EPI_ISL_5099474,A/turkey/Germany-NI/AI01805/2021,2021-02-27,2021.16,2021-02,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-08,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-27,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5062851.charadriiformes.germany.3_2_3_1_1_2_1_2.2020-11-02,H5N8,EPI_ISL_5062851,A/herring_gull/Germany-MV/AI02300/2020,2020-11-02,2020.84,2020-11,2020,Aves,charadriiformes,laridae,larus argentatus,herring gull,TRUE,wild,charadriiformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,mecklenburg-vorpommern,de.mv,53.7551744161606,12.5509509363277,A,2020-45,708,2344b,Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2020-11-02,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5144632.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-08,H5N8,EPI_ISL_5144632,A/turkey/Germany-NI/AI02393/2021,2021-03-08,2021.18,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-10,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-08,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5144341.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-20,H5N8,EPI_ISL_5144341,A/chicken/Germany-NW/AI03148/2021,2021-03-20,2021.21,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,A,2021-11,710,2344b,Europe / Germany / North Rhine-Westphalia / Warendorf / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-20,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5143820.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-22,H5N8,EPI_ISL_5143820,A/chicken/Germany-BW/AI03205/2021,2021-03-22,2021.22,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,baden-württemberg,de.bw,48.5335196122676,9.04442576424602,A,2021-12,701,2344b,Europe / Germany / Baden-Wuerttemberg / Breisgau-Hochschwarzwald / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-22,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5143587.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-24,H5N8,EPI_ISL_5143587,A/chicken/Germany-SN/AI03502/2021,2021-03-24,2021.22,2021-03,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,A,2021-12,713,2344b,Europe / Germany / Saxony / Vogtlandkreis / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-24,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5143100.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-10,H5N8,EPI_ISL_5143100,A/turkey/Germany-NI/AI02424/2021,2021-03-10,2021.19,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-10,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-10,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5123589.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-12,H5N8,EPI_ISL_5123589,A/turkey/Germany-NI/AI02615/2021,2021-03-12,2021.19,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-10,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-12,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5116064.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-07,H5N8,EPI_ISL_5116064,A/turkey/Germany-NI/AI02349/2021,2021-03-07,2021.18,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-09,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-07,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5115956.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-05,H5N8,EPI_ISL_5115956,A/turkey/Germany-NI/AI02306/2021,2021-03-05,2021.17,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-09,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-05,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5115955.galliformes.germany.3_2_3_1_1_2_1_2.2021-03-05,H5N8,EPI_ISL_5115955,A/turkey/Germany-NI/AI02303/2021,2021-03-05,2021.17,2021-03,2021,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,niedersachsen,de.ni,52.7642105761026,9.16783937293005,A,2021-09,709,2344b,Europe / Germany / Lower Saxony / Cloppenburg / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-03-05,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5099628.anseriformes.germany.3_2_3_1_1_2_1_2.2021-02-17,H5N8,EPI_ISL_5099628,A/domestic_duck/Germany-BB/AI01443/2021,2021-02-17,2021.13,2021-02,2021,Aves,anseriformes,anatidae,anas platyrhynchos (domestic type),mallard (domestic type),TRUE,domestic,anseriformes-domestic,western europe,germany,deu,51.0533277435649,10.373650933319,brandenburg,de.br,52.4686720071996,13.4043192497063,A,2021-07,704,2344b,Europe / Germany / Brandenburg / MÃ¤rkisch-Oderland / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2021-02-17,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_5057844.anseriformes.germany.3_2_3_1_1_2_1_2.2020-10-28,H5N8,EPI_ISL_5057844,A/barnacle_goose/Germany-SH/AI02168/2020,2020-10-28,2020.82,2020-10,2020,Aves,anseriformes,anatidae,branta leucopsis,barnacle goose,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,A,2020-44,715,2344b,Europe / Germany / Schleswig-Holstein / Nordfriesland / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2020-10-28,n8,FALSE,n8,profile002
H5N8.2344b.EPI_ISL_614400.anseriformes.germany.3_2_3_1_1_2_1_2.2020-10-28,H5N8,EPI_ISL_614400,A/barnacle_goose/Germany-SH/AI02167/2020,2020-10-28,2020.82,2020-10,2020,Aves,anseriformes,anatidae,branta leucopsis,barnacle goose,TRUE,wild,anseriformes-wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,A,2020-44,715,2344b,Europe / Germany / Schleswig-Holstein / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,dominant,#cc33c2,2020-10-28,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_16209008.galliformes.egypt.NA.2019-12-01,H5N8,EPI_ISL_16209008,A/Turkey/Egypt/FAO-S18/2019,2019-12-01,2019.92,2019-12,2019,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,NA,NA,NA,NA,A,2019-48,3720,2344b,NA,NA,NA,NA,NA,NA,2019-12-01,n8,FALSE,n8,profile002
NA.NA.EPI_ISL_6780977.galliformes.egypt.NA.2019-05-01,NA,EPI_ISL_6780977,A/Ckicken/Luxor/313/2019,2019-05-01,2019.33,2019-05,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,egypt,egy,26.5331366423868,29.7934978487062,qina,eg.qn,25.9806014325686,32.9287603784176,A,2019-18,866,2344b,NA,NA,NA,NA,NA,NA,2019-05-01,n8,FALSE,n8,profile002
H5N8.NA.EPI_ISL_6780696.anseriformes.egypt.NA.2019-03-01,H5N8,EPI_ISL_6780696,A/Duck/Luxor/297/2019,2019-03-01,2019.16,2019-03,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,northern africa,egypt,egy,26.5331366423868,29.7934978487062,qina,eg.qn,25.9806014325686,32.9287603784176,A,2019-09,866,2344b,NA,NA,NA,NA,NA,NA,2019-03-01,n8,FALSE,n8,profile002
