tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H11N2.NA.EPI_ISL_9572815.anseriformes.vietnam.NA.2019-12-30,H11N2,EPI_ISL_9572815,A/duck/Vietnam/HN6038/2019,2019-12-30,2019.99,2019-12,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2019-01,3893,NA,NA,NA,NA,NA,NA,NA,2019-12-30,n2,FALSE,n2,profileNA
H11N2.NA.EPI_ISL_9572797.anseriformes.vietnam.NA.2019-12-30,H11N2,EPI_ISL_9572797,A/duck/Vietnam/HN6036/2019,2019-12-30,2019.99,2019-12,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2019-01,3893,NA,NA,NA,NA,NA,NA,NA,2019-12-30,n2,FALSE,n2,profileNA
H3N2.NA.EPI_ISL_9572777.anseriformes.vietnam.NA.2020-07-29,H3N2,EPI_ISL_9572777,A/duck/Vietnam/HN6471/2020,2020-07-29,2020.57,2020-07,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2020-31,3893,NA,NA,NA,NA,NA,NA,NA,2020-07-29,n2,FALSE,n2,profileNA
H3N2.NA.EPI_ISL_9572755.anseriformes.vietnam.NA.2020-07-29,H3N2,EPI_ISL_9572755,A/duck/Vietnam/HN6479/2020,2020-07-29,2020.57,2020-07,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2020-31,3893,NA,NA,NA,NA,NA,NA,NA,2020-07-29,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_14867047.anseriformes.japan.NA.2021-09-01,H9N2,EPI_ISL_14867047,A/Spotbill_duck/Nagasaki/NIES609/2021,2021-09-01,2021.67,2021-09,2021,Aves,anseriformes,anatidae,anas poecilorhyncha,indian spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,naoasaki,jp.ns,33.2322685084502,129.609538821332,A,2021-35,1450,NA,NA,NA,NA,NA,NA,NA,2021-09-01,n2,FALSE,n2,profileNA
H3N2.NA.EPI_ISL_9572810.anseriformes.vietnam.NA.2020-09-25,H3N2,EPI_ISL_9572810,A/duck/Vietnam/QN6589/2020,2020-09-25,2020.73,2020-09,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2020-39,3893,NA,NA,NA,NA,NA,NA,NA,2020-09-25,n2,FALSE,n2,profileNA
H3N2.NA.EPI_ISL_13374950.environment.japan.NA.2019-12-02,H3N2,EPI_ISL_13374950,A/environment/Kagoshima/KU-4b/2019,2019-12-02,2019.92,2019-12,2019,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,A,2019-49,1441,NA,NA,NA,NA,NA,NA,NA,2019-12-02,n2,FALSE,n2,profileNA
H3N2.NA.EPI_ISL_9572817.anseriformes.vietnam.NA.2020-09-25,H3N2,EPI_ISL_9572817,A/duck/Vietnam/QN6586/2020,2020-09-25,2020.73,2020-09,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south-eastern asia,vietnam,vnm,16.5422416723933,106.354375350692,NA,NA,NA,NA,A,2020-39,3893,NA,NA,NA,NA,NA,NA,NA,2020-09-25,n2,FALSE,n2,profileNA
H11N2.NA.EPI_ISL_6795226.anseriformes.south_korea.NA.2020-02-25,H11N2,EPI_ISL_6795226,A/Wild_Duck/South_Korea/KNU2020-28/2020,2020-02-25,2020.15,2020-02,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2020-09,3775,NA,NA,NA,NA,NA,NA,NA,2020-02-25,n2,FALSE,n2,profileNA
H11N2.NA.EPI_ISL_13439051.environment.japan.NA.2019-12-16,H11N2,EPI_ISL_13439051,A/environment/Kagoshima/KU-3c/2019,2019-12-16,2019.96,2019-12,2019,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,A,2019-51,1441,NA,NA,NA,NA,NA,NA,NA,2019-12-16,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_4072076.anseriformes.south_korea.NA.2020-02-19,H9N2,EPI_ISL_4072076,A/Falcated_duck/South_Korea/JB42-30/2020,2020-02-19,2020.13,2020-02,2020,Aves,anseriformes,anatidae,mareca falcata,falcated duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2020-08,3775,NA,NA,NA,NA,NA,NA,NA,2020-02-19,n2,FALSE,n2,profileNA
H11N2.NA.EPI_ISL_707690.anseriformes.south_korea.NA.2019-11-20,H11N2,EPI_ISL_707690,A/Anas_poecilorhyncha/South_Korea/JB32-81/2019,2019-11-20,2019.88,2019-11,2019,Aves,anseriformes,anatidae,anas poecilorhyncha,indian spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2019-47,3775,NA,NA,NA,NA,NA,NA,NA,2019-11-20,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_369331.anseriformes.south_korea.NA.2017-12-27,H5N2,EPI_ISL_369331,A/bean_goose/Korea/H112/2017,2017-12-27,2017.99,2017-12,2017,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2017-52,3775,NA,NA,NA,NA,NA,NA,NA,2017-12-27,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3226331.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3226331,A/whooper_swan/Henan/T888/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3221328.anseriformes.china.NA.2018-12-10,H5N2,EPI_ISL_3221328,A/whooper_swan/Henan/T887/2018,2018-12-10,2018.94,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-50,500,NA,NA,NA,NA,NA,NA,NA,2018-12-10,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3221222.anseriformes.china.NA.2018-12-10,H5N2,EPI_ISL_3221222,A/whooper_swan/Henan/T886/2018,2018-12-10,2018.94,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-50,500,NA,NA,NA,NA,NA,NA,NA,2018-12-10,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3205004.anseriformes.china.NA.2018-12-10,H5N2,EPI_ISL_3205004,A/whooper_swan/Henan/T880/2018,2018-12-10,2018.94,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-50,500,NA,NA,NA,NA,NA,NA,NA,2018-12-10,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3204257.anseriformes.china.NA.2018-12-20,H5N2,EPI_ISL_3204257,A/whooper_swan/Henan/T874/2018,2018-12-20,2018.97,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-51,500,NA,NA,NA,NA,NA,NA,NA,2018-12-20,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3161847.anseriformes.china.NA.2019-01-15,H5N2,EPI_ISL_3161847,A/whooper_swan/Henan/T258/2019,2019-01-15,2019.04,2019-01,2019,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2019-03,500,NA,NA,NA,NA,NA,NA,NA,2019-01-15,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3161955.anseriformes.china.NA.2019-01-15,H5N2,EPI_ISL_3161955,A/whooper_swan/Henan/T578/2019,2019-01-15,2019.04,2019-01,2019,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2019-03,500,NA,NA,NA,NA,NA,NA,NA,2019-01-15,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3229453.anseriformes.china.NA.2018-12-10,H5N2,EPI_ISL_3229453,A/whooper_swan/Henan/Y130/2018,2018-12-10,2018.94,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-50,500,NA,NA,NA,NA,NA,NA,NA,2018-12-10,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3229401.anseriformes.china.NA.2018-12-20,H5N2,EPI_ISL_3229401,A/whooper_swan/Henan/Y128/2018,2018-12-20,2018.97,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-51,500,NA,NA,NA,NA,NA,NA,NA,2018-12-20,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3229260.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3229260,A/whooper_swan/Henan/Y127/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3229187.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3229187,A/whooper_swan/Henan/Y126/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3228902.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3228902,A/whooper_swan/Henan/Y124/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3228310.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3228310,A/whooper_swan/Henan/Y116/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_3228312.anseriformes.china.NA.2018-12-25,H5N2,EPI_ISL_3228312,A/whooper_swan/Henan/Y120/2018,2018-12-25,2018.98,2018-12,2018,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,henan,cn.he,33.8761853651454,113.614527263456,A,2018-52,500,NA,NA,NA,NA,NA,NA,NA,2018-12-25,n2,FALSE,n2,profileNA
H5N2.NA.EPI_ISL_369330.anseriformes.south_korea.NA.2017-12-11,H5N2,EPI_ISL_369330,A/spot-billed_duck/Korea/H51/2017,2017-12-11,2017.94,2017-12,2017,Aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2017-50,3775,NA,NA,NA,NA,NA,NA,NA,2017-12-11,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_1760456.anseriformes.china.NA.2020-11-10,H9N2,EPI_ISL_1760456,A/whooper_swan/Shanxi/SX126/2020,2020-11-10,2020.86,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,A,2020-46,515,NA,NA,NA,NA,NA,NA,NA,2020-11-10,n2,FALSE,n2,profileNA
H4N2.NA.EPI_ISL_17811779.anseriformes.china.NA.2019-11-09,H4N2,EPI_ISL_17811779,A/Mallard/Shanghai/JDS19906/2019,2019-11-09,2019.85,2019-11,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,A,2019-45,514,NA,NA,NA,NA,NA,NA,NA,2019-11-09,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_1636527.environment.japan.NA.2018-11-12,H6N2,EPI_ISL_1636527,A/environment/Kagoshima/KU-4a/2018,2018-11-12,2018.86,2018-11,2018,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,A,2018-46,1441,NA,NA,NA,NA,NA,NA,NA,2018-11-12,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_462607.anseriformes.china.NA.2019-11-19,H6N2,EPI_ISL_462607,A/mallard/Anhui/1-451/2019,2019-11-19,2019.88,2019-11,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,anhui,cn.ah,31.8128943962267,117.235219497068,A,2019-47,489,NA,NA,NA,NA,NA,NA,NA,2019-11-19,n2,FALSE,n2,profileNA
H11N2.NA.EPI_ISL_16886943.anseriformes.south_korea.NA.2019-12-03,H11N2,EPI_ISL_16886943,A/Anser_brachyrhynchus/South_Korea/44/2019,2019-12-03,2019.92,2019-12,2019,Aves,anseriformes,anatidae,anser brachyrhynchus,pink-footed goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2019-49,3775,NA,NA,NA,NA,NA,NA,NA,2019-12-03,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_4071038.anseriformes.south_korea.NA.2019-11-06,H6N2,EPI_ISL_4071038,Anas_crecca/South_Korea/KNU2019-69/2019,2019-11-06,2019.85,2019-11,2019,Aves,anseriformes,anatidae,anas crecca,green-winged teal,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,2019-45,3775,NA,NA,NA,NA,NA,NA,NA,2019-11-06,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_16886944.anseriformes.south_korea.NA.2019-11-27,H6N2,EPI_ISL_16886944,A/Anser_fabalis/South_Korea/22/2019,2019-11-27,2019.9,2019-11,2019,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2019-48,3775,NA,NA,NA,NA,NA,NA,NA,2019-11-27,n2,FALSE,n2,profileNA
H4N2.NA.EPI_ISL_700932.NA.china.NA.2019-10-31,H4N2,EPI_ISL_700932,A/wild_bird/China/Y13/2019,2019-10-31,2019.83,2019-10,2019,Aves,NA,NA,NA,aves,FALSE,wild,other,eastern asia,china,chn,36.6848135465548,103.513718494908,NA,NA,NA,NA,A,2019-44,3697,NA,NA,NA,NA,NA,NA,NA,2019-10-31,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_462613.anseriformes.china.NA.2019-11-19,H6N2,EPI_ISL_462613,A/mallard/Anhui/3-683/2019,2019-11-19,2019.88,2019-11,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,anhui,cn.ah,31.8128943962267,117.235219497068,A,2019-47,489,NA,NA,NA,NA,NA,NA,NA,2019-11-19,n2,FALSE,n2,profileNA
H6N2.NA.EPI_ISL_462611.anseriformes.china.NA.2019-11-19,H6N2,EPI_ISL_462611,A/mallard/Anhui/2-682/2019,2019-11-19,2019.88,2019-11,2019,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,anhui,cn.ah,31.8128943962267,117.235219497068,A,2019-47,489,NA,NA,NA,NA,NA,NA,NA,2019-11-19,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_15213974.anseriformes.south_korea.NA.2021-02-15,H9N2,EPI_ISL_15213974,A/Greylag_Goose/South_Korea/SW21/2021,2021-02-15,2021.12,2021-02,2021,Aves,anseriformes,anatidae,anser anser,greylag goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,A,2021-07,3775,NA,NA,NA,NA,NA,NA,NA,2021-02-15,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_4071034.anseriformes.south_korea.NA.2019-02-28,H9N2,EPI_ISL_4071034,Anser_fabalis/South_Korea/KNU2019-16/2019,2019-02-28,2019.16,2019-02,2019,Aves,anseriformes,anatidae,anser fabalis/serrirostris,taiga/tundra bean-goose,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,NA,NA,NA,NA,NA,2019-09,3775,NA,NA,NA,NA,NA,NA,NA,2019-02-28,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_13156685.anseriformes.china.NA.2021-11-23,H9N2,EPI_ISL_13156685,A/Eurasian_wigeon/Shanghai/NH112330/2021,2021-11-23,2021.89,2021-11,2021,Aves,anseriformes,anatidae,mareca americana,american wigeon,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,A,2021-47,514,NA,NA,NA,NA,NA,NA,NA,2021-11-23,n2,FALSE,n2,profileNA
H9N2.NA.EPI_ISL_13156588.charadriiformes.china.NA.2020-09-10,H9N2,EPI_ISL_13156588,A/Eurasian_curlew/Shanghai/CM090410/2020,2020-09-10,2020.69,2020-09,2020,Aves,charadriiformes,scolopacidae,numenius arquata,eurasian curlew,TRUE,wild,charadriiformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,A,2020-37,514,NA,NA,NA,NA,NA,NA,NA,2020-09-10,n2,FALSE,n2,profileNA
H4N2.NA.EPI_ISL_17811770.anseriformes.china.NA.2019-10-31,H4N2,EPI_ISL_17811770,A/Common_Teal/Shanghai/JDS19625/2019,2019-10-31,2019.83,2019-10,2019,Aves,anseriformes,anatidae,anas crecca,green-winged teal,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanghai,cn.sh,31.1960430849676,121.454488171451,A,2019-44,514,NA,NA,NA,NA,NA,NA,NA,2019-10-31,n2,FALSE,n2,profileNA
