tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H2N4.NA.EPI_ISL_16215530.anseriformes.canada.NA.2021-08-26,H2N4,EPI_ISL_16215530,A/Mallard/Alberta/571/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H2N4.NA.EPI_ISL_16215527.anseriformes.canada.NA.2021-08-26,H2N4,EPI_ISL_16215527,A/Mallard/Alberta/150/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H8N4.NA.EPI_ISL_16215439.anseriformes.canada.NA.2021-08-26,H8N4,EPI_ISL_16215439,A/Mallard/Alberta/67/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H2N4.NA.EPI_ISL_16215437.anseriformes.canada.NA.2021-08-26,H2N4,EPI_ISL_16215437,A/Mallard/Alberta/200/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H8N4.NA.EPI_ISL_16215560.anseriformes.canada.NA.2021-08-26,H8N4,EPI_ISL_16215560,A/Mallard/Alberta/189/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H2N4.NA.EPI_ISL_16215547.anseriformes.canada.NA.2021-08-26,H2N4,EPI_ISL_16215547,A/Mallard/Alberta/132/2021,2021-08-26,2021.65,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2021-34,434,NA,NA,NA,NA,NA,2021-08-26,n4,n4,profileNA
H10N4.NA.EPI_ISL_18338443.galliformes.united_states.NA.2023-08-29,H10N4,EPI_ISL_18338443,A/pheasant/Florida/NVSL-026494-001/2023,2023-08-29,2023.66,2023-08,galliformes_wild,galliformes,Phasianidae,phasianidae sp. (pheasant sp.),pheasant sp.,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,florida,us.fl,28.6269382846284,-82.4431243811826,A,2023-35,3412,NA,NA,NA,NA,NA,2023-08-29,n4,n4,profileNA
H5N4.Am_nonGsGD.EPI_ISL_6795387.anseriformes.united_states.278.2021-08-11,H5N4,EPI_ISL_6795387,A/mallard/New_York/AH0179244/2021,2021-08-11,2021.61,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,new york,us.ny,42.9905358128524,-75.6520434129946,A,2021-32,3435,Am_nonGsGD,North America / United States / NA / NA / NA,25_4_26_36_19_59_22_38,NA,278,2021-08-11,n4,n4,profile059
H5N4.NA.EPI_ISL_6795385.anseriformes.united_states.NA.2021-08-11,H5N4,EPI_ISL_6795385,A/mallard/New_York/AH0179249/2021,2021-08-11,2021.61,2021-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,new york,us.ny,42.9905358128524,-75.6520434129946,A,2021-32,3435,NA,NA,NA,NA,NA,2021-08-11,n4,n4,profileNA
H8N4.NA.EPI_ISL_266500.anseriformes.united_states.NA.2015-12-05,H8N4,EPI_ISL_266500,A/northern_shoveler/California/HS206/2015,2015-12-05,2015.93,2015-12,anseriformes_wild,anseriformes,Anatidae,spatula clypeata,northern shoveler,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,california,us.ca,37.1829246180653,-119.469343089956,A,2015-49,3407,NA,NA,NA,NA,NA,2015-12-05,n4,n4,profileNA
H8N4.NA.EPI_ISL_328341.anseriformes.canada.NA.2017-08-12,H8N4,EPI_ISL_328341,A/mallard/Alberta/48/2017,2017-08-12,2017.61,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,2017-08-12,n4,n4,profileNA
H7N4.NA.EPI_ISL_294167.anseriformes.united_states.NA.2016-12-03,H7N4,EPI_ISL_294167,A/long-tailed_duck/Wisconsin/16OS5291/2016,2016-12-03,2016.92,2016-12,anseriformes_wild,anseriformes,Anatidae,clangula hyemalis,long-tailed duck,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,wisconsin,us.wi,44.627499166429,-89.7126755416022,A,2016-48,3452,NA,NA,NA,NA,NA,2016-12-03,n4,n4,profileNA
H8N4.NA.EPI_ISL_393472.anseriformes.united_states.NA.2018-04-11,H8N4,EPI_ISL_393472,A/Mallard/Ohio/18OS1248/2018,2018-04-11,2018.27,2018-04,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,ohio,us.oh,40.470536265191,-82.6389467524245,A,2018-15,3438,NA,NA,NA,NA,NA,2018-04-11,n4,n4,profileNA
H7N4.NA.EPI_ISL_294048.anseriformes.united_states.NA.2016-12-02,H7N4,EPI_ISL_294048,A/long-tailed_duck/Wisconsin/16OS4707/2016,2016-12-02,2016.92,2016-12,anseriformes_wild,anseriformes,Anatidae,clangula hyemalis,long-tailed duck,bird,wild,northern america,united states,usa,44.75294654392,-103.651025114044,wisconsin,us.wi,44.627499166429,-89.7126755416022,A,2016-48,3452,NA,NA,NA,NA,NA,2016-12-02,n4,n4,profileNA
H8N4.NA.EPI_ISL_381404.anseriformes.canada.NA.2017-08-13,H8N4,EPI_ISL_381404,A/mallard/Alberta/532/2017,2017-08-13,2017.61,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,2017-08-13,n4,n4,profileNA
NA.NA.EPI_ISL_327364.anseriformes.canada.NA.2017-08-12,NA,EPI_ISL_327364,A/mallard/Alberta/260/2017,2017-08-12,2017.61,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,northern america,canada,can,60.4247452861293,-96.5129185126773,alberta,ca.ab,54.9859148218572,-114.405475342745,A,2017-32,434,NA,NA,NA,NA,NA,2017-08-12,n4,n4,profileNA
H8N4.NA.EPI_ISL_502683.anseriformes.france.NA.2017-08-29,H8N4,EPI_ISL_502683,A/mallard/Maine/ME-Y17-181/2017,2017-08-29,2017.66,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,A,2017-35,934,NA,NA,NA,NA,NA,2017-08-29,n4,n4,profileNA
H8N4.NA.EPI_ISL_502682.anseriformes.france.NA.2017-08-29,H8N4,EPI_ISL_502682,A/mallard/Maine/ME-Y17-180/2017,2017-08-29,2017.66,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,A,2017-35,934,NA,NA,NA,NA,NA,2017-08-29,n4,n4,profileNA
H8N4.NA.EPI_ISL_502680.anseriformes.france.NA.2017-08-29,H8N4,EPI_ISL_502680,A/mallard/Maine/ME-Y17-176/2017,2017-08-29,2017.66,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,A,2017-35,934,NA,NA,NA,NA,NA,2017-08-29,n4,n4,profileNA
H8N4.NA.EPI_ISL_502674.anseriformes.france.NA.2017-08-25,H8N4,EPI_ISL_502674,A/mallard/Maine/ME-Y17-135/2017,2017-08-25,2017.65,2017-08,anseriformes_wild,anseriformes,Anatidae,anas platyrhynchos,mallard,bird,wild,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,A,2017-34,934,NA,NA,NA,NA,NA,2017-08-25,n4,n4,profileNA
