tipnames,virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,virus.species,week.date,...1,clade,collection.original,profile,profile.lab,genome,collection.tipdate,segment,cluster.segment,cluster.number
H5N8.2.3.4.4b.EPI_ISL_682297.environment.japan.10.2020-11-09,H5N8,EPI_ISL_682297,a/environment/kagoshima/ku-ngr-j2/2020,2020-11-09,2020.86,2020-11,unknown,environment,environment,environment,environment,other,wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2020-46,1441,2.3.4.4b,Asia / Japan / Kagoshima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-11-09,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708701.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708701,a/chicken/kagawa/i1c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708702.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708702,a/chicken/kagawa/i1t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708703.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708703,a/chicken/kagawa/i2c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708704.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708704,a/chicken/kagawa/i2t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708705.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708705,a/chicken/kagawa/i4c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708706.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708706,a/chicken/kagawa/i4t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708707.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708707,a/chicken/kagawa/i5c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708708.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708708,a/chicken/kagawa/i5t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708709.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708709,a/chicken/kagawa/i6c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708710.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708710,a/chicken/kagawa/i6t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708711.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708711,a/chicken/kagawa/j3c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708712.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708712,a/chicken/kagawa/j3t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708713.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708713,a/chicken/kagawa/j4c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708714.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708714,a/chicken/kagawa/j4t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708715.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708715,a/chicken/kagawa/j7c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708716.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708716,a/chicken/kagawa/j7t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708717.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708717,a/chicken/kagawa/j8c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708718.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708718,a/chicken/kagawa/j8t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708719.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708719,a/chicken/kagawa/j9c/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_708720.galliformes.japan.10.2020-12-01,H5N8,EPI_ISL_708720,a/chicken/kagawa/j9t/2020,2020-12-01,2020.92,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-01,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_718106.galliformes.japan.16.2020-12-07,H5N8,EPI_ISL_718106,a/chicken/miyazaki/d5c/2020,2020-12-07,2020.93,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-50,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-07,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_718107.galliformes.japan.16.2020-12-07,H5N8,EPI_ISL_718107,a/chicken/miyazaki/d5t/2020,2020-12-07,2020.93,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-50,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-07,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738049.galliformes.japan.16.2020-12-15,H5N8,EPI_ISL_738049,a/chicken/kagawa/l4t/2020,2020-12-15,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-15,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738050.galliformes.japan.16.2020-12-15,H5N8,EPI_ISL_738050,a/chicken/kagawa/l6t/2020,2020-12-15,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-15,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738051.galliformes.japan.16.2020-12-15,H5N8,EPI_ISL_738051,a/chicken/kagawa/l7t/2020,2020-12-15,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-15,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738052.galliformes.japan.16.2020-12-15,H5N8,EPI_ISL_738052,a/chicken/kagawa/l9t/2020,2020-12-15,2020.95,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2.3.4.4b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-15,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738053.galliformes.japan.16.2020-12-18,H5N8,EPI_ISL_738053,a/chicken/miyazaki/h1t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738054.galliformes.japan.16.2020-12-18,H5N8,EPI_ISL_738054,a/chicken/miyazaki/h3t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738055.galliformes.japan.16.2020-12-18,H5N8,EPI_ISL_738055,a/chicken/miyazaki/h6t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738056.galliformes.japan.16.2020-12-18,H5N8,EPI_ISL_738056,a/chicken/miyazaki/h9t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2.3.4.4b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738057.galliformes.japan.10.2020-12-18,H5N8,EPI_ISL_738057,a/chicken/tokushima/1t/20200/NA,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,a,2020-51,1463,2.3.4.4b,Asia / Japan / Tokushima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738058.galliformes.japan.10.2020-12-18,H5N8,EPI_ISL_738058,a/chicken/tokushima/2t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,a,2020-51,1463,2.3.4.4b,Asia / Japan / Tokushima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738059.galliformes.japan.10.2020-12-18,H5N8,EPI_ISL_738059,a/chicken/tokushima/3t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,a,2020-51,1463,2.3.4.4b,Asia / Japan / Tokushima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_738060.galliformes.japan.10.2020-12-18,H5N8,EPI_ISL_738060,a/chicken/tokushima/4t/2020,2020-12-18,2020.96,2020-12,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,a,2020-51,1463,2.3.4.4b,Asia / Japan / Tokushima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2020-12-18,ns,ns,profile002
H5N8.2.3.4.4b.EPI_ISL_739686.galliformes.kazakhstan.1.2020-09-18,H5N8,EPI_ISL_739686,a/chicken/kazakhstan/kn-3/2020,2020-09-18,2020.71,2020-09,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,a,2020-38,3769,2.3.4.4b,Asia / Kazakhstan / North Kazakhstan / NA / NA,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2020-09-18,ns,ns,profile002
