tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N6.2344b.EPI_ISL_8517998.environment.china.20_13_49_1_11_38_1_9.2021-12-23,H5N6,EPI_ISL_8517998,a/environment/hangzhou/e1151/2021,2021-12-23,2021.98,2021-12,2021,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,a,2021-51,521,2344b,Asia / China / Zhejiang / NA / NA,20_13_49_1_11_38_1_9,NA,73,minor,#33ccb9,2021-12-23,n6,FALSE,n6,profile038
H5N6.2344b.EPI_ISL_8517999.environment.china.20_13_27_1_11_24_1_9.2021-12-23,H5N6,EPI_ISL_8517999,a/environment/hangzhou/e1153/2021,2021-12-23,2021.98,2021-12,2021,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,a,2021-51,521,2344b,Asia / China / Zhejiang / NA / NA,20_13_27_1_11_24_1_9,H5N6/2021/R2_Asia,73,major,#66cc9c,2021-12-23,n6,FALSE,n6,profile024
H5N6.2344b.EPI_ISL_8518000.environment.china.20_13_27_1_11_24_1_9.2021-12-23,H5N6,EPI_ISL_8518000,a/environment/hangzhou/e1154/2021,2021-12-23,2021.98,2021-12,2021,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,a,2021-51,521,2344b,Asia / China / Zhejiang / NA / NA,20_13_27_1_11_24_1_9,H5N6/2021/R2_Asia,73,major,#66cc9c,2021-12-23,n6,FALSE,n6,profile024
H5N6.2344b.EPI_ISL_11208193.anseriformes.china.3_2_3_1_1_82_1_9.2021-10-19,H5N6,EPI_ISL_11208193,a/duck/guangxi/s30428/2021,2021-10-19,2021.8,2021-10,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,guangxi,cn.gx,23.82591453975,108.782865094166,a,2021-42,495,2344b,Asia / China / Guangxi / NA / NA,3_2_3_1_1_82_1_9,NA,213,minor,#6bcc33,2021-10-19,n6,FALSE,n6,profile082
H5N6.2344b.EPI_ISL_11208194.anseriformes.china.3_50_3_1_1_10_1_9.2021-10-18,H5N6,EPI_ISL_11208194,a/duck/guangxi/s31116/2021,2021-10-18,2021.79,2021-10,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,guangxi,cn.gx,23.82591453975,108.782865094166,a,2021-42,495,2344b,Asia / China / Guangxi / NA / NA,3_50_3_1_1_10_1_9,NA,213,minor,#cc3352,2021-10-18,n6,FALSE,n6,profile010
H5N6.2344b.EPI_ISL_11208195.anseriformes.china.62_13_80_1_11_10_1_9.2021-12-02,H5N6,EPI_ISL_11208195,a/duck/guizhou/s4702/2021,2021-12-02,2021.92,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,guizhou,cn.gz,26.8128279303549,106.867407716617,a,2021-48,496,2344b,Asia / China / Guizhou / NA / NA,62_13_80_1_11_10_1_9,NA,73,minor,#33cc3a,2021-12-02,n6,FALSE,n6,profile010
H5N6.2344b.EPI_ISL_11208196.anseriformes.china.3_18_3_1_16_20_1_11.2021-12-01,H5N6,EPI_ISL_11208196,a/duck/hunan/s40199/2021,2021-12-01,2021.92,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hunan,cn.hn,27.5978523947888,111.713471439142,a,2021-48,503,2344b,Asia / China / Hunan / NA / NA,3_18_3_1_16_20_1_11,NA,126,major,#cc9e66,2021-12-01,n6,FALSE,n6,profile020
H5N6.2344b.EPI_ISL_11208197.anseriformes.china.20_13_50_1_11_10_1_9.2021-12-01,H5N6,EPI_ISL_11208197,a/duck/hunan/s40268/2021,2021-12-01,2021.92,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,hunan,cn.hn,27.5978523947888,111.713471439142,a,2021-48,503,2344b,Asia / China / Hunan / NA / NA,20_13_50_1_11_10_1_9,NA,73,minor,#99c0cc,2021-12-01,n6,FALSE,n6,profile010
H5N6.2344b.EPI_ISL_11208198.anseriformes.china.18_12_18_1_4_12_1_11.2021-11-02,H5N6,EPI_ISL_11208198,a/duck/yunnan/s4318/2021,2021-11-02,2021.84,2021-11,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,yunnan,cn.yn,24.9645779206387,101.495556215566,a,2021-44,520,2344b,Asia / China / Yunnan / NA / NA,18_12_18_1_4_12_1_11,H5N6/2021/R1_Asia,61,major,#66cc71,2021-11-02,n6,FALSE,n6,profile012
H5N6.2344b.EPI_ISL_11208199.anseriformes.china.20_13_27_1_11_24_1_9.2021-12-03,H5N6,EPI_ISL_11208199,a/duck/zhejiang/s4854/2021,2021-12-03,2021.92,2021-12,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,a,2021-48,521,2344b,Asia / China / Zhejiang / NA / NA,20_13_27_1_11_24_1_9,H5N6/2021/R2_Asia,73,major,#66cc9c,2021-12-03,n6,FALSE,n6,profile024
H5N6.2344b.EPI_ISL_11208200.anseriformes.china.3_18_3_1_16_20_1_11.2021-12-08,H5N6,EPI_ISL_11208200,a/goose/guangdong/s4751/2021,2021-12-08,2021.93,2021-12,2021,Aves,anseriformes,anatidae,anatidae (goose sp.),goose sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,guangdong,cn.gd,23.33624359406,113.398153372919,a,2021-49,494,2344b,Asia / China / Guangdong / NA / NA,3_18_3_1_16_20_1_11,NA,126,major,#cc9e66,2021-12-08,n6,FALSE,n6,profile020
H5N6.2344b.EPI_ISL_8518268.galliformes.china.20_13_27_1_11_24_1_9.2021-12-23,H5N6,EPI_ISL_8518268,a/chicken/hangzhou/e1149/2021,2021-12-23,2021.98,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,china,chn,36.6848135465548,103.513718494908,zhejiang,cn.zj,29.1745873279179,120.086382279697,a,2021-51,521,2344b,Asia / China / Zhejiang / NA / NA,20_13_27_1_11_24_1_9,H5N6/2021/R2_Asia,73,major,#66cc9c,2021-12-23,n6,FALSE,n6,profile024
H5N6.2344b.EPI_ISL_16466440.unknown.china.3_18_3_1_16_20_1_11.2022-11-11,H5N6,EPI_ISL_16466440,a/changsha/1/2022,2022-11-11,2022.86,2022-11,2022,unknown,unknown,unknown,homo sapiens,unknown,FALSE,wild,unknown,eastern asia,china,chn,36.6848135465548,103.513718494908,hunan,cn.hn,27.5978523947888,111.713471439142,a,2022-45,503,2344b,Asia / China / Hunan Province / Changsha city / NA,3_18_3_1_16_20_1_11,NA,126,major,#cc9e66,2022-11-11,n6,FALSE,n6,profile020
H5N6.2344b.EPI_ISL_china_1.galliformes.china.20_13_50_60_11_12_1_62.2022-02-28,H5N6,EPI_ISL_china_1,a/chicken/shandong/2.28tafc4-f/2022,2022-02-28,2022.16,2022-02,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,china,chn,36.6848135465548,103.513718494908,shandong,cn.sd,36.3536638777003,118.136153809721,a,2022-09,513,2344b,Asia / China / Shandong / NA / NA,20_13_50_60_11_12_1_62,NA,314,minor,#6691cc,2022-02-28,n6,FALSE,n6,profile012
H5N6.2344h.EPI_ISL_16886862.rodentia.china.26_23_46_58_13_50_2_30.2021-10-01,H5N6,EPI_ISL_16886862,A/Rattus_norvegicus/China/FS21/2021,2021-10-01,2021.75,2021-10,2021,mammalia,rodentia,muridae,rattus norvegicus,brown rat,FALSE,wild,mammal,eastern asia,china,chn,36.6848135465548,103.513718494908,NA,NA,NA,NA,A,2021-39,3697,2344h,Asia / China / NA / NA / NA,26_23_46_58_13_50_2_30,NA,309,minor,#f0ffff,2021-10-01,n6,FALSE,n6,profile050
NA.NA.EPI_ISL_16868591.anseriformes.china.NA.2020-08-19,NA,EPI_ISL_16868591,A/Duck/China/69361/2020,2020-08-19,2020.63,2020-08,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,NA,NA,NA,NA,A,2020-34,3697,2344h,NA,NA,NA,NA,NA,NA,2020-08-19,n6,FALSE,n6,profileNA
H5N6.NA.EPI_ISL_6795264.anseriformes.china.NA.2019-02-01,H5N6,EPI_ISL_6795264,A/duck/China/FJ1904/2019,2019-02-01,2019.08,2019-02,2019,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,NA,NA,NA,NA,A,2019-05,3697,2344h,NA,NA,NA,NA,NA,NA,2019-02-01,n6,FALSE,n6,profileNA
H5N6.NA.EPI_ISL_340816.environment.china.NA.2018-01-15,H5N6,EPI_ISL_340816,A/Env/Guangdong/zhongshan/C182870028/2018-01-15/NA,2018-01-15,2018.04,2018-01,2018,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,china,chn,36.6848135465548,103.513718494908,guangdong,cn.gd,23.33624359406,113.398153372919,A,2018-03,494,2344h,NA,NA,NA,NA,NA,NA,2018-01-15,n6,FALSE,n6,profileNA
H5N6.NA.EPI_ISL_340798.environment.china.NA.2018-04-24,H5N6,EPI_ISL_340798,A/Env/Guangdong/zhongshan/C182870234/2018-04-24/NA,2018-04-24,2018.31,2018-04,2018,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,china,chn,36.6848135465548,103.513718494908,guangdong,cn.gd,23.33624359406,113.398153372919,A,2018-17,494,2344h,NA,NA,NA,NA,NA,NA,2018-04-24,n6,FALSE,n6,profileNA
