tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_17777528.suliformes.peru.5_3_1_1_2_1_1_4.2023-03-17	2023-03-17	2023.21	2023-03	2023	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	suliformes	TRUE	other	-77.1360367031896	-11.9545824923705
H5N1.2344b.EPI_ISL_17777529.suliformes.peru.5_3_1_1_2_1_1_4.2023-03-17	2023-03-17	2023.21	2023-03	2023	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	suliformes	TRUE	other	-77.1360367031896	-11.9545824923705
H5N1.2344b.EPI_ISL_17777530.suliformes.peru.5_3_1_1_2_1_1_4.2023-03-17	2023-03-17	2023.21	2023-03	2023	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	suliformes	TRUE	other	-77.1360367031896	-11.9545824923705
H5N1.2344b.EPI_ISL_17777532.carnivora.peru.5_3_1_1_2_1_1_4.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	carnivora	FALSE	mammal	-70.2791288812849	-17.644827527273
H5N1.2344b.EPI_ISL_17805986.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-18	2022-12-18	2022.96	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805987.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-18	2022-11-18	2022.88	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805988.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-28	2022-11-28	2022.91	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805989.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805990.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805991.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-03	2022-12-03	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805994.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-22	2022-12-22	2022.97	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805995.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-12	2022-12-12	2022.95	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805996.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-22	2022-12-22	2022.97	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805997.NA.peru.5_3_1_1_2_1_1_4.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	NA	FALSE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17805999.carnivora.peru.5_3_1_1_2_1_1_4.2023-02-08	2023-02-08	2023.1	2023-02	2023	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	carnivora	FALSE	mammal	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17806000.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022-11-10	2022-11-10	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17806001.galliformes.peru.5_3_1_1_2_1_1_4.2022-12-12	2022-12-12	2022.95	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17806003.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022-11-22	2022-11-22	2022.89	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17973443.NA.ecuador.5_3_1_1_2_1_1_4.2023-01-11	2023-01-11	2023.03	2023-01	2023	south america	ecuador	-1.42626322906002	-78.7715622756661	5_3_1_1_2_1_1_4	dominant	NA	FALSE	other	-80.1366162194134	-0.751243186649703
H5N1.2344b.EPI_ISL_17973458.NA.ecuador.5_3_1_1_2_1_1_4.2023-01-11	2023-01-11	2023.03	2023-01	2023	south america	ecuador	-1.42626322906002	-78.7715622756661	5_3_1_1_2_1_1_4	dominant	NA	FALSE	other	-80.1366162194134	-0.751243186649703
H5N1.2344b.EPI_ISL_16891400.anseriformes.chile.5_3_1_1_2_1_1_4.2022-12-02	2022-12-02	2022.92	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	5_3_1_1_2_1_1_4	dominant	anseriformes	TRUE	anseriformes-wild	-71.0631434301439	-36.352932692973
H5N1.2344b.EPI_ISL_16891402.charadriiformes.chile.5_3_1_1_2_1_1_4.2022-12-02	2022-12-02	2022.92	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	5_3_1_1_2_1_1_4	dominant	charadriiformes	TRUE	charadriiformes-wild	-71.0631434301439	-36.352932692973
H5N1.2344b.EPI_ISL_17099964.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-75.5762320808058	-14.2339783641518
H5N1.2344b.EPI_ISL_17165223.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022	NA	NA	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17353507.galliformes.ecuador.5_3_1_1_2_1_1_4.2022-11-08	2022-11-08	2022.85	2022-11	2022	south america	ecuador	-1.42626322906002	-78.7715622756661	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-79.1068925338894	-1.58721983309051
H5N1.2344b.EPI_ISL_17353508.galliformes.colombia.4_4_8_1_2_1_1_1.2022-11-13	2022-11-13	2022.87	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17353509.galliformes.colombia.4_4_8_1_2_1_1_1.2022-11-01	2022-11-01	2022.83	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17353510.galliformes.colombia.5_3_1_1_2_1_1_4.2022-11-26	2022-11-26	2022.9	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-75.7978121726542	8.35147117483191
H5N1.2344b.EPI_ISL_17353838.galliformes.colombia.5_3_1_1_2_1_1_4.2022-11-18	2022-11-18	2022.88	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.2577076184347	10.2313388378974
H5N1.2344b.EPI_ISL_17353839.anseriformes.colombia.4_4_8_1_2_1_1_1.2022-10-09	2022-10-09	2022.77	2022-10	2022	south america	colombia	3.88807090888846	-73.0744382518538	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17468386.unknown.chile.5_3_1_1_2_1_1_4.2023-03-24	2023-03-24	2023.22	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	5_3_1_1_2_1_1_4	dominant	unknown	FALSE	unknown	-69.1155261199782	-23.5276504572593
H5N1.2344b.EPI_ISL_17660070.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660071.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660072.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660073.strigiformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	strigiformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660074.suliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	5_3_1_1_2_1_1_4	dominant	suliformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_16854398.pelecaniformes.venezuela.NA.2022-11-25	2022-11-25	2022.9	2022-11	2022	south america	venezuela	7.13172612392755	-66.1349690012146	NA	NA	pelecaniformes	TRUE	other	-66.1349690012146	7.13172612392755
H5N1.NA.EPI_ISL_16631973.pelecaniformes.venezuela.NA.2022-12-12	2022-12-12	2022.95	2022-12	2022	south america	venezuela	7.13172612392755	-66.1349690012146	NA	NA	pelecaniformes	TRUE	other	-66.1349690012146	7.13172612392755
H5N1.NA.EPI_ISL_18107019.anseriformes.united_states.NA.2022-09-22	2022-09-22	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_17373142.accipitriformes.united_states.4_1_1_1_2_1_1_8.2022-12-05	2022-12-05	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	4_1_1_1_2_1_1_8	dominant	accipitriformes	TRUE	other	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_17373063.anseriformes.united_states.4_1_1_1_2_1_1_8.2022-12-05	2022-12-05	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	4_1_1_1_2_1_1_8	dominant	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.NA.EPI_ISL_18107018.anseriformes.united_states.NA.2022-09-22	2022-09-22	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	NA	NA	anseriformes	TRUE	anseriformes-wild	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_17373072.anseriformes.united_states.4_1_1_1_2_1_1_8.2022-11-01	2022-11-01	2022.83	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	4_1_1_1_2_1_1_8	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.2344b.EPI_ISL_17185877.accipitriformes.united_states.4_1_1_1_2_1_1_1.2022-04-01	2022-04-01	2022.25	2022-04	2022	northern america	united states	44.75294654392	-103.651025114044	4_1_1_1_2_1_1_1	major	accipitriformes	TRUE	other	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_17051333.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051332.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051331.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051330.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051329.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051328.galliformes.canada.NA.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051327.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051326.galliformes.canada.NA.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051325.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051324.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051323.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051140.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051139.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051138.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051137.galliformes.canada.NA.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051136.galliformes.canada.NA.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051135.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_17051134.galliformes.canada.NA.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	NA	NA	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051133.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051132.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.2344b.EPI_ISL_17051131.galliformes.canada.4_1_1_1_2_1_1_1.2022-05-18	2022-05-18	2022.38	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	4_1_1_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-124.37263203826	54.5586208852996
H5N1.NA.EPI_ISL_18371664.charadriiformes.peru.NA.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885985.pelecaniformes.chile.NA.2023-01-21	2023-01-21	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885982.pelecaniformes.chile.NA.2023-01-25	2023-01-25	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885970.galliformes.chile.NA.2022-12-17	2022-12-17	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	galliformes	TRUE	galliformes-domestic	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885971.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885968.galliformes.chile.NA.2022-12-31	2022-12-31	2023	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	galliformes	TRUE	galliformes-domestic	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885969.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885956.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885951.anseriformes.chile.NA.2023-01-18	2023-01-18	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	anseriformes	TRUE	anseriformes-wild	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_17885931.pelecaniformes.chile.NA.2022-12-15	2022-12-15	2022.95	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885930.pelecaniformes.chile.NA.2023-01-20	2023-01-20	2023.05	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.3992840580514	-32.7895224923796
H5N1.NA.EPI_ISL_17885929.pelecaniformes.chile.NA.2022-12-18	2022-12-18	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885928.pelecaniformes.chile.NA.2022-12-16	2022-12-16	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885922.pelecaniformes.chile.NA.2023-01-14	2023-01-14	2023.04	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-70.8586891785209	-30.6129967369273
H5N1.NA.EPI_ISL_17885921.pelecaniformes.chile.NA.2023-01-09	2023-01-09	2023.02	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17011960.pelecaniformes.chile.NA.2022-12-07	2022-12-07	2022.93	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	pelecaniformes	TRUE	other	-71.0631434301439	-36.352932692973
H5N1.NA.EPI_ISL_16249730.galliformes.peru.NA.2022-11-29	2022-11-29	2022.91	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885849.charadriiformes.chile.NA.2023-03-06	2023-03-06	2023.18	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_18265437.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_18265435.pelecaniformes.peru.NA.2022-11-24	2022-11-24	2022.9	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	NA	NA	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
