tipnames	collection_date	collection_datedecimal	collection_datemonth	collection_dateyear	collection_regionname	collection_countryname	collection_countrylat	collection_countrylong	cluster_number	profile	cluster_profileclass	host_order	host_isbird	host_simplifiedhost	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_17973443.NA.ecuador.5_3_1_1_2_1_1_4.2023-01-11	2023-01-11	2023.03	2023-01	2023	south america	ecuador	-1.42626322906002	-78.7715622756661	profile001	5_3_1_1_2_1_1_4	dominant	NA	FALSE	other	-80.1366162194134	-0.751243186649703
H5N1.2344b.EPI_ISL_17973458.NA.ecuador.5_3_1_1_2_1_1_4.2023-01-11	2023-01-11	2023.03	2023-01	2023	south america	ecuador	-1.42626322906002	-78.7715622756661	profile001	5_3_1_1_2_1_1_4	dominant	NA	FALSE	other	-80.1366162194134	-0.751243186649703
H5N1.2344b.EPI_ISL_16891400.anseriformes.chile.5_3_1_1_2_1_1_4.2022-12-02	2022-12-02	2022.92	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profile001	5_3_1_1_2_1_1_4	dominant	anseriformes	TRUE	anseriformes-wild	-71.0631434301439	-36.352932692973
H5N1.2344b.EPI_ISL_16891402.charadriiformes.chile.5_3_1_1_2_1_1_4.2022-12-02	2022-12-02	2022.92	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profile001	5_3_1_1_2_1_1_4	dominant	charadriiformes	TRUE	charadriiformes-wild	-71.0631434301439	-36.352932692973
H5N1.2344b.EPI_ISL_17099964.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022-12-01	2022-12-01	2022.92	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-75.5762320808058	-14.2339783641518
H5N1.2344b.EPI_ISL_17165223.pelecaniformes.peru.5_3_1_1_2_1_1_4.2022	NA	NA	2022-12	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	pelecaniformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17353507.galliformes.ecuador.5_3_1_1_2_1_1_4.2022-11-08	2022-11-08	2022.85	2022-11	2022	south america	ecuador	-1.42626322906002	-78.7715622756661	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-79.1068925338894	-1.58721983309051
H5N1.2344b.EPI_ISL_17353508.galliformes.colombia.4_4_8_1_2_1_1_1.2022-11-13	2022-11-13	2022.87	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	profile008	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17353509.galliformes.colombia.4_4_8_1_2_1_1_1.2022-11-01	2022-11-01	2022.83	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	profile008	4_4_8_1_2_1_1_1	major	galliformes	TRUE	galliformes-domestic	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17353510.galliformes.colombia.5_3_1_1_2_1_1_4.2022-11-26	2022-11-26	2022.9	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-75.7978121726542	8.35147117483191
H5N1.2344b.EPI_ISL_17353838.galliformes.colombia.5_3_1_1_2_1_1_4.2022-11-18	2022-11-18	2022.88	2022-11	2022	south america	colombia	3.88807090888846	-73.0744382518538	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.2577076184347	10.2313388378974
H5N1.2344b.EPI_ISL_17353839.anseriformes.colombia.4_4_8_1_2_1_1_1.2022-10-09	2022-10-09	2022.77	2022-10	2022	south america	colombia	3.88807090888846	-73.0744382518538	profile008	4_4_8_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-76.9341377836413	5.93194075736459
H5N1.2344b.EPI_ISL_17468386.unknown.chile.5_3_1_1_2_1_1_4.2023-03-24	2023-03-24	2023.22	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profile001	5_3_1_1_2_1_1_4	dominant	unknown	FALSE	unknown	-69.1155261199782	-23.5276504572593
H5N1.2344b.EPI_ISL_17660070.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660071.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660072.galliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660073.strigiformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	strigiformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.2344b.EPI_ISL_17660074.suliformes.peru.5_3_1_1_2_1_1_4.2022-11-11	2022-11-11	2022.86	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profile001	5_3_1_1_2_1_1_4	dominant	suliformes	TRUE	other	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_16854396.pelecaniformes.venezuela.NA.2022-11-25	2022-11-25	2022.9	2022-11	2022	south america	venezuela	7.13172612392755	-66.1349690012146	profile001	NA	NA	pelecaniformes	TRUE	other	-66.1349690012146	7.13172612392755
H5N1.2344b.EPI_ISL_17373063.anseriformes.united_states.4_1_1_1_2_1_1_8.2022-12-05	2022-12-05	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_8	dominant	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.NA.EPI_ISL_16854404.pelecaniformes.venezuela.NA.2022-11-25	2022-11-25	2022.9	2022-11	2022	south america	venezuela	7.13172612392755	-66.1349690012146	profile001	NA	NA	pelecaniformes	TRUE	other	-66.1349690012146	7.13172612392755
H5N1.NA.EPI_ISL_16013753.pelecaniformes.venezuela.NA.2022-11-25	2022-11-25	2022.9	2022-11	2022	south america	venezuela	7.13172612392755	-66.1349690012146	profile001	NA	NA	pelecaniformes	TRUE	other	-66.1349690012146	7.13172612392755
H5N1.2344b.EPI_ISL_17373142.accipitriformes.united_states.4_1_1_1_2_1_1_8.2022-12-05	2022-12-05	2022.93	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_8	dominant	accipitriformes	TRUE	other	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_17373072.anseriformes.united_states.4_1_1_1_2_1_1_8.2022-11-01	2022-11-01	2022.83	2022-11	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_8	dominant	anseriformes	TRUE	anseriformes-wild	-79.3865256785998	35.5562842108177
H5N1.NA.EPI_ISL_18107019.anseriformes.united_states.NA.2022-09-22	2022-09-22	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-91.9998874220998	31.0706065513525
H5N1.2344b.EPI_ISL_16190578.strigiformes.canada.8_1_1_1_2_1_1_1.2022-05-06	2022-05-06	2022.34	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile001	8_1_1_1_2_1_1_1	major	strigiformes	TRUE	other	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_16190394.passeriformes.canada.8_1_1_1_2_1_1_1.2022-05-05	2022-05-05	2022.34	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile001	8_1_1_1_2_1_1_1	major	passeriformes	TRUE	other	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_16189983.strigiformes.canada.8_1_1_1_2_1_1_1.2022-05-02	2022-05-02	2022.33	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile001	8_1_1_1_2_1_1_1	major	strigiformes	TRUE	other	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_15214843.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-04-08	2022-04-08	2022.27	2022-04	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-100.466131733191	47.4503665532251
H5N1.2344b.EPI_ISL_15063668.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-04-08	2022-04-08	2022.27	2022-04	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-100.466131733191	47.4503665532251
H5N1.NA.EPI_ISL_18107018.anseriformes.united_states.NA.2022-09-22	2022-09-22	2022.72	2022-09	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-91.9998874220998	31.0706065513525
H5N1.NA.EPI_ISL_18107049.anseriformes.united_states.NA.2022-01-31	2022-01-31	2022.08	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107047.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107046.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107041.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107035.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107021.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.2344b.EPI_ISL_17471576.accipitriformes.united_states.4_1_1_1_2_1_1_8.2022-12-02	2022-12-02	2022.92	2022-12	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_8	dominant	accipitriformes	TRUE	other	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_17185877.accipitriformes.united_states.4_1_1_1_2_1_1_1.2022-04-01	2022-04-01	2022.25	2022-04	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	accipitriformes	TRUE	other	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_16190395.strigiformes.canada.8_1_1_1_2_1_1_1.2022-05-06	2022-05-06	2022.34	2022-05	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile001	8_1_1_1_2_1_1_1	major	strigiformes	TRUE	other	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_16183625.anseriformes.canada.8_1_1_1_2_1_1_1.2022-04-20	2022-04-20	2022.3	2022-04	2022	northern america	canada	60.4247452861293	-96.5129185126773	profile001	8_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-114.405475342745	54.9859148218572
H5N1.2344b.EPI_ISL_15063845.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-04	2022-03-04	2022.17	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_14937100.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-12	2022-03-12	2022.19	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_14937001.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-12	2022-03-12	2022.19	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.2344b.EPI_ISL_14937102.anseriformes.united_states.4_1_1_1_2_1_1_1.2022-03-12	2022-03-12	2022.19	2022-03	2022	northern america	united states	44.75294654392	-103.651025114044	profile001	4_1_1_1_2_1_1_1	major	anseriformes	TRUE	anseriformes-wild	-98.3790702772394	38.4941000350806
H5N1.NA.EPI_ISL_18107050.anseriformes.united_states.NA.2022-01-31	2022-01-31	2022.08	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_18107030.anseriformes.united_states.NA.2022-01-25	2022-01-25	2022.07	2022-01	2022	northern america	united states	44.75294654392	-103.651025114044	profileNA	NA	NA	anseriformes	TRUE	anseriformes-wild	-86.3497234635721	35.859232079721
H5N1.NA.EPI_ISL_17885934.pelecaniformes.chile.NA.2022-12-15	2022-12-15	2022.95	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885921.pelecaniformes.chile.NA.2023-01-09	2023-01-09	2023.02	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17885931.pelecaniformes.chile.NA.2022-12-15	2022-12-15	2022.95	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885944.pelecaniformes.chile.NA.2022-12-16	2022-12-16	2022.96	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
H5N1.NA.EPI_ISL_17885925.pelecaniformes.chile.NA.2022-12-30	2022-12-30	2022.99	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.902133937498	-27.3880384326825
H5N1.NA.EPI_ISL_17885924.pelecaniformes.chile.NA.2022-12-30	2022-12-30	2022.99	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.902133937498	-27.3880384326825
H5N1.NA.EPI_ISL_16891401.pelecaniformes.chile.NA.2022-12-02	2022-12-02	2022.92	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.0631434301439	-36.352932692973
H5N1.NA.EPI_ISL_17885967.charadriiformes.NA.NA.2023-03-06	2023-03-06	2023.18	2023-03	2023	NA	NA	NA	NA	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	NA	NA
H5N1.NA.EPI_ISL_17885927.pelecaniformes.chile.NA.2022-12-22	2022-12-22	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.902133937498	-27.3880384326825
H5N1.NA.EPI_ISL_17885973.charadriiformes.chile.NA.2023-02-23	2023-02-23	2023.15	2023-02	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-71.4454635697529	-35.6204383329149
H5N1.NA.EPI_ISL_17885948.sphenisciformes.chile.NA.2023-02-28	2023-02-28	2023.16	2023-02	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	sphenisciformes	TRUE	other	-70.8586891785209	-30.6129967369273
H5N1.NA.EPI_ISL_17885918.pelecaniformes.chile.NA.2023-01-26	2023-01-26	2023.07	2023-01	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.9757909721378	-36.6455443686508
H5N1.NA.EPI_ISL_17050892.pelecaniformes.chile.NA.2022-12-06	2022-12-06	2022.93	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-71.0631434301439	-36.352932692973
H5N1.NA.EPI_ISL_17885955.charadriiformes.chile.NA.2022-12-24	2022-12-24	2022.98	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	charadriiformes	TRUE	charadriiformes-wild	-69.6296363253853	-18.4968307906384
H5N1.NA.EPI_ISL_16249730.galliformes.peru.NA.2022-11-29	2022-11-29	2022.91	2022-11	2022	south america	peru	-9.12690950582405	-74.3967035676846	profileNA	NA	NA	galliformes	TRUE	galliformes-domestic	-74.3967035676846	-9.12690950582405
H5N1.NA.EPI_ISL_17885942.pelecaniformes.chile.NA.2022-12-09	2022-12-09	2022.94	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_17885975.carnivora.chile.NA.2023-03-07	2023-03-07	2023.18	2023-03	2023	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	carnivora	FALSE	mammal	-69.3557535441909	-20.1723893841755
H5N1.NA.EPI_ISL_18005784.pelecaniformes.chile.NA.2022-12-20	2022-12-20	2022.97	2022-12	2022	south america	chile	-36.352932692973	-71.0631434301439	profileNA	NA	NA	pelecaniformes	TRUE	other	-69.1155261199782	-23.5276504572593
