tip,label,node,cluster_profile,height,height_0.95_HPD,branch.length,host_simplifiedhost,host_simplifiedhost.prob,cluster_number
2,NA,530,2_1_1_1_1_1_1_1,2.12282094136569,,0.07401773292548608,galliformes-domestic,0.984557271414287,2_1_1_1_1_1_1_1
2,H5N1|2344b|EPI_ISL_11628236|galliformes|united_states|2_1_1_1_1_1_1_1|2022-02-21,2,2_1_1_1_1_1_1_1,2.09797889063549,,0.016855569038269902,galliformes-domestic,1,NA
3,NA,444,2_1_1_1_1_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
3,NA,475,2_1_1_1_1_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
3,NA,476,2_1_1_1_1_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
3,NA,775,2_1_1_1_1_1_1_1,2.48007050791772,,0.03447263027374303,anseriformes-wild,1,2_1_1_1_1_1_1_1
3,NA,776,2_1_1_1_1_1_1_1,2.1859120738323,,0.29582941371931737,anseriformes-wild,0.880503144654088,2_1_1_1_1_1_1_1
3,NA,777,2_1_1_1_1_1_1_1,2.11381622626786,,0.08277286236116987,anseriformes-wild,0.84868574086997,2_1_1_1_1_1_1_1
3,H5N1|2344b|EPI_ISL_11628244|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-02,3,2_1_1_1_1_1_1_1,2.07332135638871,,0.028146875448473718,galliformes-domestic,1,NA
4,NA,444,2_1_1_1_1_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
4,NA,475,2_1_1_1_1_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
4,NA,476,2_1_1_1_1_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
4,NA,775,2_1_1_1_1_1_1_1,2.48007050791772,,0.03447263027374303,anseriformes-wild,1,2_1_1_1_1_1_1_1
4,NA,778,2_1_1_1_1_1_1_1,2.4741017007555,,0.005968807162219925,anseriformes-wild,1,2_1_1_1_1_1_1_1
4,NA,780,2_1_1_1_1_1_1_1,2.45951217853316,,0.014589522222330231,anseriformes-wild,1,2_1_1_1_1_1_1_1
4,NA,785,2_1_1_1_1_1_1_1,2.41198255238713,,0.0012443483771349406,anseriformes-wild,1,2_1_1_1_1_1_1_1
4,NA,786,2_1_1_1_1_1_1_1,2.36408334952377,,0.09784584287926013,anseriformes-wild,0.99009900990099,2_1_1_1_1_1_1_1
4,NA,787,2_1_1_1_1_1_1_1,2.12510698482659,,0.24863056789091642,galliformes-domestic,0.970114431729808,2_1_1_1_1_1_1_1
4,H5N1|2344b|EPI_ISL_11897673|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-07,4,2_1_1_1_1_1_1_1,2.05962272625194,,0.052168693133885835,galliformes-domestic,1,NA
5,NA,444,2_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
5,NA,475,2_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
5,NA,476,2_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,477,2_1_1_1_2_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,492,2_1_1_1_2_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,493,2_1_1_1_2_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,494,2_1_1_1_2_1_1_1,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,495,2_1_1_1_2_1_1_1,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,516,2_1_1_1_2_1_1_1,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,NA,517,2_1_1_1_2_1_1_1,2.38194816651542,,0.01967614220790992,anseriformes-wild,1,2_1_1_1_1_1_1_1
5,H5N1|2344b|EPI_ISL_11971465|galliformes|united_states|2_1_1_1_2_1_1_1|2022-03-17,5,2_1_1_1_2_1_1_1,2.03222546597807,,0.40280159582709985,galliformes-domestic,1,NA
6,NA,444,4_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
6,NA,475,4_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
6,NA,476,4_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,477,4_1_1_1_2_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,492,4_1_1_1_2_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,493,4_1_1_1_2_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,494,4_1_1_1_2_1_1_1,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,495,4_1_1_1_2_1_1_1,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,516,4_1_1_1_2_1_1_1,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
6,NA,518,4_1_1_1_2_1_1_1,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
6,NA,519,4_1_1_1_2_1_1_1,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
6,NA,527,4_1_1_1_2_1_1_1,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
6,NA,543,4_1_1_1_2_1_1_1,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
6,NA,553,4_1_1_1_2_1_1_1,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
6,NA,554,4_1_1_1_2_1_1_1,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
6,NA,555,4_1_1_1_2_1_1_1,2.19755605592235,,0.0032040524022249883,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
6,NA,562,4_1_1_1_2_1_1_1,2.17358501354673,,0.023971042375619867,anseriformes-wild,0.866666666666667,4_3_1_1_2_1_1_3
6,NA,563,4_1_1_1_2_1_1_1,2.14848073238912,,0.02510428115761032,anseriformes-wild,0.933333333333333,4_3_1_1_2_1_1_3
6,NA,564,4_1_1_1_2_1_1_1,2.14697879226945,,0.0015019401196649795,anseriformes-wild,0.933333333333333,4_3_1_1_2_1_1_3
6,NA,565,4_1_1_1_2_1_1_1,2.12649942361958,,0.013559688241793655,anseriformes-wild,0.934782608695652,4_3_1_1_2_1_1_3
6,NA,566,4_1_1_1_2_1_1_1,2.11578903539789,,0.02733426718777654,anseriformes-wild,0.935897435897436,4_1_1_1_2_1_1_1
6,H5N1|2344b|EPI_ISL_11971467|galliformes|united_states|4_1_1_1_2_1_1_1|2022-03-17,6,4_1_1_1_2_1_1_1,2.03222546597808,,0.07385937086194438,galliformes-domestic,1,NA
7,NA,444,2_1_1_1_1_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
7,NA,475,2_1_1_1_1_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
7,NA,476,2_1_1_1_1_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
7,NA,477,2_1_1_1_1_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
7,NA,492,2_1_1_1_1_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
7,NA,769,2_1_1_1_1_1_1_1,2.23146358704105,,0.23521258404978518,anseriformes-wild,0.974002888567937,2_1_1_1_1_1_1_1
7,NA,770,2_1_1_1_1_1_1_1,2.19211669570598,,0.033437497410198525,anseriformes-wild,0.828183271177411,2_1_1_1_1_1_1_1
7,NA,771,2_1_1_1_1_1_1_1,2.14305567702044,,0.050799103428397,anseriformes-wild,0.611699100944577,2_1_1_1_1_1_1_1
7,H5N1|2344b|EPI_ISL_11971471|galliformes|united_states|2_1_1_1_1_1_1_1|2022-03-18,7,2_1_1_1_1_1_1_1,2.02948573995072,,0.11064693910751844,galliformes-domestic,1,NA
8,NA,444,15_10_19_1_7_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
8,NA,475,15_10_19_1_7_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
8,NA,476,15_10_19_1_7_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
8,NA,477,15_10_19_1_7_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
8,NA,492,15_10_19_1_7_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
8,NA,769,15_10_19_1_7_1_1_3,2.23146358704105,,0.23521258404978518,anseriformes-wild,0.974002888567937,2_1_1_1_1_1_1_1
8,NA,770,15_10_19_1_7_1_1_3,2.19211669570598,,0.033437497410198525,anseriformes-wild,0.828183271177411,2_1_1_1_1_1_1_1
8,NA,771,15_10_19_1_7_1_1_3,2.14305567702044,,0.050799103428397,anseriformes-wild,0.611699100944577,2_1_1_1_1_1_1_1
8,NA,772,15_10_19_1_7_1_1_3,2.06516320295786,,0.08015656840820995,galliformes-wild,0.728585712698589,15_10_19_1_7_1_1_3
8,NA,773,15_10_19_1_7_1_1_3,2.04195790120296,,0.022415633229277088,galliformes-wild,0.994638069705094,15_10_19_1_7_1_1_3
8,NA,774,15_10_19_1_7_1_1_3,2.03196814316001,,0.009910956891228118,galliformes-wild,1,15_10_19_1_7_1_1_3
8,H5N1|2344b|EPI_ISL_11971490|galliformes|united_states|15_10_19_1_7_1_1_3|2022-03-22,8,15_10_19_1_7_1_1_3,2.01852683584083,,0.009122684688458893,galliformes-wild,1,NA
9,NA,444,15_10_19_1_7_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
9,NA,475,15_10_19_1_7_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
9,NA,476,15_10_19_1_7_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
9,NA,477,15_10_19_1_7_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
9,NA,492,15_10_19_1_7_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
9,NA,769,15_10_19_1_7_1_1_3,2.23146358704105,,0.23521258404978518,anseriformes-wild,0.974002888567937,2_1_1_1_1_1_1_1
9,NA,770,15_10_19_1_7_1_1_3,2.19211669570598,,0.033437497410198525,anseriformes-wild,0.828183271177411,2_1_1_1_1_1_1_1
9,NA,771,15_10_19_1_7_1_1_3,2.14305567702044,,0.050799103428397,anseriformes-wild,0.611699100944577,2_1_1_1_1_1_1_1
9,NA,772,15_10_19_1_7_1_1_3,2.06516320295786,,0.08015656840820995,galliformes-wild,0.728585712698589,15_10_19_1_7_1_1_3
9,H5N1|2344b|EPI_ISL_11971491|anseriformes|united_states|15_10_19_1_7_1_1_3|2022-03-22,9,15_10_19_1_7_1_1_3,2.01852683584082,,0.04144927480896543,anseriformes-wild,1,NA
10,NA,444,2_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
10,NA,475,2_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
10,NA,476,2_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
10,NA,477,2_1_1_1_2_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
10,NA,492,2_1_1_1_2_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
10,NA,493,2_1_1_1_2_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
10,NA,754,2_1_1_1_2_1_1_1,2.41937070706208,,0.03790512823252001,anseriformes-wild,0.866666666666667,2_1_1_1_1_1_1_1
10,NA,766,2_1_1_1_2_1_1_1,2.34323366163796,,0.0761370454241197,anseriformes-wild,0.8,2_1_1_1_1_1_1_1
10,NA,767,2_1_1_1_2_1_1_1,2.09929633857949,,0.24718273752058417,anseriformes-wild,0.445652173913043,2_1_1_1_2_1_1_1
10,H5N1|2344b|EPI_ISL_11971501|galliformes|united_states|2_1_1_1_2_1_1_1|2022-03-24,10,2_1_1_1_2_1_1_1,2.01304738378611,,0.08300354033116752,galliformes-domestic,1,NA
11,NA,444,15_10_19_1_7_1_1_3,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
11,NA,475,15_10_19_1_7_1_1_3,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
11,NA,476,15_10_19_1_7_1_1_3,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
11,NA,477,15_10_19_1_7_1_1_3,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
11,NA,492,15_10_19_1_7_1_1_3,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
11,NA,769,15_10_19_1_7_1_1_3,2.23146358704105,,0.23521258404978518,anseriformes-wild,0.974002888567937,2_1_1_1_1_1_1_1
11,NA,770,15_10_19_1_7_1_1_3,2.19211669570598,,0.033437497410198525,anseriformes-wild,0.828183271177411,2_1_1_1_1_1_1_1
11,NA,771,15_10_19_1_7_1_1_3,2.14305567702044,,0.050799103428397,anseriformes-wild,0.611699100944577,2_1_1_1_1_1_1_1
11,NA,772,15_10_19_1_7_1_1_3,2.06516320295786,,0.08015656840820995,galliformes-wild,0.728585712698589,15_10_19_1_7_1_1_3
11,NA,773,15_10_19_1_7_1_1_3,2.04195790120296,,0.022415633229277088,galliformes-wild,0.994638069705094,15_10_19_1_7_1_1_3
11,H5N1|2344b|EPI_ISL_11971502|galliformes|united_states|15_10_19_1_7_1_1_3|2022-03-25,11,15_10_19_1_7_1_1_3,2.01030765775831,,0.027252819661987004,galliformes-wild,1,NA
12,NA,444,5_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
12,NA,475,5_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
12,NA,476,5_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,477,5_1_1_1_2_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,492,5_1_1_1_2_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,493,5_1_1_1_2_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,494,5_1_1_1_2_1_1_1,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,495,5_1_1_1_2_1_1_1,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,516,5_1_1_1_2_1_1_1,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,518,5_1_1_1_2_1_1_1,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
12,NA,714,5_1_1_1_2_1_1_1,2.32011163587439,,0.028888761674001007,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,715,5_1_1_1_2_1_1_1,2.22560870637507,,0.09450292949932004,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,716,5_1_1_1_2_1_1_1,2.22116977370304,,0.004438932672031104,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,717,5_1_1_1_2_1_1_1,2.21945470242932,,0.0017150712737139528,anseriformes-wild,1,2_1_1_1_1_1_1_1
12,NA,718,5_1_1_1_2_1_1_1,2.18579078144013,,0.03366392098919002,anseriformes-wild,1,5_1_1_1_2_1_1_1
12,NA,719,5_1_1_1_2_1_1_1,2.134617651701,,0.06004227097441994,anseriformes-wild,0.848484848484849,5_1_1_1_2_1_1_1
12,H5N1|2344b|EPI_ISL_12567529|anseriformes|united_states|5_1_1_1_2_1_1_1|2022-03-25,12,5_1_1_1_2_1_1_1,2.01030765775831,,0.11544085270709026,anseriformes-domestic,1,NA
13,NA,444,2_1_1_1_1_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
13,NA,475,2_1_1_1_1_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
13,NA,476,2_1_1_1_1_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,477,2_1_1_1_1_1_1_1,2.46875134434476,,0.04579179384670207,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,492,2_1_1_1_1_1_1_1,2.45958186394648,,0.009169480398276253,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,493,2_1_1_1_1_1_1_1,2.4572758352946,,0.0023060286518790107,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,494,2_1_1_1_1_1_1_1,2.45572820691483,,0.0015476283797699608,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,495,2_1_1_1_1_1_1_1,2.45542680020583,,3.014067089983641e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,516,2_1_1_1_1_1_1_1,2.45470320401295,,7.235961928846457e-4,anseriformes-wild,1,2_1_1_1_1_1_1_1
13,NA,518,2_1_1_1_1_1_1_1,2.35725658642844,,0.10570280646455865,anseriformes-wild,0.995886654478976,2_1_1_1_1_1_1_1
13,NA,519,2_1_1_1_1_1_1_1,2.29561100765285,,0.05338938989554132,anseriformes-wild,0.933333333333333,2_1_1_1_1_1_1_1
13,NA,527,2_1_1_1_1_1_1_1,2.29010664269149,,0.0055043649613599754,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
13,NA,543,2_1_1_1_1_1_1_1,2.28704632330248,,0.0030603193890130775,anseriformes-wild,0.933333333333333,5_1_1_1_2_1_1_1
13,NA,553,2_1_1_1_1_1_1_1,2.24171994321149,,0.05253752670897516,anseriformes-wild,0.932968976048867,4_3_1_1_2_1_1_3
13,NA,554,2_1_1_1_1_1_1_1,2.20076010832457,,0.03374868826892463,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
13,NA,686,2_1_1_1_1_1_1_1,2.1590539303308,,0.04170617799378018,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
13,NA,687,2_1_1_1_1_1_1_1,2.12776750386039,,0.03128642647040003,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
13,NA,688,2_1_1_1_1_1_1_1,2.10100066733464,,0.02676683652574985,anseriformes-wild,0.8,4_3_1_1_2_1_1_3
13,H5N1|2344b|EPI_ISL_12567532|anseriformes|united_states|2_1_1_1_1_1_1_1|2022-03-24,13,2_1_1_1_1_1_1_1,2.01304738378612,,0.08795328354843468,anseriformes-domestic,1,NA
14,NA,444,6_4_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
14,NA,475,6_4_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
14,NA,790,6_4_1_1_2_1_1_1,2.44422933410567,,0.060852129658702125,anseriformes-wild,1,6_4_1_1_2_1_1_1
14,NA,791,6_4_1_1_2_1_1_1,2.46431271998146,,-0.00866709228542506,anseriformes-wild,1,6_4_1_1_2_1_1_1
14,NA,821,6_4_1_1_2_1_1_1,2.45894542500849,,0.005367294972976389,anseriformes-wild,1,6_4_8_1_2_1_1_1
14,NA,822,6_4_1_1_2_1_1_1,2.31706208516409,,0.14188333984439971,anseriformes-wild,1,6_4_8_1_2_1_1_1
14,NA,869,6_4_1_1_2_1_1_1,2.2655596018171,,0.05150248334699015,other-bird,0.6,6_4_8_1_2_1_1_1
14,NA,870,6_4_1_1_2_1_1_1,2.26350999915463,,0.0020496026624670094,other-bird,0.6,6_4_8_1_2_1_1_1
14,H5N1|2344b|EPI_ISL_12690590|galliformes|united_states|6_4_1_1_2_1_1_1|2022-03-28,14,6_4_1_1_2_1_1_1,2.00208847967624,,0.261421519478076,galliformes-domestic,1,NA
15,NA,444,2_1_1_1_1_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
15,NA,445,2_1_1_1_1_1_1_1,2.47636081708014,,0.1570245972776414,charadriiformes-wild,0.780157835400225,2_1_1_1_1_1_1_1
15,NA,446,2_1_1_1_1_1_1_1,2.45102182868951,,0.014078200065117397,charadriiformes-wild,0.870689655172414,2_1_1_1_1_1_1_1
15,NA,447,2_1_1_1_1_1_1_1,2.44169263931485,,6.446048102768387e-4,charadriiformes-wild,0.881824981301421,2_1_1_1_1_1_1_1
15,NA,448,2_1_1_1_1_1_1_1,2.31181749565231,,0.15397282124734968,anseriformes-domestic,0.541591115140526,2_1_1_1_1_1_1_1
15,H5N1|2344b|EPI_ISL_12968593|anseriformes|canada|2_1_1_1_1_1_1_1|2021-12-17,15,2_1_1_1_1_1_1_1,2.27880080844374,,0.022134316334256,anseriformes-domestic,1,NA
16,NA,444,5_1_1_1_2_1_1_1,2.64172908620368,,NA,anseriformes-wild,0.678146872569715,2_1_1_1_1_1_1_1
16,NA,475,5_1_1_1_2_1_1_1,2.53081226728825,,0.1101575908236394,anseriformes-wild,0.983210912906611,2_1_1_1_1_1_1_1
16,NA,476,5_1_1_1_2_1_1_1,2.52125640237391,,0.0019546191632811016,anseriformes-wild,1,2_1_1_1_1_1_1_1
