gid_0,country,name_1,varname_1,hasc_1,iso_1,adm1_long,adm1_lat,adm0_long,adm0_lat
atg,antigua and barbuda,saint mary,bolands,ag.ma,ag-05,-61.856178303132,17.0517829576746,-61.7982673226285,17.2705755139238
atg,antigua and barbuda,saint paul,nelson's dockyard,ag.pa,ag-06,-61.7729818668671,17.0333938222647,-61.7982673226285,17.2705755139238
atg,antigua and barbuda,saint peter,parham,ag.pe,ag-07,-61.7599559903169,17.0927091666972,-61.7982673226285,17.2705755139238
atg,antigua and barbuda,saint philip,carlisle,ag.ph,ag-08,-61.7097794673198,17.0654469657231,-61.7982673226285,17.2705755139238
aus,australia,ashmore and cartier islands,na,au.as,na,123.079627865022,-12.2665071244377,134.304078958661,-25.7597357635461
aus,australia,australian capital territory,na,au.ac,au-act,149.002681844482,-35.4884136149945,134.304078958661,-25.7597357635461
aus,australia,coral sea islands territory,na,au.cr,na,152.354855181889,-20.3824250901898,134.304078958661,-25.7597357635461
aus,australia,jervis bay territory,na,au.jb,na,150.69052420851,-35.1524783289895,134.304078958661,-25.7597357635461
aus,australia,new south wales,na,au.ns,au-nsw,147.01712132801,-32.1593871357336,134.304078958661,-25.7597357635461
aus,australia,northern territory,na,au.nt,au-nt,133.357883639846,-19.3381773443426,134.304078958661,-25.7597357635461
aus,australia,queensland,na,au.ql,au-qld,144.459711454483,-22.4960607776623,134.304078958661,-25.7597357635461
aus,australia,south australia,na,au.sa,au-sa,135.761900737655,-30.0787739252579,134.304078958661,-25.7597357635461
aus,australia,tasmania,na,au.ts,au-tas,146.611858917973,-41.9564178700563,134.304078958661,-25.7597357635461
aus,australia,victoria,na,au.vi,au-vic,144.281200356397,-36.8569283165713,134.304078958661,-25.7597357635461
aus,australia,western australia,na,au.wa,au-wa,122.283991646594,-25.3288392260846,134.304078958661,-25.7597357635461
aut,austria,burgenland,burgenlândia,at.bu,at-1,16.5210916421406,47.5422084232857,14.1261824377155,47.5942901543001
aut,austria,kärnten,carinthia|caríntia|carintia,at.ka,at-2,13.9191072983427,46.7756065980659,14.1261824377155,47.5942901543001
aut,austria,niederösterreich,lower austria|baixa-áustria|baja austria|niederdonau|österreich unter der enns,at.no,at-3,15.7529218938467,48.2718646696418,14.1261824377155,47.5942901543001
aut,austria,oberösterreich,upper austria|alta-áustria|alta austria|österreich ober der enns|oberösterreich,at.oo,at-4,13.9653618911462,48.1371934331394,14.1261824377155,47.5942901543001
aut,austria,salzburg,salzburgo,at.sz,at-5,13.0848644916096,47.3885937043155,14.1261824377155,47.5942901543001
aut,austria,steiermark,styria|est¡ria|estiria,at.st,at-6,15.014733244016,47.2699907298467,14.1261824377155,47.5942901543001
aut,austria,tirol,tyrol,at.tr,at-7,11.5020908076905,47.1966656601666,14.1261824377155,47.5942901543001
aut,austria,vorarlberg,na,at.vo,at-8,9.89649424147589,47.2399358407422,14.1261824377155,47.5942901543001
aut,austria,wien,vienna|viena,at.wi,at-9,16.3790253882177,48.2089421257604,14.1261824377155,47.5942901543001
aze,azerbaijan,absheron,na,na,na,49.4358877160347,40.4542839378182,47.5314872607554,40.2857538392849
aze,azerbaijan,aran,na,na,na,48.132838719489,40.0187334230757,47.5314872607554,40.2857538392849
aze,azerbaijan,daglig-shirvan,na,na,na,48.4815964008724,40.6405106143737,47.5314872607554,40.2857538392849
aze,azerbaijan,ganja-qazakh,na,na,na,46.0047875377803,40.812541004192,47.5314872607554,40.2857538392849
aze,azerbaijan,kalbajar-lachin,na,na,na,46.3357742037589,39.7730044129684,47.5314872607554,40.2857538392849
aze,azerbaijan,lankaran,na,na,az-la,48.569825318934,38.9212299550421,47.5314872607554,40.2857538392849
aze,azerbaijan,nakhchivan,na,na,na,45.51729275624,39.3030133787951,47.5314872607554,40.2857538392849
aze,azerbaijan,quba-khachmaz,na,na,na,48.5829290726318,41.2756276094633,47.5314872607554,40.2857538392849
aze,azerbaijan,shaki-zaqatala,na,na,na,47.1146006739651,41.2319061856393,47.5314872607554,40.2857538392849
aze,azerbaijan,yukhari-karabakh,na,na,na,46.9582455044428,39.7776081634616,47.5314872607554,40.2857538392849
bdi,burundi,bubanza,na,bi.bb,na,29.3993379112002,-3.12455161193124,29.8899140627568,-3.36747359039376
bdi,burundi,bujumbura mairie,na,bi.bm,bi-bm,29.3362196865347,-3.38380793393928,29.8899140627568,-3.36747359039376
bdi,burundi,bujumbura rural,usumbura,bi.bu,na,29.3969429734523,-3.49904711888017,29.8899140627568,-3.36747359039376
bdi,burundi,bururi,na,bi.br,bi-br,29.5546778556929,-3.89108361760341,29.8899140627568,-3.36747359039376
bdi,burundi,cankuzo,na,bi.ca,na,30.603737154905,-3.1418989897418,29.8899140627568,-3.36747359039376
bdi,burundi,cibitoke,na,bi.ci,bi-ci,29.2292464434529,-2.81904746995137,29.8899140627568,-3.36747359039376
bdi,burundi,gitega,kitega,bi.gi,bi-gi,29.9222287293792,-3.49223621769148,29.8899140627568,-3.36747359039376
bdi,burundi,karuzi,karusi,bi.kr,na,30.1202376359069,-3.1373735676785,29.8899140627568,-3.36747359039376
bdi,burundi,kayanza,na,bi.ky,na,29.6589578813921,-3.0072793367464,29.8899140627568,-3.36747359039376
bdi,burundi,kirundo,na,bi.ki,bi-ki,30.1576473455003,-2.54401759234161,29.8899140627568,-3.36747359039376
bdi,burundi,makamba,na,bi.ma,na,29.735712924856,-4.24775831339286,29.8899140627568,-3.36747359039376
bdi,burundi,muramvya,muramviya,bi.mv,bi-mu,29.6518558243905,-3.27124531521703,29.8899140627568,-3.36747359039376
bdi,burundi,muyinga,muhinga,bi.my,na,30.3471791781145,-2.77692664829258,29.8899140627568,-3.36747359039376
bdi,burundi,mwaro,na,bi.mw,bi-mw,29.7153034594553,-3.49054590620721,29.8899140627568,-3.36747359039376
bdi,burundi,ngozi,na,bi.ng,bi-ng,29.9249104561013,-2.8749772672053,29.8899140627568,-3.36747359039376
bdi,burundi,rutana,na,bi.rt,bi-rt,30.0949536484769,-3.87502102031708,29.8899140627568,-3.36747359039376
bdi,burundi,ruyigi,na,bi.ry,bi-ry,30.3227808683424,-3.45801070535689,29.8899140627568,-3.36747359039376
bel,belgium,bruxelles,brussel,na,na,4.36741993523331,50.836410161922,4.66939027974939,50.64017310615
bel,belgium,vlaanderen,flandres,na,na,4.2420548599892,51.0391095671615,4.66939027974939,50.64017310615
bel,belgium,wallonie,na,na,na,5.0143267931739,50.3127973408239,4.66939027974939,50.64017310615
ben,benin,alibori,na,bj.al,bj-al,2.89915320142529,11.3283229274971,2.33970693359707,9.64834530386091
ben,benin,atakora,na,bj.ak,bj-ak,1.57409759961717,10.6852201264774,2.33970693359707,9.64834530386091
ben,benin,atlantique,na,bj.aq,bj-aq,2.21930161525925,6.61774663369766,2.33970693359707,9.64834530386091
ben,benin,borgou,na,bj.bo,bj-bo,2.7712317404201,9.80260809411587,2.33970693359707,9.64834530386091
ben,benin,collines,na,bj.cl,bj-co,2.20414388260271,8.13589358447399,2.33970693359707,9.64834530386091
ben,benin,donga,na,bj.do,bj-do,1.80981647218322,9.32796509198942,2.33970693359707,9.64834530386091
ben,benin,kouffo,couffo,bj.cf,bj-ko,1.78163009330638,7.00114275419923,2.33970693359707,9.64834530386091
ben,benin,littoral,na,bj.li,bj-li,2.4181948394835,6.37581144789298,2.33970693359707,9.64834530386091
ben,benin,mono,na,bj.mo,bj-mo,1.83468455716922,6.55886462819926,2.33970693359707,9.64834530386091
ben,benin,ouémé,na,bj.ou,bj-ou,2.54592297057169,6.61493417710133,2.33970693359707,9.64834530386091
ben,benin,plateau,na,bj.pl,bj-pl,2.62696692793444,7.19952569322185,2.33970693359707,9.64834530386091
ben,benin,zou,na,bj.zo,bj-zo,2.10930224724898,7.27756813603257,2.33970693359707,9.64834530386091
bes,"bonaire, sint eustatius and saba",bonaire,na,na,bq-bo,-68.2901253736262,12.1838166949745,-67.6954582449049,12.8138572313806
bes,"bonaire, sint eustatius and saba",saba,na,na,bq-sa,-63.2375275913942,17.631469138052,-67.6954582449049,12.8138572313806
bes,"bonaire, sint eustatius and saba",sint eustatius,na,na,bq-se,-62.9762812913314,17.4908416799459,-67.6954582449049,12.8138572313806
bfa,burkina faso,boucle du mouhoun,na,bf.bo,na,-3.48898757445962,12.5400029927371,-1.75266049543,12.2773783178266
bfa,burkina faso,cascades,na,bf.cd,na,-4.57019316317821,10.3517321268228,-1.75266049543,12.2773783178266
bfa,burkina faso,centre,na,bf.ct,na,-1.50225950906361,12.322545092828,-1.75266049543,12.2773783178266
bfa,burkina faso,centre-est,na,bf.ce,na,-0.185748495359223,11.607062592729,-1.75266049543,12.2773783178266
bfa,burkina faso,centre-nord,na,bf.cn,na,-0.974233052084043,13.2686112699011,-1.75266049543,12.2773783178266
bfa,burkina faso,centre-ouest,na,bf.co,na,-2.22039038152235,11.8078165716838,-1.75266049543,12.2773783178266
bfa,burkina faso,centre-sud,na,bf.cs,na,-1.21899155393781,11.5824342008997,-1.75266049543,12.2773783178266
bfa,burkina faso,est,na,bf.es,na,0.921296486849541,12.2280109177856,-1.75266049543,12.2773783178266
bfa,burkina faso,haut-bassins,na,bf.hb,na,-4.33207955486008,11.3680562315084,-1.75266049543,12.2773783178266
bfa,burkina faso,nord,na,bf.no,na,-2.28300676954771,13.4587936747484,-1.75266049543,12.2773783178266
bfa,burkina faso,plateau-central,na,bf.pc,na,-1.14239483457449,12.4497842699888,-1.75266049543,12.2773783178266
bfa,burkina faso,sahel,na,bf.sa,na,-0.43862632241683,14.1465611440498,-1.75266049543,12.2773783178266
bfa,burkina faso,sud-ouest,na,bf.so,na,-3.23079849254042,10.4752219989831,-1.75266049543,12.2773783178266
bgd,bangladesh,barisal,bakerganj,bd.ba,na,90.344768987639,22.4266628910098,90.2865403636969,23.8299093538119
bgd,bangladesh,chittagong,chattagram|parbattya chattagram|,bd.cg,na,91.7338669869029,22.7094803060543,90.2865403636969,23.8299093538119
bgd,bangladesh,dhaka,daca|dacca,bd.dh,bd-c,90.2414505082105,23.8370274948869,90.2865403636969,23.8299093538119
bgd,bangladesh,khulna,na,bd.kh,bd-d,89.2945109274857,22.9106139681995,90.2865403636969,23.8299093538119
bgd,bangladesh,mymensingh,na,bd.mm,na,90.3807305529228,24.8464888520822,90.2865403636969,23.8299093538119
bgd,bangladesh,rajshahi,na,bd.rs,bd-e,89.0460406913976,24.5882906885911,90.2865403636969,23.8299093538119
