tipnames	collection_regionname	collection_countryname	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_13300324|ciconiiformes|netherlands|1_1_2_1_1_1_1_1|2022-05-27	western europe	netherlands	other-bird	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_13369745|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2021-11-10	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370248|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2021-11-23	northern europe	united kingdom	anseriformes-domestic	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_13370419|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2021-12-01	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370625|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2021-12-30	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370632|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-01-02	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370703|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-02-03	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370704|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-02-12	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370705|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-02-20	northern europe	united kingdom	galliformes-wild	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_13370709|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-02-26	northern europe	united kingdom	galliformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370914|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-03-20	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370918|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-04-04	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13370923|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-04-12	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13453567|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-05-31	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13486869|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-03-07	northern europe	united kingdom	anseriformes-wild	56.7931587491509	-4.20419908814114
H5N1|2344b|EPI_ISL_13514370|charadriiformes|belgium|1_1_2_1_1_1_1_1|2022-06-04	western europe	belgium	charadriiformes-wild	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_13514375|galliformes|belgium|1_1_2_1_1_1_1_1|2022-06-20	western europe	belgium	galliformes-domestic	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_13778475|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-06-07	western europe	netherlands	charadriiformes-wild	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_13778523|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-06-20	western europe	netherlands	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_13969429|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-03-24	northern europe	united kingdom	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_13990715|anseriformes|france|1_1_2_1_1_1_1_1|2022-04-26	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990718|accipitriformes|france|1_1_2_1_1_1_1_1|2022-05-27	western europe	france	other-bird	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990725|galliformes|france|1_1_2_1_1_1_1_1|2022-02-26	western europe	france	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990728|anseriformes|france|1_1_2_1_1_1_1_1|2022-02-02	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990732|galliformes|france|1_1_2_1_1_1_1_1|2022-03-06	western europe	france	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990736|galliformes|france|1_1_2_1_1_1_1_1|2022-01-31	western europe	france	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990740|falconiformes|france|1_1_2_1_1_1_1_1|2022-05-18	western europe	france	other-bird	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13990741|anseriformes|france|1_1_2_1_1_1_1_1|2022-05-27	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_14064984|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-07-06	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14064985|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-07-06	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14163715|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-07-12	western europe	netherlands	anseriformes-wild	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_14171741|pelecaniformes|netherlands|1_1_2_1_1_1_1_1|2022-07-11	western europe	netherlands	other-bird	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_14233919|pelecaniformes|netherlands|1_1_2_1_1_1_1_1|2022-07-24	western europe	netherlands	other-bird	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_14233925|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-07-22	western europe	netherlands	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_14389148|podicipediformes|belgium|1_1_2_1_1_1_1_1|2022-01-24	western europe	belgium	other-bird	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_14389524|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-01-26	western europe	belgium	anseriformes-domestic	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_14392127|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-02-17	western europe	belgium	anseriformes-wild	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_14393126|carnivora|netherlands|1_1_2_1_1_1_1_1|2022-02-15	western europe	netherlands	mammal	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_14393671|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-04-13	western europe	belgium	anseriformes-wild	50.3127973408239	5.0143267931739
H5N1|2344b|EPI_ISL_14469693|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-07-30	western europe	netherlands	charadriiformes-wild	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_14493899|carnivora|belgium|1_1_2_1_1_1_1_1|2022-04-16	western europe	belgium	mammal	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_14497855|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-08-05	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14497885|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-08-09	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14571436|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-06-14	western europe	germany	charadriiformes-wild	52.7642105761026	9.16783937293005
H5N1|2344b|EPI_ISL_14573037|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-05-31	western europe	germany	charadriiformes-wild	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_14761395|charadriiformes|italy|1_1_2_1_1_1_1_1|2022-02-01	southern europe	italy	charadriiformes-wild	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_14864637|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-06-16	northern europe	united kingdom	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14864640|carnivora|united_kingdom|1_1_2_1_1_1_1_1|2021-12-07	northern europe	united kingdom	mammal	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14864646|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-07-26	northern europe	united kingdom	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14917968|charadriiformes|poland|1_1_2_1_1_1_1_1|2022-07-13	eastern europe	poland	charadriiformes-wild	54.1541828653429	17.9878737941344
H5N1|2344b|EPI_ISL_14917999|charadriiformes|poland|1_1_2_1_1_1_1_1|2022-05-30	eastern europe	poland	charadriiformes-wild	54.1541828653429	17.9878737941344
H5N1|2344b|EPI_ISL_15069399|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-08-10	western europe	netherlands	charadriiformes-wild	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_15088295|accipitriformes|netherlands|1_1_2_1_1_1_1_1|2022-08-17	western europe	netherlands	other-bird	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15088298|suliformes|netherlands|1_1_2_1_1_1_1_1|2022-08-23	western europe	netherlands	other-bird	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15088302|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-08-27	western europe	netherlands	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_15234365|galliformes|france|1_1_2_1_1_1_1_1|2022-08-16	western europe	france	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15234366|anseriformes|france|1_1_2_1_1_1_1_1|2022-06-10	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15267013|pelecaniformes|netherlands|1_1_2_1_1_1_1_1|2022-06-16	western europe	netherlands	other-bird	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15267021|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-09-02	western europe	netherlands	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15267022|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-09-03	western europe	netherlands	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_15364794|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-09-26	western europe	netherlands	anseriformes-wild	51.5616727876811	5.19541346074046
H5N1|2344b|EPI_ISL_15364797|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-09-19	western europe	netherlands	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_15535272|anseriformes|poland|1_1_2_1_1_1_1_1|2022-09-20	eastern europe	poland	anseriformes-domestic	51.6035747353358	19.4163037332462
H5N1|2344b|EPI_ISL_15542438|primates|spain|1_1_2_1_1_1_1_1|2022-09-23	southern europe	spain	human	39.5775776627216	-3.0063889993474
H5N1|2344b|EPI_ISL_15579540|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-09-21	western europe	netherlands	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_15585749|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-06	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15585885|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-14	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15585906|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-08-26	northern europe	united kingdom	galliformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15586113|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-09	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15586122|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-09-09	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15586134|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-09-18	northern europe	united kingdom	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15698209|galliformes|belgium|1_1_2_1_1_1_1_1|2022-09-26	western europe	belgium	galliformes-domestic	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_15699799|galliformes|belgium|1_1_2_1_1_1_1_1|2022-10-01	western europe	belgium	galliformes-domestic	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_15759950|accipitriformes|netherlands|1_1_2_1_1_1_1_1|2022-10-31	western europe	netherlands	other-bird	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_15857845|galliformes|italy|1_1_2_1_1_1_1_1|2022-11-13	southern europe	italy	galliformes-domestic	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_15857954|galliformes|italy|1_1_2_1_1_1_1_1|2022-10-25	southern europe	italy	galliformes-domestic	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_15857991|anseriformes|italy|1_1_2_1_1_1_1_1|2022-09-23	southern europe	italy	anseriformes-wild	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_15878545|galliformes|france|1_1_2_1_1_1_1_1|2022-09-19	western europe	france	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15878549|ciconiiformes|france|1_1_2_1_1_1_1_1|2022-08-25	western europe	france	other-bird	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15925876|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-10-29	western europe	netherlands	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_15925878|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-11-01	western europe	netherlands	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_15957906|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-11-06	northern europe	united kingdom	anseriformes-domestic	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_15957912|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-11-06	northern europe	united kingdom	galliformes-domestic	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_15957933|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-11-08	northern europe	united kingdom	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15958027|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-21	northern europe	united kingdom	galliformes-wild	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_16096040|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-06-30	western europe	germany	charadriiformes-wild	54.1814850326718	9.81577342948134
H5N1|2344b|EPI_ISL_16096044|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-07-02	western europe	germany	charadriiformes-wild	53.5463325421189	10.020950289547
H5N1|2344b|EPI_ISL_16096047|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-07-04	western europe	germany	charadriiformes-wild	52.7642105761026	9.16783937293005
H5N1|2344b|EPI_ISL_16113089|anseriformes|denmark|1_1_2_1_1_1_1_1|2022-04-20	northern europe	denmark	anseriformes-wild	56.2490598335433	9.39675377639095
H5N1|2344b|EPI_ISL_16113090|falconiformes|denmark|1_1_2_1_1_1_1_1|2022-07-17	northern europe	denmark	other-bird	55.2791973821106	11.7026524381832
H5N1|2344b|EPI_ISL_16113225|charadriiformes|denmark|1_1_2_1_1_1_1_1|2022-06-14	northern europe	denmark	charadriiformes-wild	55.2791973821106	11.7026524381832
H5N1|2344b|EPI_ISL_16113230|charadriiformes|denmark|1_1_2_1_1_1_1_1|2022-06-19	northern europe	denmark	charadriiformes-wild	57.0522607274982	9.67257639647962
H5N1|2344b|EPI_ISL_16113231|strigiformes|denmark|1_1_2_1_1_1_1_1|2022-06-08	northern europe	denmark	other-bird	55.3568797999445	9.45020901930698
H5N1|2344b|EPI_ISL_16113366|accipitriformes|denmark|1_1_2_1_1_1_1_1|2022-06-11	northern europe	denmark	other-bird	56.2490598335433	9.39675377639095
H5N1|2344b|EPI_ISL_16122075|anseriformes|germany|1_1_2_1_1_1_1_1|2022-07-25	western europe	germany	anseriformes-domestic	54.1814850326718	9.81577342948134
H5N1|2344b|EPI_ISL_16196757|anseriformes|cyprus|1_1_2_1_1_1_1_1|2022-11-28	western asia	cyprus	anseriformes-wild	34.9271405224189	33.0028868587447
H5N1|2344b|EPI_ISL_16196761|anseriformes|cyprus|1_1_2_1_1_1_1_1|2022-11-25	western asia	cyprus	anseriformes-wild	34.9271405224189	33.0028868587447
H5N1|2344b|EPI_ISL_16199040|galliformes|austria|1_1_2_1_1_1_1_1|2022-11-08	western europe	austria	galliformes-domestic	47.5942901543001	14.1261824377155
H5N1|2344b|EPI_ISL_16206845|anseriformes|luxembourg|1_1_2_1_1_1_1_1|2022-12-11	western europe	luxembourg	anseriformes-wild	49.9300394358161	5.99508360642885
H5N1|2344b|EPI_ISL_16350797|anseriformes|sweden|1_1_2_1_1_1_1_1|2022-11-18	northern europe	sweden	anseriformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_16384174|charadriiformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-01	northern europe	united kingdom	charadriiformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16384184|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-06	northern europe	united kingdom	galliformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16384199|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-19	northern europe	united kingdom	anseriformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16398196|charadriiformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-09	northern europe	united kingdom	charadriiformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16507109|ciconiiformes|france|1_1_2_1_1_1_1_1|2022-09-29	western europe	france	other-bird	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_16524187|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-12-17	western europe	netherlands	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_16524593|anseriformes|france|1_1_2_1_1_1_1_1|2022-10-18	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_16524595|anseriformes|france|1_1_2_1_1_1_1_1|2022-11-21	western europe	france	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_16548356|galliformes|belgium|1_1_2_1_1_1_1_1|2022-11-10	western europe	belgium	galliformes-wild	50.3127973408239	5.0143267931739
H5N1|2344b|EPI_ISL_16549245|strigiformes|belgium|1_1_2_1_1_1_1_1|2022-11-21	western europe	belgium	other-bird	50.3127973408239	5.0143267931739
H5N1|2344b|EPI_ISL_16549380|carnivora|belgium|1_1_2_1_1_1_1_1|2022-12-08	western europe	belgium	mammal	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_16560282|anseriformes|sweden|1_1_2_1_1_1_1_1|2022-12-17	northern europe	sweden	anseriformes-wild	57.5128828372686	18.541723046906
H5N1|2344b|EPI_ISL_16574556|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-28	northern europe	united kingdom	galliformes-domestic	56.7931587491509	-4.20419908814114
H5N1|2344b|EPI_ISL_16574682|accipitriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-21	northern europe	united kingdom	other-bird	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16613713|galliformes|czechia|1_1_2_1_1_1_1_1|2023-01-04	eastern europe	czechia	galliformes-domestic	49.5901077813144	13.2328532454248
H5N1|2344b|EPI_ISL_16613716|galliformes|czechia|1_1_2_1_1_1_1_1|2023-01-04	eastern europe	czechia	galliformes-domestic	49.0928166218663	14.4391547985202
H5N1|2344b|EPI_ISL_16613718|galliformes|czechia|1_1_2_1_1_1_1_1|2022-01-10	eastern europe	czechia	galliformes-domestic	49.0928166218663	14.4391547985202
H5N1|2344b|EPI_ISL_16631820|charadriiformes|sweden|1_1_2_1_1_1_1_1|2022-12-27	northern europe	sweden	charadriiformes-wild	58.2955067014075	12.8595382920252
H5N1|2344b|EPI_ISL_16679310|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2023-01-02	western europe	netherlands	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_16741221|anseriformes|france|1_1_2_1_1_1_1_1|2022-12-07	western europe	france	anseriformes-wild	45.1919179875327	0.197671288105137
H5N1|2344b|EPI_ISL_16741326|galliformes|france|1_1_2_1_1_1_1_1|2022-12-09	western europe	france	galliformes-domestic	45.1919179875327	0.197671288105137
H5N1|2344b|EPI_ISL_16748778|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-08-18	western europe	belgium	anseriformes-wild	51.0391095671615	4.2420548599892
