tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,clade,collection_original,cluster_profile,cluster_label,collection_tipdate,collection_dateerror
H9N2|NA|EPI_ISL_14768093|galliformes|nigeria|NA|2019-07-11,H9N2,EPI_ISL_14768093,A/guinea_fowl/Nigeria/KD-GF120-122OR_19VIR8424-18/2019,2019-07-11,2019.52,2019-07,2019,Aves,galliformes,numididae,guttera pucherani/verreauxi/edouardi,crested guineafowl sp.,TRUE,wild,galliformes-wild,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-11,FALSE
H9N2|NA|EPI_ISL_14768091|galliformes|nigeria|NA|2019-07-07,H9N2,EPI_ISL_14768091,A/chicken/Nigeria/SK-LC17-19C_19VIR8424-10/2019,2019-07-07,2019.51,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-07,FALSE
H9N2|NA|EPI_ISL_14768090|galliformes|nigeria|NA|2019-07-07,H9N2,EPI_ISL_14768090,A/chicken/Nigeria/SK-LC14-16T_19VIR8424-13/2019,2019-07-07,2019.51,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-07,FALSE
H9N2|NA|EPI_ISL_14768084|galliformes|nigeria|NA|2019-07-05,H9N2,EPI_ISL_14768084,A/chicken/Nigeria/OG-BL17-21T_19VIR8424-6/2019,2019-07-05,2019.51,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-05,FALSE
H9N2|NA|EPI_ISL_14768080|galliformes|nigeria|NA|2019-08-04,H9N2,EPI_ISL_14768080,A/chicken/Nigeria/EN-B11-15T_19VIR8425-14/2019,2019-08-04,2019.59,2019-08,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-04,FALSE
H9N2|NA|EPI_ISL_14768092|galliformes|nigeria|NA|2019-07-20,H9N2,EPI_ISL_14768092,A/chicken/Nigeria/SK-LC6-10T_19VIR8425-10/2019,2019-07-20,2019.55,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-20,FALSE
H9N2|NA|EPI_ISL_14768086|galliformes|nigeria|NA|2019-08-04,H9N2,EPI_ISL_14768086,A/chicken/Nigeria/OY-CK97-101T_19VIR8425-15/2019,2019-08-04,2019.59,2019-08,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-04,FALSE
H9N2|NA|EPI_ISL_14768085|galliformes|nigeria|NA|2019-07-26,H9N2,EPI_ISL_14768085,A/chicken/Nigeria/OY-CK51-55T_19VIR8425-5/2019,2019-07-26,2019.56,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-26,FALSE
H9N2|NA|EPI_ISL_14768081|galliformes|nigeria|NA|2019-07-19,H9N2,EPI_ISL_14768081,A/chicken/Nigeria/IM-C11-15T_19VIR8425-4/2019,2019-07-19,2019.55,2019-07,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,nigeria,nga,9.58907159716497,8.08769036750384,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-19,FALSE
H9N2|NA|EPI_ISL_4072315|galliformes|benin|NA|2019-06-11,H9N2,EPI_ISL_4072315,A/chicken/Benin/19-A-06-825-E_20VIR6511-48/2019,2019-06-11,2019.44,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,benin,ben,9.64834530386091,2.33970693359707,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11,FALSE
H9N2|NA|EPI_ISL_4072350|galliformes|benin|NA|2019-06-11,H9N2,EPI_ISL_4072350,A/chicken/Benin/19-A-06-832-E_20VIR6511-51/2019,2019-06-11,2019.44,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,benin,ben,9.64834530386091,2.33970693359707,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11,FALSE
H9N2|NA|EPI_ISL_4072274|galliformes|benin|NA|2019-06-11,H9N2,EPI_ISL_4072274,A/chicken/Benin/19-A-06-822-E_20VIR6511-47/2019,2019-06-11,2019.44,2019-06,2019,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,benin,ben,9.64834530386091,2.33970693359707,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11,FALSE
H9N2|NA|EPI_ISL_282421|galliformes|burkina_faso|NA|2017-01-01,H9N2,EPI_ISL_282421,A/chicken/Burkina_Faso/17RS93-19/2017,2017-01-01,2017,2017-01,2017,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western africa,burkina faso,bfa,12.2773783178266,-1.75266049543,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,FALSE
H9N2|NA|EPI_ISL_697632|galliformes|morocco|NA|2016-12-01,H9N2,EPI_ISL_697632,A/chicken/Morocco/SF1/2016,2016-12-01,2016.92,2016-12,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-01,FALSE
H9N2|NA|EPI_ISL_697626|galliformes|morocco|NA|2017-12-01,H9N2,EPI_ISL_697626,A/chicken/Morocco/M5/2017,2017-12-01,2017.92,2017-12,2017,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-01,FALSE
H9N2|NA|EPI_ISL_309191|galliformes|morocco|NA|2016-02-16,H9N2,EPI_ISL_309191,A/chiken/Nador/FCS1_29/2016,2016-02-16,2016.13,2016-02,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,oriental,ma.or,33.4307272259567,-2.56580338432954,NA,NA,NA,NA,2016-02-16,FALSE
H9N2|NA|EPI_ISL_295661|galliformes|morocco|NA|2016-02-01,H9N2,EPI_ISL_295661,A/broiler_chicken/Casablanca/16VIR9564-1/2016,2016-02-01,2016.08,2016-02,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,grand casablanca,ma.gc,33.520254586317,-7.57731674569407,NA,NA,NA,NA,2016-02-01,FALSE
H9N2|NA|EPI_ISL_309193|galliformes|morocco|NA|2016-02-25,H9N2,EPI_ISL_309193,A/chicken/kenitra/IAPP16S-04P_16w/2016,2016-02-25,2016.15,2016-02,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,rabat - salé - zemmour - zaer,ma.rz,33.7039803456286,-6.37053176229832,NA,NA,NA,NA,2016-02-25,FALSE
H9N2|NA|EPI_ISL_309192|galliformes|morocco|NA|2016-02-18,H9N2,EPI_ISL_309192,A/chicken/Fes/Pmc1_23/2016,2016-02-18,2016.13,2016-02,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,fès - boulemane,ma.fb,33.4583170026315,-4.22050802153172,NA,NA,NA,NA,2016-02-18,FALSE
H9N2|NA|EPI_ISL_8387680|galliformes|morocco|NA|2016-01-25,H9N2,EPI_ISL_8387680,A/chicken/Morocco/19RS1944-1/2016,2016-01-25,2016.07,2016-01,2016,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern africa,morocco,mar,31.8293937185367,-6.35032719129954,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-25,FALSE
