EPI_ISL_18472662|H5N1|a/hooded_crane/kagoshima/ku-94/2022__h5n1_|2022-11-21
EPI_ISL_18472590|H5N1|a/hooded_crane/kagoshima/ku-3/2022__h5n1_|2022-11-02
EPI_ISL_18472680|H5N1|a/hooded_crane/kagoshima/ku-122/2022__h5n1_|2022-11-24
EPI_ISL_18472674|H5N1|a/hooded_crane/kagoshima/ku-115/2022__h5n1_|2022-11-23
EPI_ISL_18472617|H5N1|a/hooded_crane/kagoshima/ku-35/2022__h5n1_|2022-11-09
EPI_ISL_18472654|H5N1|a/white-naped_crane/kagoshima/ku-78/2022__h5n1_|2022-11-17
EPI_ISL_18472711|H5N1|a/hooded_crane/kagoshima/ku-181/2022__h5n1_|2022-12-06
EPI_ISL_18472671|H5N1|a/white-naped_crane/kagoshima/ku-111/2022__h5n1_|2022-11-22
EPI_ISL_18472642|H5N1|a/white-naped_crane/kagoshima/ku-62/2022__h5n1_|2022-11-14
EPI_ISL_18472649|H5N1|a/hooded_crane/kagoshima/ku-73/2022__h5n1_|2022-11-16
EPI_ISL_18472696|H5N1|a/white-naped_crane/kagoshima/ku-146/2022__h5n1_|2022-11-29
EPI_ISL_18472589|H5N1|a/hooded_crane/kagoshima/ku-2/2022__h5n1_|2022-11-01
EPI_ISL_18472609|H5N1|a/hooded_crane/kagoshima/ku-26/2022__h5n1_|2022-11-08
EPI_ISL_18472639|H5N1|a/hooded_crane/kagoshima/ku-59/2022__h5n1_|2022-11-13
EPI_ISL_18472627|H5N1|a/hooded_crane/kagoshima/ku-46/2022__h5n1_|2022-11-10
EPI_ISL_18472666|H5N1|a/hooded_crane/kagoshima/ku-105/2022__h5n1_|2022-11-21
EPI_ISL_18472686|H5N1|a/hooded_crane/kagoshima/ku-134/2022__h5n1_|2022-11-26
EPI_ISL_18472640|H5N1|a/hooded_crane/kagoshima/ku-60/2022__h5n1_|2022-11-14
EPI_ISL_18472620|H5N1|a/hooded_crane/kagoshima/ku-39/2022__h5n1_|2022-11-09
EPI_ISL_18472587|H5N1|a/white-naped_crane/kagoshima/ku-185/2022__h5n1_|2022-12-07
EPI_ISL_18472630|H5N1|a/hooded_crane/kagoshima/ku-50/2022__h5n1_|2022-11-10
EPI_ISL_18472596|H5N1|a/hooded_crane/kagoshima/ku-9/2022__h5n1_|2022-11-04
EPI_ISL_18472619|H5N1|a/hooded_crane/kagoshima/ku-38/2022__h5n1_|2022-11-09
EPI_ISL_18472616|H5N1|a/hooded_crane/kagoshima/ku-33/2022__h5n1_|2022-11-09
EPI_ISL_18472592|H5N1|a/hooded_crane/kagoshima/ku-5/2022__h5n1_|2022-11-03
EPI_ISL_18472647|H5N1|a/hooded_crane/kagoshima/ku-69/2022__h5n1_|2022-11-15
EPI_ISL_18472764|H5N1|a/environment/kagoshima/ku-d7/2022__h5n1_|2022-11-08
EPI_ISL_18472611|H5N1|a/hooded_crane/kagoshima/ku-28/2022__h5n1_|2022-11-08
EPI_ISL_18472597|H5N1|a/hooded_crane/kagoshima/ku-10/2022__h5n1_|2022-11-05
EPI_ISL_18472625|H5N1|a/hooded_crane/kagoshima/ku-44/2022__h5n1_|2022-11-10
EPI_ISL_18472672|H5N1|a/hooded_crane/kagoshima/ku-112/2022__h5n1_|2022-11-22
EPI_ISL_18472652|H5N1|a/hooded_crane/kagoshima/ku-76/2022__h5n1_|2022-11-16
EPI_ISL_18472626|H5N1|a/hooded_crane/kagoshima/ku-45/2022__h5n1_|2022-11-10
EPI_ISL_18472732|H5N1|a/environment/kagoshima/ku-b1/2022__h5n1_|2022-11-02
EPI_ISL_18472691|H5N1|a/hooded_crane/kagoshima/ku-141/2022__h5n1_|2022-11-28
EPI_ISL_18472731|H5N1|a/environment/kagoshima/ku-6a/2022__h5n1_|2022-11-01
EPI_ISL_18472658|H5N1|a/white-naped_crane/kagoshima/ku-84/2022__h5n1_|2022-11-18
EPI_ISL_18472650|H5N1|a/hooded_crane/kagoshima/ku-74/2022__h5n1_|2022-11-16
EPI_ISL_18245295|H5N1|a/hooded_crane/korea/22wc064/2022|2022-11-22
EPI_ISL_18245313|H5N1|a/hooded_crane/korea/22wc154/2022|2022-12-04
EPI_ISL_18472736|H5N1|a/environment/kagoshima/ku-g1/2022__h5n1_|2022-11-04
EPI_ISL_18472678|H5N1|a/hooded_crane/kagoshima/ku-120/2022__h5n1_|2022-11-24
EPI_ISL_18472669|H5N1|a/white-naped_crane/kagoshima/ku-109/2022__h5n1_|2022-11-22
EPI_ISL_18472632|H5N1|a/hooded_crane/kagoshima/ku-52/2022__h5n1_|2022-11-11
EPI_ISL_18245322|H5N1|a/hooded_crane/korea/22wc211/2022|2022-12-14
EPI_ISL_18472717|H5N1|a/hooded_crane/kagoshima/ku-201/2022__h5n1_|2022-12-12
EPI_ISL_18472667|H5N1|a/hooded_crane/kagoshima/ku-106/2022__h5n1_|2022-11-22
EPI_ISL_18472738|H5N1|a/environment/kagoshima/ku-g3/2022__h5n1_|2022-11-04
EPI_ISL_18472629|H5N1|a/hooded_crane/kagoshima/ku-48/2022__h5n1_|2022-11-10
EPI_ISL_18472622|H5N1|a/hooded_crane/kagoshima/ku-41/2022__h5n1_|2022-11-10
EPI_ISL_18472737|H5N1|a/environment/kagoshima/ku-g2/2022__h5n1_|2022-11-04
EPI_ISL_18245326|H5N1|a/hooded_crane/korea/22wc235/2022|2022-12-20
EPI_ISL_18472636|H5N1|a/hooded_crane/kagoshima/ku-56/2022__h5n1_|2022-11-12
EPI_ISL_18245321|H5N1|a/hooded_crane/korea/22wc208/2022|2022-12-13
EPI_ISL_18245319|H5N1|a/hooded_crane/korea/22wc196/2022|2022-12-11
EPI_ISL_18245315|H5N1|a/hooded_crane/korea/22wc177/2022|2022-12-07
EPI_ISL_18472718|H5N1|a/hooded_crane/kagoshima/ku-212/2022__h5n1_|2022-12-15
EPI_ISL_18472697|H5N1|a/hooded_crane/kagoshima/ku-147/2022__h5n1_|2022-11-29
EPI_ISL_18472660|H5N1|a/hooded_crane/kagoshima/ku-89/2022__h5n1_|2022-11-19
EPI_ISL_18472614|H5N1|a/hooded_crane/kagoshima/ku-31/2022__h5n1_|2022-11-08
EPI_ISL_18472602|H5N1|a/hooded_crane/kagoshima/ku-15/2022__h5n1_|2022-11-06
EPI_ISL_18472661|H5N1|a/white-naped_crane/kagoshima/ku-91/2022__h5n1_|2022-11-20
EPI_ISL_18472653|H5N1|a/hooded_crane/kagoshima/ku-77/2022__h5n1_|2022-11-17
EPI_ISL_18472599|H5N1|a/hooded_crane/kagoshima/ku-12/2022__h5n1_|2022-11-05
EPI_ISL_18245317|H5N1|a/em/korea/22wf296-4p/2022|2022-12-07
EPI_ISL_18284463|H5N1|a/chicken/hyogo/22a1t/2022|2022-11-13
H5N1.NA.EPI_ISL_18284463.galliformes.japan.NA|2022-11-13
EPI_ISL_18472604|H5N1|a/hooded_crane/kagoshima/ku-19/2022__h5n1_|2022-11-06
EPI_ISL_18472598|H5N1|a/hooded_crane/kagoshima/ku-11/2022__h5n1_|2022-11-05
EPI_ISL_18284465|H5N1|a/chicken/kagawa/22a2t/2022|2022-11-01
H5N1.NA.EPI_ISL_18284465.galliformes.japan.NA|2022-11-01
EPI_ISL_18284469|H5N1|a/chicken/kagawa/22b2t/2022|2022-11-22
H5N1.NA.EPI_ISL_18284469.galliformes.japan.NA|2022-11-22
H5N1.NA.EPI_ISL_18284475.galliformes.japan.NA|2022-12-21
EPI_ISL_18284475|H5N1|a/chicken/miyazaki/22b1t/2022|2022-12-21
EPI_ISL_18938648|H5N1|a/water/tottori/nk1220-1/2022|2022-12-20
H7N7.NA.EPI_ISL_1081358.anseriformes.russia.NA|2020-08-13
H3N6.NA.EPI_ISL_17805829.environment.japan.NA|2020-11-23
H3N6.NA.EPI_ISL_16390402.environment.japan.NA|2020-11-23
H5N3.NA.EPI_ISL_503347.anseriformes.mongolia.NA|2019-09-12
H12N5.NA.EPI_ISL_400276.anseriformes.russia.NA|2019-10-12
H6N1.NA.EPI_ISL_403705.anseriformes.russia.NA|2019-09-01
H5N3.NA.EPI_ISL_4072008.anseriformes.south_korea.NA|2019-09-29
NA.NA.EPI_ISL_14846092.NA.china.NA|2020-04-25
H1N1.NA.EPI_ISL_6784703.anseriformes.south_korea.NA|2020-03-09
H3N8.NA.EPI_ISL_400279.anseriformes.russia.NA|2019-10-12
H12N5.NA.EPI_ISL_400280.anseriformes.russia.NA|2019-10-13
H6N1.NA.EPI_ISL_403713.anseriformes.russia.NA|2019-09-01
H12N8.NA.EPI_ISL_501427.anseriformes.china.NA|2019-11-02
H3N8.NA.EPI_ISL_16166668.anseriformes.china.NA|2019-10-08
H6N2.NA.EPI_ISL_462613.anseriformes.china.NA|2019-11-19
H11N3.NA.EPI_ISL_14874795.environment.china.NA|2020-01-14
H5N3.NA.EPI_ISL_4071064.anseriformes.south_korea.NA|2019-10-23
H10N4.NA.EPI_ISL_4072075.anseriformes.south_korea.NA|2019-12-18
H7N7.NA.EPI_ISL_4071549.environment.bangladesh.NA|2019-12-07
EPI_ISL_17655678|H5N8|a/environment/kagoshima/ku-d8/2022__h5n8_|2022-01-10
EPI_ISL_18472603|H5N1|a/hooded_crane/kagoshima/ku-16/2022__h5n1_|2022-11-06
EPI_ISL_18472621|H5N1|a/hooded_crane/kagoshima/ku-40/2022__h5n1_|2022-11-10
