tipnames	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N8|NA|EPI_ISL_4070935|columbiformes|egypt|NA|2019-02-27	northern africa	egypt	NA	NA	other	26.5331366423868	29.7934978487062
H5N8|NA|EPI_ISL_1123354|galliformes|united_kingdom|NA|2020-12-28	northern europe	united kingdom	NA	NA	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N8|NA|EPI_ISL_237554|ciconiiformes|india|NA|2016-10-20	southern asia	india	NA	NA	other	22.2417444721501	79.3532012780795
H5N8|NA|EPI_ISL_253037|galliformes|united_kingdom|NA|2016-12-31	northern europe	united kingdom	NA	NA	galliformes-domestic	52.3299411115892	-3.76558183366802
H5N8|NA|EPI_ISL_4061481|galliformes|nigeria|NA|2021-02-10	western africa	nigeria	NA	NA	galliformes-domestic	9.58907159716497	8.08769036750384
H5N8|NA|EPI_ISL_240110|galliformes|russia|NA|2016-12-13	eastern europe	russia	NA	NA	galliformes-domestic	47.1064465901659	47.3587677312838
H5N8|NA|EPI_ISL_247725|galliformes|russia|NA|2016-11-21	eastern europe	russia	NA	NA	galliformes-domestic	46.4151671964121	45.3925155882675
H5N8|NA|EPI_ISL_256298|anseriformes|russia|NA|2016-08-27	central asia	russia	NA	NA	anseriformes-wild	55.4734051858522	64.8219230597649
H5N8|NA|EPI_ISL_240677|anseriformes|russia|NA|2016-10-04	central asia	russia	NA	NA	anseriformes-domestic	65.951077439978	95.3658732364833
H5N8|NA|EPI_ISL_275287|galliformes|russia|NA|2017-04-18	eastern europe	russia	NA	NA	galliformes-domestic	47.725861660493	41.3470662241277
H5N8|NA|EPI_ISL_247724|anseriformes|russia|NA|2016-10-02	eastern europe	russia	NA	NA	anseriformes-wild	55.3847196142087	50.9399477925889
H5N8|NA|EPI_ISL_247717|strigiformes|russia|NA|2017-01-06	eastern europe	russia	NA	NA	other	50.9552102106081	40.3112702218899
H5N8|2344b|EPI_ISL_4069778|anseriformes|egypt|3_2_3_1_3_2_1_2|2019-02-27	northern africa	egypt	NA	3_2_3_1_3_2_1_2	anseriformes-wild	26.5331366423868	29.7934978487062
H5N8|2344b|EPI_ISL_9572654|anseriformes|nigeria|7_2_5_2_9_3_1_2|2019-02-23	western africa	nigeria	NA	7_2_5_2_9_3_1_2	anseriformes-domestic	9.58907159716497	8.08769036750384
H5N8|2344b|EPI_ISL_4061483|galliformes|nigeria|3_2_3_1_3_2_1_2|2021-03-01	western africa	nigeria	Africa / Nigeria / NA / NA / NA	3_2_3_1_3_2_1_2	galliformes-domestic	9.58907159716497	8.08769036750384
H5N8|2344b|EPI_ISL_4069765|galliformes|egypt|3_2_3_2_3_3_2_2|2019-03-02	northern africa	egypt	NA	3_2_3_2_3_3_2_2	galliformes-domestic	26.5331366423868	29.7934978487062
H5N8|NA|EPI_ISL_247716|strigiformes|russia|NA|2017-01-06	eastern europe	russia	NA	NA	other	50.9552102106081	40.3112702218899
H5N8|2344b|EPI_ISL_17414602|NA|nigeria|3_2_3_1_3_2_1_2|2021-02-02	western africa	nigeria	Africa / Nigeria / Plateau / NA / NA	3_2_3_1_3_2_1_2	other	9.20979731798597	9.54756607799562
