tipnames	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_17805995|galliformes|peru|5_3_1_1_2_1_1_4|2022-12-12	south america	peru	South America / Peru / NA / NA / NA	5_3_1_1_2_1_1_4	galliformes-domestic	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_16891401|pelecaniformes|chile|NA|2022-12-02	south america	chile	NA	NA	other	-36.352932692973	-71.0631434301439
H5N1|2344b|EPI_ISL_17885929|pelecaniformes|chile|NA|2022-12-18	south america	chile	NA	NA	other	-23.5276504572593	-69.1155261199782
H5N1|2344b|EPI_ISL_17885978|charadriiformes|chile|NA|2023-03-03	south america	chile	NA	NA	charadriiformes-wild	-18.4968307906384	-69.6296363253853
H5N1|2344b|EPI_ISL_17885959|anseriformes|chile|NA|2023-03-14	south america	chile	NA	NA	anseriformes-wild	-38.6482992883006	-72.2753909310813
H5N1|2344b|EPI_ISL_17885927|pelecaniformes|chile|NA|2022-12-22	south america	chile	NA	NA	other	-27.3880384326825	-69.902133937498
H5N1|2344b|EPI_ISL_17885948|sphenisciformes|chile|NA|2023-02-28	south america	chile	NA	NA	other	-30.6129967369273	-70.8586891785209
H5N1|2344b|EPI_ISL_17885973|charadriiformes|chile|NA|2023-02-23	south america	chile	NA	NA	charadriiformes-wild	-35.6204383329149	-71.4454635697529
H5N1|2344b|EPI_ISL_17885877|galliformes|chile|NA|2023-03-06	south america	chile	NA	NA	galliformes-domestic	-36.6455443686508	-71.9757909721378
H5N1|2344b|EPI_ISL_17885975|carnivora|chile|NA|2023-03-07	south america	chile	NA	NA	mammal	-20.1723893841755	-69.3557535441909
H5N1|2344b|EPI_ISL_17885968|galliformes|chile|NA|2022-12-31	south america	chile	NA	NA	galliformes-domestic	-32.7895224923796	-71.3992840580514
H5N1|2344b|EPI_ISL_18054500|suliformes|peru|NA|2022-11-24	south america	peru	NA	NA	other	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_17885915|pelecaniformes|NA|NA|2023-01-24	NA	NA	NA	NA	other	NA	NA
H5N1|2344b|EPI_ISL_16013752|pelecaniformes|venezuela|4_1_1_1_2_1_1_8|2022-11-25	south america	venezuela	South America / Venezuela / Estado Anzoategui / NA / NA	4_1_1_1_2_1_1_8	other	8.89363259762319	-64.4049370136296
H5N1|2344b|EPI_ISL_17353839|anseriformes|colombia|4_4_8_1_2_1_1_1|2022-10-09	south america	colombia	South America / Colombia / Departamento del Choco / NA / NA	4_4_8_1_2_1_1_1	anseriformes-wild	5.93194075736459	-76.9341377836413
H5N1|2344b|EPI_ISL_18107019|anseriformes|united_states|NA|2022-09-22	northern america	united states	NA	NA	anseriformes-wild	31.0706065513525	-91.9998874220998
H5N1|2344b|EPI_ISL_18107023|anseriformes|united_states|NA|2022-09-17	northern america	united states	NA	NA	anseriformes-wild	46.3193148536411	-94.1968042401401
H5N1|NA|EPI_ISL_14553811|carnivora|united_states|NA|2022-05-10	northern america	united states	NA	NA	mammal	42.9905358128524	-75.6520434129946
H5N1|2344b|EPI_ISL_17851880|galliformes|united_states|NA|2022-11-03	northern america	united states	NA	NA	galliformes-domestic	40.470536265191	-82.6389467524245
H5N1|2344b|EPI_ISL_18107005|anseriformes|united_states|NA|2022-01-25	northern america	united states	NA	NA	anseriformes-wild	35.859232079721	-86.3497234635721
H5N1|2344b|EPI_ISL_17154590|carnivora|united_states|NA|2022-05-10	northern america	united states	NA	NA	mammal	44.75294654392	-103.651025114044
H5N1|2344b|EPI_ISL_16854400|pelecaniformes|venezuela|NA|2022-11-25	south america	venezuela	NA	NA	other	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_17885876|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-08	south america	chile	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-36.6455443686508	-71.9757909721378
H5N1|2344b|EPI_ISL_18698516|unknown_avian|argentina|4_3_1_1_2_1_1_3|2023-04-21	south america	argentina	NA	4_3_1_1_2_1_1_3	other	-36.6626557465889	-60.5480821834678
H5N1|2344b|EPI_ISL_18698732|galliformes|argentina|4_3_1_1_2_1_1_3|2023-05-03	south america	argentina	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-24.8937176371018	-59.949649967252
H5N1|2344b|EPI_ISL_18698512|galliformes|argentina|4_3_1_1_2_1_1_3|2023-04-19	south america	argentina	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-34.6107738098794	-68.5833000873727
H5N1|2344b|EPI_ISL_18698529|galliformes|argentina|4_3_1_1_2_1_1_3|2023-07-26	south america	argentina	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-24.2949333512188	-64.8055879616535
H5N1|2344b|EPI_ISL_18698480|galliformes|argentina|4_3_1_1_2_1_1_3|2023-02-22	south america	argentina	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-33.7527938244466	-66.0339496041068
H5N1|2344b|EPI_ISL_18939722|charadriiformes|chile|4_3_1_1_2_1_1_3|2023-02-12	south america	chile	NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-34.4357789812144	-71.0464648196043
H5N1|2344b|EPI_ISL_17885932|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-20	south america	chile	NA	4_3_1_1_2_1_1_3	other	-32.7895224923796	-71.3992840580514
H5N1|2344b|EPI_ISL_18497946|anseriformes|peru|4_3_1_1_2_1_1_3|2023-09-26	south america	peru	NA	4_3_1_1_2_1_1_3	anseriformes-domestic	-6.35291743430401	-79.8242308836425
H5N1|2344b|EPI_ISL_17353510|galliformes|colombia|5_3_1_1_2_1_1_4|2022-11-26	south america	colombia	South America / Colombia / Departamento de Cordoba / NA / NA	5_3_1_1_2_1_1_4	galliformes-domestic	8.35147117483191	-75.7978121726542
H5N1|2344b|EPI_ISL_17353838|galliformes|colombia|5_3_1_1_2_1_1_4|2022-11-18	south america	colombia	South America / Colombia / Departamento del Magdalena / NA / NA	5_3_1_1_2_1_1_4	galliformes-domestic	10.2313388378974	-74.2577076184347
H5N1|2344b|EPI_ISL_17777525|suliformes|peru|5_3_1_1_2_1_1_4|2023-04-03	south america	peru	South America / Peru / Departamento de Lima / Magdalena / NA	5_3_1_1_2_1_1_4	other	-12.0179113235961	-76.9049187829412
