tipnames	virus_subtype	collection_regionname	collection_countryname	collection_original	cluster_profile	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_17885980|charadriiformes|chile|4_3_1_1_2_1_1_3|2022-12-30	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-18.4968307906384	-69.6296363253853
H5N1|2344b|EPI_ISL_17885950|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-03-07	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-38.6482992883006	-72.2753909310813
H5N1|2344b|EPI_ISL_17885924|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-30	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-27.3880384326825	-69.902133937498
H5N1|2344b|EPI_ISL_18760061|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-02-13	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-37.4998667272625	-72.3949210324733
H5N1|2344b|EPI_ISL_17885948|sphenisciformes|chile|4_3_1_1_2_1_1_3|2023-02-28	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-30.6129967369273	-70.8586891785209
H5N1|2344b|EPI_ISL_18760067|suliformes|chile|4_3_1_1_2_1_1_3|2023-03-17	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-34.4357789812144	-71.0464648196043
H5N1|2344b|EPI_ISL_17885972|charadriiformes|chile|4_3_1_1_2_1_1_3|2023-03-01	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-35.6204383329149	-71.4454635697529
H5N1|2344b|EPI_ISL_17885964|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-07	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-36.6455443686508	-71.9757909721378
H5N1|2344b|EPI_ISL_18760060|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-20	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-33.6042434852213	-70.6268454043396
H5N1|2344b|EPI_ISL_17885951|charadriiformes|chile|4_3_1_1_2_1_1_3|2023-01-18	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-20.1723893841755	-69.3557535441909
H5N1|2344b|EPI_ISL_18760063|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-29	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-32.7895224923796	-71.3992840580514
H5N1|2344b|EPI_ISL_17353510|galliformes|colombia|4_3_1_1_2_1_1_3|2022-11-26	H5N1	south america	colombia	South America / Colombia / Departamento de Cordoba / NA / NA	4_3_1_1_2_1_1_3	galliformes-domestic	8.35147117483191	-75.7978121726542
H5N1|2344b|EPI_ISL_17353838|galliformes|colombia|4_3_1_1_2_1_1_3|2022-11-18	H5N1	south america	colombia	South America / Colombia / Departamento del Magdalena / NA / NA	4_3_1_1_2_1_1_3	galliformes-domestic	10.2313388378974	-74.2577076184347
H5N1|2344b|EPI_ISL_17973443|NA|ecuador|4_3_1_1_2_1_1_3|2023-01-11	H5N1	south america	ecuador	South America / Ecuador / Provincia de Manabi / San Vicente / NA	4_3_1_1_2_1_1_3	other	-0.751243186649703	-80.1366162194134
H5N1|2344b|EPI_ISL_17777528|suliformes|peru|4_3_1_1_2_1_1_3|2023-03-17	H5N1	south america	peru	South America / Peru / Provincia Constitucional del Callao / Callao / NA	4_3_1_1_2_1_1_3	other	-11.9545824923705	-77.1360367031896
H5N1|2344b|EPI_ISL_17099964|pelecaniformes|peru|4_3_1_1_2_1_1_3|2022-12-01	H5N1	south america	peru	South America / Peru / Departamento de Ica / Beaches of the Tambo de Mora (Chincha Alta/Chincha/Ica/Peru), / (Chincha Alta/Chincha/Ica/Peru),	4_3_1_1_2_1_1_3	other	-14.2339783641518	-75.5762320808058
H5N1|2344b|EPI_ISL_18497946|anseriformes|peru|4_3_1_1_2_1_1_3|2023-09-26	H5N1	south america	peru	NA	4_3_1_1_2_1_1_3	anseriformes-domestic	-6.35291743430401	-79.8242308836425
H5N1|2344b|EPI_ISL_17777527|charadriiformes|peru|4_3_1_1_2_1_1_3|2023-03-16	H5N1	south america	peru	South America / Peru / Departamento de Lima / Lima / NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-12.0179113235961	-76.9049187829412
H5N1|2344b|EPI_ISL_17777532|carnivora|peru|4_3_1_1_2_1_1_3|2023-03-07	H5N1	south america	peru	South America / Peru / Departamento de Tacna / NA / NA	4_3_1_1_2_1_1_3	mammal	-17.644827527273	-70.2791288812849
H5N1|2344b|EPI_ISL_17805987|galliformes|peru|4_3_1_1_2_1_1_3|2022-11-18	H5N1	south america	peru	South America / Peru / NA / NA / NA	4_3_1_1_2_1_1_3	galliformes-domestic	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_18310959|galliformes|uruguay|4_3_1_1_2_1_1_3|2023-04-16	H5N1	south america	uruguay	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-32.7868641942882	-56.0254606768188
H5N1|2344b|EPI_ISL_17353509|galliformes|colombia|5_4_9_1_2_1_1_1|2022-11-01	H5N1	south america	colombia	South America / Colombia / Departamento del Choco / NA / NA	5_4_9_1_2_1_1_1	galliformes-domestic	5.93194075736459	-76.9341377836413
H5N1|2344b|EPI_ISL_18107069|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-09-15	H5N1	northern america	united states	NA	5_4_9_1_2_1_1_1	anseriformes-wild	46.3193148536411	-94.1968042401401
H5N1|2344b|EPI_ISL_17851873|galliformes|united_states|5_4_9_1_2_1_1_1|2022-09-12	H5N1	northern america	united states	NA	5_4_9_1_2_1_1_1	galliformes-domestic	40.470536265191	-82.6389467524245
NA|NA|EPI_ISL_328309|anseriformes|canada|NA|2017-08-12	NA	northern america	canada	NA	NA	anseriformes-wild	54.9859148218572	-114.405475342745
H5N1|NA|EPI_ISL_16891401|pelecaniformes|chile|NA|2022-12-02	H5N1	south america	chile	NA	NA	other	-36.352932692973	-71.0631434301439
H5N1|NA|EPI_ISL_17885969|pelecaniformes|chile|NA|2022-12-20	H5N1	south america	chile	NA	NA	other	-23.5276504572593	-69.1155261199782
H5N1|NA|EPI_ISL_17885925|pelecaniformes|chile|NA|2022-12-30	H5N1	south america	chile	NA	NA	other	-27.3880384326825	-69.902133937498
H5N1|NA|EPI_ISL_17885921|pelecaniformes|chile|NA|2023-01-09	H5N1	south america	chile	NA	NA	other	-35.6204383329149	-71.4454635697529
H5N1|NA|EPI_ISL_17885968|galliformes|chile|NA|2022-12-31	H5N1	south america	chile	NA	NA	galliformes-domestic	-32.7895224923796	-71.3992840580514
H4N6|NA|EPI_ISL_4056418|anseriformes|united_states|NA|2019-08-14	H4N6	northern america	united states	NA	NA	anseriformes-wild	63.9513927980493	-152.396756538795
H5N1|NA|EPI_ISL_16969373|anseriformes|united_states|NA|2022-12-12	H5N1	northern america	united states	NA	NA	anseriformes-wild	34.2752608160835	-111.660302645327
H8N4|NA|EPI_ISL_266500|anseriformes|united_states|NA|2015-12-05	H8N4	northern america	united states	NA	NA	anseriformes-wild	37.1829246180653	-119.469343089956
H7N8|NA|EPI_ISL_4056783|charadriiformes|united_states|NA|2020-05-29	H7N8	northern america	united states	NA	NA	charadriiformes-wild	39.0074334461459	-75.5054386281869
H7N3|NA|EPI_ISL_701658|anseriformes|united_states|NA|2017-11-04	H7N3	northern america	united states	NA	NA	anseriformes-wild	38.3563815994258	-92.4583278415207
NA|NA|EPI_ISL_701641|anseriformes|united_states|NA|2017-09-15	NA	northern america	united states	NA	NA	anseriformes-wild	40.470536265191	-82.6389467524245
H10N3|NA|EPI_ISL_294046|anseriformes|united_states|NA|2017-01-25	H10N3	northern america	united states	NA	NA	anseriformes-wild	35.859232079721	-86.3497234635721
H10N3|NA|EPI_ISL_378273|anseriformes|united_states|NA|2018-02-21	H10N3	northern america	united states	NA	NA	anseriformes-wild	39.3065823475906	-111.670337174242
H9N2|NA|EPI_ISL_701306|anseriformes|united_states|NA|2015-12-01	H9N2	northern america	united states	NA	NA	anseriformes-wild	47.3842770612086	-120.446939948668
H4N6|NA|EPI_ISL_701961|anseriformes|united_states|NA|2018-11-14	H4N6	northern america	united states	NA	NA	anseriformes-wild	44.627499166429	-89.7126755416022
H5N1|NA|EPI_ISL_17154591|carnivora|united_states|NA|2022-05-12	H5N1	northern america	united states	NA	NA	mammal	44.75294654392	-103.651025114044
H5N1|NA|EPI_ISL_16854409|pelecaniformes|venezuela|NA|2022-11-25	H5N1	south america	venezuela	NA	NA	other	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_17885869|anseriformes|chile|4_3_1_1_2_1_1_3|2023-02-28	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	anseriformes-domestic	-38.6482992883006	-72.2753909310813
H5N1|2344b|EPI_ISL_17805999|carnivora|peru|4_3_1_1_2_1_1_3|2023-02-08	H5N1	south america	peru	South America / Peru / NA / NA / NA	4_3_1_1_2_1_1_3	mammal	-9.12690950582405	-74.3967035676846
H5N1|NA|EPI_ISL_17154590|carnivora|united_states|NA|2022-05-10	H5N1	northern america	united states	NA	NA	mammal	44.75294654392	-103.651025114044
H5N1|2344b|EPI_ISL_17011958|charadriiformes|chile|4_3_1_1_2_1_1_3|2022-12-07	H5N1	south america	chile	South America / Chile / NA / NA / NA	4_3_1_1_2_1_1_3	charadriiformes-wild	-36.352932692973	-71.0631434301439
H5N1|2344b|EPI_ISL_18310967|galliformes|uruguay|4_3_1_1_2_1_1_3|2023-03-03	H5N1	south america	uruguay	NA	4_3_1_1_2_1_1_3	galliformes-domestic	-32.7868641942882	-56.0254606768188
H5N1|2344b|EPI_ISL_18265321|mammal|peru|4_3_1_1_2_1_1_3|2023-02-07	H5N1	south america	peru	NA	4_3_1_1_2_1_1_3	mammal	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_17885926|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-26	H5N1	south america	chile	NA	4_3_1_1_2_1_1_3	other	-27.3880384326825	-69.902133937498
H5N1|2344b|EPI_ISL_17660073|strigiformes|peru|4_3_1_1_2_1_1_3|2022-11-11	H5N1	south america	peru	South America / Peru / NA / NA / NA	4_3_1_1_2_1_1_3	other	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_18265434|suliformes|peru|4_3_1_1_2_1_1_3|2022-11-24	H5N1	south america	peru	NA	4_3_1_1_2_1_1_3	other	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_17468386|unknown|chile|4_3_1_1_2_1_1_3|2023-03-24	H5N1	south america	chile	South America / Chile / Region de Antofagasta / NA / NA	4_3_1_1_2_1_1_3	unknown	-23.5276504572593	-69.1155261199782
H5N1|2344b|EPI_ISL_18698487|unknown_avian|argentina|4_3_1_1_2_1_1_3|2023-02-24	H5N1	south america	argentina	NA	4_3_1_1_2_1_1_3	other	-32.1223499660356	-63.8001999960292
H5N1|2344b|EPI_ISL_17805997|NA|peru|4_3_1_1_2_1_1_3|2022-11-22	H5N1	south america	peru	South America / Peru / NA / NA / NA	4_3_1_1_2_1_1_3	other	-9.12690950582405	-74.3967035676846
