tipnames	virus_subtype	collection_regionname	collection_countryname	cluster_number	host_simplifiedhost	lat	long
H10N5|2344b|EPI_ISL_133000|anseriformes|south_korea|NA|2008-11-01	H10N5	eastern asia	south korea	profileNA	anseriformes-wild	36.341057964317	127.784630688405
H12N5|2344b|EPI_ISL_89573|anseriformes|vietnam|NA|2009-01-01	H12N5	south-eastern asia	vietnam	profileNA	anseriformes-wild	16.5422416723933	106.354375350692
H2N5|2344b|EPI_ISL_397752|charadriiformes|united_states|NA|2017-12-09	H2N5	northern america	united states	profileNA	charadriiformes-wild	33.9148641047898	-80.8916569950667
H5N5|2344b|EPI_ISL_287564|anseriformes|netherlands|NA|2016-11-14	H5N5	western europe	netherlands	profileNA	anseriformes-wild	51.5616727876811	5.19541346074046
H5N5|2344b|EPI_ISL_1255051|anseriformes|poland|14_1_3_1_14_24_1_2|2021-02-01	H5N5	eastern europe	poland	profile0024	anseriformes-wild	54.1541828653429	17.9878737941344
H6N5|2344b|EPI_ISL_328957|anseriformes|netherlands|NA|2015-09-12	H6N5	western europe	netherlands	profileNA	anseriformes-wild	52.2573048104135	5.56251311224367
H15N5|2344b|EPI_ISL_267231|anseriformes|sweden|NA|2012-12-05	H15N5	northern europe	sweden	profileNA	anseriformes-wild	62.374013544985	16.2835241791686
H6N5|NA|EPI_ISL_174892|anseriformes|bulgaria|NA|2010-04-12	H6N5	eastern europe	bulgaria	profileNA	anseriformes-domestic	42.7584172195881	25.2179149681535
H6N5|NA|EPI_ISL_63354|anseriformes|france|NA|2007-01-01	H6N5	western europe	france	profileNA	anseriformes-wild	45.5190780558984	4.54715006428513
H2N5|NA|EPI_ISL_189705|charadriiformes|united_states|NA|2012-02-22	H2N5	northern america	united states	profileNA	charadriiformes-wild	32.6403385373358	-83.4405725551842
