tipnames	collection_regionname	collection_countryname	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_18698529|galliformes|argentina|4_3_1_1_2_1_1_3|2023-07-26	south america	argentina	galliformes-domestic	-24.2949333512188	-64.8055879616535
H5N1|2344b|EPI_ISL_18698731|galliformes|argentina|4_3_1_1_2_1_1_3|2023-03-09	south america	argentina	galliformes-domestic	-33.7527938244466	-66.0339496041068
H5N1|2344b|EPI_ISL_18054501|charadriiformes|peru|4_3_1_1_2_1_1_3|2022-11-22	south america	peru	charadriiformes-wild	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_18054509|carnivora|peru|4_3_1_1_2_1_1_3|2023-02-07	south america	peru	mammal	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_18265430|carnivora|peru|4_3_1_1_2_1_1_3|2023-01-23	south america	peru	mammal	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_18439562|charadriiformes|united_states|4_3_1_1_2_1_1_3|2023-10-08	northern america	united states	charadriiformes-wild	32.6403385373358	-83.4405725551842
H5N1|2344b|EPI_ISL_18439563|charadriiformes|united_states|4_3_1_1_2_1_1_3|2023-10-08	northern america	united states	charadriiformes-wild	32.6403385373358	-83.4405725551842
H5N1|2344b|EPI_ISL_18439564|charadriiformes|united_states|4_3_1_1_2_1_1_3|2023-10-08	northern america	united states	charadriiformes-wild	32.6403385373358	-83.4405725551842
H5N1|2344b|EPI_ISL_18698754|carnivora|argentina|4_3_1_1_2_1_1_3|2023-08-08	south america	argentina	mammal	-54.3319371060893	-67.4125966256164
H5N1|2344b|EPI_ISL_16854397|pelecaniformes|venezuela|NA|2022-11-25	south america	venezuela	other-bird	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_16854405|pelecaniformes|venezuela|NA|2022-11-25	south america	venezuela	other-bird	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_16013753|pelecaniformes|venezuela|NA|2022-11-25	south america	venezuela	other-bird	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_18107019|anseriformes|united_states|5_1_1_1_2_1_1_3|2022-09-22	northern america	united states	anseriformes-wild	31.0706065513525	-91.9998874220998
H5N1|2344b|EPI_ISL_18107018|anseriformes|united_states|5_1_1_1_2_1_1_3|2022-09-22	northern america	united states	anseriformes-wild	31.0706065513525	-91.9998874220998
H5N1|2344b|EPI_ISL_16631973|pelecaniformes|venezuela|NA|2022-12-12	south america	venezuela	other-bird	7.13172612392755	-66.1349690012146
H5N1|2344b|EPI_ISL_18371665|suliformes|peru|NA|2022-12-01	south america	peru	other-bird	-9.12690950582405	-74.3967035676846
H5N1|2344b|EPI_ISL_17885985|pelecaniformes|chile|NA|2023-01-21	south america	chile	other-bird	-32.7895224923796	-71.3992840580514
H5N1|2344b|EPI_ISL_17885968|galliformes|chile|NA|2022-12-31	south america	chile	galliformes-domestic	-32.7895224923796	-71.3992840580514
H5N1|2344b|EPI_ISL_17885953|charadriiformes|chile|NA|2022-12-23	south america	chile	charadriiformes-wild	-20.1723893841755	-69.3557535441909
H5N1|2344b|EPI_ISL_17011956|pelecaniformes|chile|NA|2022-12-06	south america	chile	other-bird	-36.352932692973	-71.0631434301439
H5N1|2344b|EPI_ISL_17885923|pelecaniformes|chile|NA|2023-01-02	south america	chile	other-bird	-30.6129967369273	-70.8586891785209
H5N1|2344b|EPI_ISL_18005786|pelecaniformes|chile|NA|2022-12-20	south america	chile	other-bird	-23.5276504572593	-69.1155261199782
H5N1|2344b|EPI_ISL_17885975|carnivora|chile|NA|2023-03-07	south america	chile	mammal	-20.1723893841755	-69.3557535441909
H5N1|2344b|EPI_ISL_17885921|pelecaniformes|chile|NA|2023-01-09	south america	chile	other-bird	-35.6204383329149	-71.4454635697529
H5N1|2344b|EPI_ISL_17394090|anseriformes|canada|5_4_9_1_2_1_1_1|2022-08-19	northern america	canada	anseriformes-wild	54.7409130620601	-97.4886310680955
H5N1|2344b|EPI_ISL_18107069|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-09-15	northern america	united states	anseriformes-wild	46.3193148536411	-94.1968042401401
H5N1|2344b|EPI_ISL_18107045|anseriformes|united_states|5_4_9_1_2_1_1_1|2022-09-19	northern america	united states	anseriformes-wild	46.3193148536411	-94.1968042401401
H5N1|2344b|EPI_ISL_17851860|galliformes|united_states|5_4_9_1_2_1_1_1|2022-08-31	northern america	united states	galliformes-wild	40.470536265191	-82.6389467524245
H5N1|2344b|EPI_ISL_17393093|carnivora|canada|6_4_8_1_2_1_1_1|2022-04-15	northern america	canada	mammal	49.9487786475991	-85.4342924782497
