tipnames	virus_subtype	collection_regionname	collection_countryname	cluster_number	host_simplifiedhost	lat	long
H5N8|2344b|EPI_ISL_1139090|accipitriformes|netherlands|3_2_3_1_3_2_1_2|2020-11-12	H5N8	western europe	netherlands	profile0002	other-bird	51.5616727876811	5.19541346074046
H5N8|2344b|EPI_ISL_1139099|anseriformes|netherlands|3_2_3_1_3_2_1_2|2020-11-13	H5N8	western europe	netherlands	profile0002	anseriformes-wild	51.4517197034959	3.83526799798383
H5N8|2344b|EPI_ISL_1139166|anseriformes|netherlands|3_2_3_1_3_2_1_2|2020-11-24	H5N8	western europe	netherlands	profile0002	anseriformes-wild	52.4448999895994	6.44900146928843
H5N8|2344b|EPI_ISL_1185026|galliformes|russia|3_2_3_1_3_2_1_2|2020-12-07	H5N8	eastern europe	russia	profile0002	galliformes-domestic	47.1064465901659	47.3587677312838
H5N3|2344b|EPI_ISL_1205485|charadriiformes|germany|1_1_2_1_10_8_1_1|2020-12-14	H5N3	western europe	germany	profile0001	charadriiformes-wild	54.1814850326718	9.81577342948134
H5N3|2344b|EPI_ISL_1205487|charadriiformes|germany|1_1_2_1_10_8_1_1|2020-12-14	H5N3	western europe	germany	profile0001	charadriiformes-wild	54.1814850326718	9.81577342948134
H5N1|2344b|EPI_ISL_1224989|accipitriformes|netherlands|2_1_1_1_1_1_1_1|2021-02-01	H5N1	western europe	netherlands	profile0001	other-bird	53.1100430768808	5.84863928632393
H5N4|2344b|EPI_ISL_1225077|charadriiformes|netherlands|1_1_11_1_1_11_1_7|2021-02-21	H5N4	western europe	netherlands	profile0007	charadriiformes-wild	51.9374604216783	4.46477045234472
H5N4|2344b|EPI_ISL_1225079|charadriiformes|netherlands|1_1_2_1_1_11_1_7|2021-02-15	H5N4	western europe	netherlands	profile0007	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N8|2344b|EPI_ISL_1279262|anseriformes|croatia|3_2_3_1_3_2_1_2|2021-03-01	H5N8	southern europe	croatia	profile0002	anseriformes-wild	45.1789051758503	18.8780624838969
H5N8|2344b|EPI_ISL_1307695|anseriformes|sweden|3_1_2_1_3_2_1_2|2021-03-03	H5N8	northern europe	sweden	profile0002	anseriformes-wild	58.2955067014075	12.8595382920252
H5N8|2344b|EPI_ISL_1307709|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-02-28	H5N8	northern europe	sweden	profile0002	anseriformes-wild	55.9474024317265	13.595146733816
H5N8|2344b|EPI_ISL_1307716|anseriformes|sweden|3_2_2_1_3_2_1_2|2021-03-02	H5N8	northern europe	sweden	profile0002	anseriformes-wild	59.4623673036598	18.1712252623315
H5N8|2344b|EPI_ISL_1307720|accipitriformes|sweden|3_2_3_1_3_2_1_2|2021-03-02	H5N8	northern europe	sweden	profile0002	other-bird	57.4990622714119	14.4340296449519
H5N5|2344b|EPI_ISL_1308010|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-02-26	H5N5	northern europe	sweden	profile0002	anseriformes-wild	57.1855292476939	16.1305148015024
H5N5|2344b|EPI_ISL_1385792|galliformes|sweden|3_2_2_1_3_5_1_2|2021-03-22	H5N5	northern europe	sweden	profile0002	galliformes-domestic	59.4623673036598	18.1712252623315
H5N8|2344b|EPI_ISL_1697188|galliformes|czechia|3_2_3_1_3_2_1_2|2021-04-01	H5N8	eastern europe	czechia	profile0002	galliformes-domestic	49.8368899304208	17.9578982609586
H5N8|2344b|EPI_ISL_1697190|galliformes|czechia|3_2_3_1_3_2_1_2|2021-04-02	H5N8	eastern europe	czechia	profile0002	galliformes-domestic	50.5294097303953	13.8509106160886
H5N8|2344b|EPI_ISL_1697195|anseriformes|czechia|3_2_3_1_3_2_1_2|2021-03-19	H5N8	eastern europe	czechia	profile0002	anseriformes-wild	49.9006406346158	16.1892997029385
H5N8|2344b|EPI_ISL_1697198|anseriformes|czechia|3_2_3_1_3_2_1_2|2021-03-18	H5N8	eastern europe	czechia	profile0002	anseriformes-wild	50.3852537596798	15.8661896036913
H5N8|2344b|EPI_ISL_2081527|carnivora|united_kingdom|3_2_3_1_3_2_1_2|2020-12-08	H5N8	northern europe	united kingdom	profile0002	mammal	54.0438440515314	-2.78687513666638
H5N8|2344b|EPI_ISL_2131573|galliformes|sweden|3_1_2_1_3_2_1_2|2021-04-20	H5N8	northern europe	sweden	profile0002	galliformes-domestic	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_2172528|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-02-22	H5N1	western europe	netherlands	profile0001	anseriformes-wild	53.1100430768808	5.84863928632393
H5N3|2344b|EPI_ISL_2172530|accipitriformes|netherlands|1_1_2_1_10_8_1_1|2021-02-22	H5N3	western europe	netherlands	profile0001	other-bird	53.1100430768808	5.84863928632393
H5N5|2344b|EPI_ISL_3102055|pelecaniformes|bulgaria|2_1_6_1_1_4_1_1|2021-03-30	H5N5	eastern europe	bulgaria	profile0001	other-bird	42.4909591338488	27.308077813051
H5N8|2344b|EPI_ISL_3102056|galliformes|bulgaria|3_2_3_1_3_2_1_2|2021-04-23	H5N8	eastern europe	bulgaria	profile0002	galliformes-domestic	41.8489090866177	25.942302613522
H5N8|2344b|EPI_ISL_3102057|galliformes|bulgaria|3_2_3_1_3_2_1_2|2021-04-26	H5N8	eastern europe	bulgaria	profile0002	galliformes-domestic	42.2564257629518	24.8255765075979
H5N5|2344b|EPI_ISL_3102081|anseriformes|italy|2_1_1_1_1_4_1_1|2021-04-08	H5N5	southern europe	italy	profile0001	anseriformes-wild	41.979336323661	12.7721450906831
H5N8|2344b|EPI_ISL_3142391|anseriformes|austria|3_2_3_1_3_2_1_2|2021-04-27	H5N8	western europe	austria	profile0002	anseriformes-wild	48.1371934331394	13.9653618911462
H5N8|2344b|EPI_ISL_3290184|anseriformes|sweden|3_2_3_1_1_2_1_2|2021-03-24	H5N8	northern europe	sweden	profile0002	anseriformes-wild	57.5128828372686	18.541723046906
H5N5|2344b|EPI_ISL_3294584|anseriformes|sweden|3_2_2_1_3_5_1_2|2021-03-30	H5N5	northern europe	sweden	profile0002	anseriformes-wild	59.0743595934023	16.6929745153277
H5N4|2344b|EPI_ISL_3298234|falconiformes|sweden|1_1_2_1_1_11_1_7|2021-03-05	H5N4	northern europe	sweden	profile0007	other-bird	57.1855292476939	16.1305148015024
H5N8|2344b|EPI_ISL_3298300|anseriformes|sweden|3_1_2_1_3_2_1_2|2021-03-03	H5N8	northern europe	sweden	profile0002	anseriformes-wild	56.9527544067021	12.8455535105187
H5N8|2344b|EPI_ISL_3950049|anseriformes|sweden|3_2_3_1_3_2_1_2|2021-08-26	H5N8	northern europe	sweden	profile0002	anseriformes-wild	59.0743595934023	16.6929745153277
H5N8|2344b|EPI_ISL_4804850|carnivora|germany|3_2_3_1_1_2_1_2|2021-08-15	H5N8	western europe	germany	profile0002	mammal	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_4805936|carnivora|germany|3_2_3_1_1_2_1_2|2021-08-19	H5N8	western europe	germany	profile0002	mammal	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_5095644|galliformes|germany|3_1_12_1_3_2_1_2|2021-01-22	H5N8	western europe	germany	profile0002	galliformes-domestic	52.4686720071996	13.4043192497063
H5N8|2344b|EPI_ISL_5115967|galliformes|germany|3_2_3_1_3_2_1_2|2021-03-05	H5N8	western europe	germany	profile0002	galliformes-domestic	54.1814850326718	9.81577342948134
H5N8|2344b|EPI_ISL_5116063|anseriformes|germany|3_2_3_1_3_2_1_2|2021-02-26	H5N8	western europe	germany	profile0002	anseriformes-wild	50.5991757228504	9.0260509036638
H5N8|2344b|EPI_ISL_5116326|galliformes|germany|3_2_3_1_1_2_1_2|2021-03-08	H5N8	western europe	germany	profile0002	galliformes-domestic	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_5145223|galliformes|germany|2_1_1_1_1_1_1_1|2021-05-05	H5N1	western europe	germany	profile0001	galliformes-domestic	52.7642105761026	9.16783937293005
H5N8|2344b|EPI_ISL_5145858|galliformes|germany|3_2_3_1_3_2_1_2|2021-03-23	H5N8	western europe	germany	profile0002	galliformes-domestic	50.9034036811626	11.0265393979066
H5N1|2344b|EPI_ISL_5804788|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-10-24	H5N1	western europe	netherlands	profile0001	anseriformes-wild	52.4448999895994	6.44900146928843
H5N1|2344b|EPI_ISL_7049600|anseriformes|sweden|24_1_1_1_1_1_1_1|2021-11-05	H5N1	northern europe	sweden	profile0001	anseriformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_7050532|passeriformes|sweden|25_1_1_1_1_1_1_1|2021-11-08	H5N1	northern europe	sweden	profile0001	other-bird	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_7054770|charadriiformes|sweden|1_1_2_1_1_1_1_1|2021-11-08	H5N1	northern europe	sweden	profile0001	charadriiformes-wild	56.9527544067021	12.8455535105187
H5N1|2344b|EPI_ISL_7267244|accipitriformes|netherlands|14_1_1_1_1_1_1_1|2021-11-12	H5N1	western europe	netherlands	profile0001	other-bird	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_7267248|anseriformes|netherlands|2_1_1_1_1_1_1_1|2021-11-14	H5N1	western europe	netherlands	profile0001	anseriformes-wild	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_7357590|anseriformes|croatia|1_1_2_1_1_1_1_1|2021-11-12	H5N1	southern europe	croatia	profile0001	anseriformes-wild	45.36574481307	16.4240036541494
H5N1|2344b|EPI_ISL_7733644|galliformes|italy|14_6_1_1_1_1_1_5|2021-10-28	H5N1	southern europe	italy	profile0005	galliformes-domestic	41.979336323661	12.7721450906831
H5N1|2344b|EPI_ISL_7733645|anseriformes|italy|14_6_1_1_1_1_1_5|2021-11-22	H5N1	southern europe	italy	profile0005	anseriformes-wild	41.979336323661	12.7721450906831
H5N8|2344b|EPI_ISL_7778762|galliformes|estonia|3_2_3_1_3_2_1_2|2021-02-18	H5N8	northern europe	estonia	profile0002	galliformes-domestic	58.6717397518952	25.5522615433491
H5N8|2344b|EPI_ISL_7778764|accipitriformes|finland|3_2_3_1_3_2_1_2|2021-07-01	H5N8	northern europe	finland	profile0002	other-bird	64.2398144022788	26.1623842060791
H5N8|2344b|EPI_ISL_7778779|anseriformes|norway|3_2_3_1_3_2_1_2|2021-07-01	H5N8	northern europe	norway	profile0002	anseriformes-wild	63.9836330810339	12.3044196327525
H5N1|2344b|EPI_ISL_7778880|carnivora|estonia|2_1_1_1_1_1_1_1|2021-11-08	H5N1	northern europe	estonia	profile0001	mammal	58.6717397518952	25.5522615433491
H5N1|2344b|EPI_ISL_7996368|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-07	H5N1	western europe	netherlands	profile0001	anseriformes-wild	53.1100430768808	5.84863928632393
H5N8|2344b|EPI_ISL_813971|galliformes|hungary|7_1_5_2_1_3_1_2|2020-05-05	H5N8	eastern europe	hungary	profile0002	galliformes-domestic	46.7347169568285	21.0059438310171
H5N8|2344b|EPI_ISL_813979|falconiformes|ireland|3_2_3_1_3_2_1_2|2020-11	H5N8	northern europe	ireland	profile0002	other-bird	53.1625189533631	-8.16313556364258
H5N8|2344b|EPI_ISL_833487|galliformes|hungary|7_1_5_2_1_3_1_2|2020-04-19	H5N8	eastern europe	hungary	profile0002	galliformes-wild	46.5624446150372	19.3734257652929
H5N8|2344b|EPI_ISL_833579|anseriformes|hungary|7_1_5_2_1_3_1_2|2020-04-14	H5N8	eastern europe	hungary	profile0002	anseriformes-wild	46.4291346697431	20.2330085562192
H5N8|2344b|EPI_ISL_846586|galliformes|hungary|7_1_5_2_1_3_1_2|2020-06-05	H5N8	eastern europe	hungary	profile0002	galliformes-domestic	46.5624446150372	19.3734257652929
H5N2|2344b|EPI_ISL_1005680|anseriformes|russia|3_9_6_1_5_23_1_2|2020-08-29	H5N2	central asia	russia	profile0002	anseriformes-wild	55.2762232202593	79.7845914423443
H5N8|2344b|EPI_ISL_1038924|primates|russia|3_2_3_1_3_2_1_2|2020-12-12	H5N8	eastern europe	russia	profile0002	human	47.1064465901659	47.3587677312838
H5N3|2344b|EPI_ISL_1063993|falconiformes|denmark|1_1_2_1_10_8_1_1|2021-01-01	H5N3	northern europe	denmark	profile0001	other-bird	55.3568797999445	9.45020901930698
H5N8|2344b|EPI_ISL_1080480|anseriformes|czechia|3_2_3_1_3_2_1_2|2021-02-14	H5N8	eastern europe	czechia	profile0002	anseriformes-wild	50.7015712481419	14.9927241891218
H5N8|2344b|EPI_ISL_1095365|anseriformes|sweden|3_2_3_1_3_2_1_2|2021-02-07	H5N8	northern europe	sweden	profile0002	anseriformes-wild	56.2754954629495	15.2029498652564
H5N8|2344b|EPI_ISL_1095454|accipitriformes|sweden|3_2_3_1_3_2_1_2|2021-02-11	H5N8	northern europe	sweden	profile0002	other-bird	55.9474024317265	13.595146733816
H5N3|2344b|EPI_ISL_1206285|charadriiformes|germany|1_1_2_1_10_8_1_1|2020-12-30	H5N3	western europe	germany	profile0001	charadriiformes-wild	52.7642105761026	9.16783937293005
H5N8|2344b|EPI_ISL_1238902|galliformes|sweden|3_2_3_1_3_2_1_2|2021-02-23	H5N8	northern europe	sweden	profile0002	galliformes-wild	55.9474024317265	13.595146733816
H5N8|2344b|EPI_ISL_1239109|accipitriformes|sweden|3_2_2_1_3_2_1_2|2021-02-24	H5N8	northern europe	sweden	profile0002	other-bird	55.9474024317265	13.595146733816
H5N5|2344b|EPI_ISL_1255051|anseriformes|poland|14_1_3_1_14_24_1_2|2021-02-01	H5N5	eastern europe	poland	profile0002	anseriformes-wild	54.1541828653429	17.9878737941344
H5N3|2344b|EPI_ISL_1259397|charadriiformes|france|1_1_2_1_10_8_1_1|2021-01-22	H5N3	western europe	france	profile0001	charadriiformes-wild	49.1207774760085	0.103954251480573
H5N5|2344b|EPI_ISL_1305777|galliformes|sweden|3_2_2_1_1_5_1_2|2021-03-10	H5N5	northern europe	sweden	profile0002	galliformes-domestic	55.9474024317265	13.595146733816
H5N5|2344b|EPI_ISL_1391276|accipitriformes|sweden|3_2_2_1_1_5_1_2|2021-02-19	H5N5	northern europe	sweden	profile0002	other-bird	55.9474024317265	13.595146733816
H5N8|2344b|EPI_ISL_1399231|galliformes|czechia|3_2_3_1_3_2_1_2|2021-02-18	H5N8	eastern europe	czechia	profile0002	galliformes-domestic	49.4071187835784	15.6903483593844
H5N8|2344b|EPI_ISL_1399233|galliformes|czechia|3_2_3_1_3_2_1_2|2021-02-27	H5N8	eastern europe	czechia	profile0002	galliformes-domestic	49.5901077813144	13.2328532454248
