tipnames	collection_regionname	collection_countryname	collection_original	host_simplifiedhost	lat	long
H5N1|2344b|EPI_ISL_17514139|anseriformes|austria|1_1_2_1_1_1_1_1|2023-01-18	western europe	austria	Europe / Austria / Bundesland Oberosterreich / Linz-Land / NA	anseriformes-wild	48.1371934331394	13.9653618911462
H5N1|2344b|EPI_ISL_17716057|anseriformes|austria|1_1_2_1_1_1_1_1|2023-01-18	western europe	austria	Europe / Austria / Bundesland Tirol / Kufstein / NA	anseriformes-wild	47.1966656601666	11.5020908076905
H5N1|2344b|EPI_ISL_17716082|anseriformes|austria|1_1_2_1_1_1_1_1|2023-01-12	western europe	austria	Europe / Austria / Bundesland Wien / Bundesland Wien / NA	anseriformes-wild	48.2089421257604	16.3790253882177
H5N1|2344b|EPI_ISL_18458074|anseriformes|austria|1_1_2_1_1_1_1_1|2021-12-09	western europe	austria	NA	anseriformes-wild	47.5942901543001	14.1261824377155
H5N1|2344b|EPI_ISL_17179653|anseriformes|switzerland|1_1_2_1_1_1_1_1|2022-11-22	western europe	switzerland	Europe / Switzerland / Cantone Ticino / Distretto di Locarno / NA	anseriformes-wild	46.297506661182	8.80881324795031
H5N1|2344b|EPI_ISL_11725991|anseriformes|germany|1_1_2_1_1_1_1_1|2021-10-26	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA	anseriformes-wild	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_7753230|anseriformes|germany|1_1_2_1_1_1_1_1|2021-10-17	western europe	germany	Europe / Germany / Lower Saxony / Harburg / NA	anseriformes-wild	52.7642105761026	9.16783937293005
H5N1|2344b|EPI_ISL_7753405|anseriformes|germany|1_1_2_1_1_1_1_1|2021-10-22	western europe	germany	Europe / Germany / Schleswig-Holstein / Dithmarschen / NA	anseriformes-wild	54.1814850326718	9.81577342948134
H5N1|2344b|EPI_ISL_11798579|anseriformes|denmark|1_1_2_1_1_1_1_1|2021-11-01	northern europe	denmark	Europe / Denmark / Region Nordjylland / Mariagerfjord / NA	anseriformes-wild	57.0522607274982	9.67257639647962
H5N1|2344b|EPI_ISL_11798574|anseriformes|denmark|1_1_2_1_1_1_1_1|2021-10-24	northern europe	denmark	Europe / Denmark / Region Syddanmark / Fano Kommune / NA	anseriformes-wild	55.3568797999445	9.45020901930698
H5N1|2344b|EPI_ISL_17529369|anseriformes|egypt|1_1_2_1_1_1_1_1|2022-03-30	northern africa	egypt	Africa / Egypt / NA / NA / NA	anseriformes-wild	26.5331366423868	29.7934978487062
H5N1|2344b|EPI_ISL_13990746|anseriformes|france|1_1_2_1_1_1_1_1|2022-03-14	western europe	france	Europe / Spain / NA / NA / NA	anseriformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_13369754|anseriformes|united_kingdom|1_1_2_1_1_1_1_1|2021-11-13	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	anseriformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_17786288|anseriformes|croatia|1_1_2_1_1_1_1_1|2022-01-11	southern europe	croatia	NA	anseriformes-wild	45.2017672550564	13.8949438737022
H5N1|2344b|EPI_ISL_18420062|anseriformes|croatia|1_1_2_1_1_1_1_1|2022-02-09	southern europe	croatia	NA	anseriformes-wild	45.1789051758503	18.8780624838969
H5N1|2344b|EPI_ISL_17786288|anseriformes|croatia|1_1_2_1_1_1_1_1|2022-01-11	southern europe	croatia	NA	anseriformes-wild	45.0210446789036	16.3887129948206
H5N1|2344b|EPI_ISL_11259282|anseriformes|ireland|1_1_2_1_1_1_1_1|2021-11-16	northern europe	ireland	Europe / Ireland / NA / NA / NA	anseriformes-wild	53.1625189533631	-8.16313556364258
H5N1|2344b|EPI_ISL_18001816|anseriformes|iceland|1_1_2_1_1_1_1_1|2022-04-19	northern europe	iceland	NA	anseriformes-wild	64.9850461261102	-18.587320734043
H5N1|2344b|EPI_ISL_15857961|anseriformes|italy|1_1_2_1_1_1_1_1|2022-10-09	southern europe	italy	Europe / Italy / NA / NA / NA	anseriformes-wild	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_17679790|anseriformes|italy|1_1_2_1_1_1_1_1|2022-10-26	southern europe	italy	Europe / Italy / Venezia / NA / NA	anseriformes-wild	45.6595758067318	11.8428083995249
H5N1|2344b|EPI_ISL_11560233|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-03-03	western europe	netherlands	Europe / Netherlands / Stroe, Waddenkust / NA / NA	anseriformes-wild	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_7952127|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-23	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_6761001|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-05	western europe	netherlands	Europe / Netherlands / Provincie Gelderland / NA / NA	anseriformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_10993166|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-29	western europe	netherlands	Europe / Netherlands / Zwaagdijk, Eendenkooi Zwaagdijk / NA / NA	anseriformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_5804788|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-10-24	western europe	netherlands	Europe / Netherlands / Provincie Overijssel / NA / NA	anseriformes-wild	52.4448999895994	6.44900146928843
H5N1|2344b|EPI_ISL_6761013|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-02	western europe	netherlands	Europe / Netherlands / Provincie Utrecht / NA / NA	anseriformes-wild	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_9616263|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-01-11	western europe	netherlands	Europe / Netherlands / Provincie Zeeland / NA / NA	anseriformes-wild	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_5463803|anseriformes|russia|1_1_2_1_1_1_1_1|2021-09-30	eastern europe	russia	Europe / Russia / Saratov Oblast / Saratov / NA	anseriformes-wild	51.5994582882348	46.8369479833559
H5N1|2344b|EPI_ISL_7053817|anseriformes|sweden|1_1_2_1_1_1_1_1|2021-11-01	northern europe	sweden	Europe / Sweden / Skane Lan / Malmo Kommun / NA	anseriformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_17679792|anseriformes|slovenia|1_1_2_1_1_1_1_1|2023-01-04	southern europe	slovenia	Europe / Slovenia / NA / NA / NA	anseriformes-wild	46.124137393352	14.813678667363
H5N1|2344b|EPI_ISL_17514134|charadriiformes|austria|1_1_2_1_1_1_1_1|2023-03-14	western europe	austria	Europe / Austria / Carinthia / Klagenfurt-Stadt / NA	charadriiformes-wild	46.7756065980659	13.9191072983427
H5N1|2344b|EPI_ISL_17514171|charadriiformes|austria|1_1_2_1_1_1_1_1|2023-01-20	western europe	austria	Europe / Austria / Bundesland Wien / Vienna / NA	charadriiformes-wild	48.2089421257604	16.3790253882177
H5N1|2344b|EPI_ISL_18343476|charadriiformes|belgium|1_1_2_1_1_1_1_1|2022-06-17	western europe	belgium	NA	charadriiformes-wild	50.64017310615	4.66939027974939
H5N1|2344b|EPI_ISL_14573037|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-05-31	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA	charadriiformes-wild	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_14571432|charadriiformes|germany|1_1_2_1_1_1_1_1|2022-06-07	western europe	germany	Europe / Germany / Lower Saxony / Wilhelmshaven,Stadt / NA	charadriiformes-wild	52.7642105761026	9.16783937293005
H5N1|2344b|EPI_ISL_16113230|charadriiformes|denmark|1_1_2_1_1_1_1_1|2022-06-19	northern europe	denmark	Europe / Denmark / Region Nordjylland / Thisted Kommune / NA	charadriiformes-wild	57.0522607274982	9.67257639647962
H5N1|2344b|EPI_ISL_16113225|charadriiformes|denmark|1_1_2_1_1_1_1_1|2022-06-14	northern europe	denmark	Europe / Denmark / Region Sjaland / Slagelse Kommune / NA	charadriiformes-wild	55.2791973821106	11.7026524381832
H5N1|2344b|EPI_ISL_17679799|charadriiformes|france|1_1_2_1_1_1_1_1|2022-12-20	western europe	france	Europe / Spain / NA / NA / NA	charadriiformes-wild	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_16398196|charadriiformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-09	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	charadriiformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_14917979|charadriiformes|poland|1_1_2_1_1_1_1_1|2022-05-30	eastern europe	poland	Europe / Poland / Pomeranian Voivodeship / NA / NA	charadriiformes-wild	54.1541828653429	17.9878737941344
H5N1|2344b|EPI_ISL_6101868|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2021-10-27	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_12177629|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-04-05	western europe	netherlands	Europe / Netherlands / Provincie Gelderland / NA / NA	charadriiformes-wild	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_14233920|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-07-15	western europe	netherlands	Europe / Netherlands / Enkhuizen, Ijsselmeer, De Kreupel / NA / NA	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_13778475|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-06-07	western europe	netherlands	Europe / Netherlands / Walcheren, t Vroon Westkapelle / NA / NA	charadriiformes-wild	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_9012574|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2021-12-17	western europe	netherlands	Europe / Netherlands / NA / NA / NA	charadriiformes-wild	52.2573048104135	5.56251311224367
H5N1|2344b|EPI_ISL_7054770|charadriiformes|sweden|1_1_2_1_1_1_1_1|2021-11-08	northern europe	sweden	Europe / Sweden / Hallands Lan / Hylte Kommun / NA	charadriiformes-wild	56.9527544067021	12.8455535105187
H5N1|2344b|EPI_ISL_17514131|galliformes|austria|1_1_2_1_1_1_1_1|2023-01-20	western europe	austria	Europe / Austria / Bundesland Oberosterreich / Braunau am Inn / NA	galliformes-domestic	48.1371934331394	13.9653618911462
H5N1|2344b|EPI_ISL_17015363|galliformes|czechia|1_1_2_1_1_1_1_1|2023-02-16	eastern europe	czechia	Europe / Czech Republic / Vysocina Kraj / Okres Havlickuv Brod / Okrouhlice, GPS: 49.6299125N, 15.4908289E	galliformes-domestic	49.4071187835784	15.6903483593844
H5N1|2344b|EPI_ISL_15234362|galliformes|france|1_1_2_1_1_1_1_1|2022-08-29	western europe	france	Europe / Spain / NA / NA / NA	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_8377417|galliformes|france|1_1_2_1_1_1_1_1|2021-11-25	western europe	france	Europe / France / Region Nord-Pas-De Calais / Departement du Nord / NA	galliformes-domestic	49.9664542920368	2.77424482433678
H5N1|2344b|EPI_ISL_17584752|galliformes|france|1_1_2_1_1_1_1_1|2021-11-28	western europe	france	Europe / France / NA / NA / NA	galliformes-domestic	46.5103009447381	2.5780749353201
H5N1|2344b|EPI_ISL_13370632|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-01-02	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	galliformes-domestic	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15857843|galliformes|italy|1_1_2_1_1_1_1_1|2022-11-08	southern europe	italy	Europe / Italy / NA / NA / NA	galliformes-domestic	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_11449674|galliformes|belgium|1_1_2_1_1_1_1_1|2022-03-10	western europe	belgium	Europe / Belgium / Provincie Oost-Vlaanderen / Sint-Gillis-Waas / NA	galliformes-domestic	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_9856775|galliformes|netherlands|1_1_2_1_1_1_1_1|2021-10-25	western europe	netherlands	Europe / Netherlands / Provincie Flevoland / NA / NA	galliformes-domestic	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_5804698|galliformes|netherlands|1_1_2_1_1_1_1_1|2021-10-30	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / NA / NA	galliformes-domestic	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_6675733|galliformes|netherlands|1_1_2_1_1_1_1_1|2021-11-21	western europe	netherlands	Europe / Netherlands / Provincie Utrecht / NA / NA	galliformes-domestic	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_8416806|galliformes|portugal|1_1_2_1_1_1_1_1|2021-12-05	southern europe	portugal	Europe / Portugal / Distrito de Setubal / NA / NA	galliformes-domestic	39.0000659845379	-9.16600795512929
H5N1|2344b|EPI_ISL_5463800|galliformes|russia|1_1_2_1_1_1_1_1|2021-09-30	eastern europe	russia	Europe / Russia / Saratov Oblast / Saratov / NA	galliformes-domestic	51.5994582882348	46.8369479833559
H5N1|2344b|EPI_ISL_15585904|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-09-05	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	galliformes-wild	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_15958027|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-10-21	northern europe	united kingdom	Europe / United Kingdom / Wales / NA / NA	galliformes-wild	52.3299411115892	-3.76558183366802
H5N1|2344b|EPI_ISL_17447440|carnivora|denmark|1_1_2_1_1_1_1_1|2022-04-28	northern europe	denmark	Europe / Denmark / Region Midtjylland / Odder Kommune / NA	mammal	56.2490598335433	9.39675377639095
H5N1|2344b|EPI_ISL_17257532|carnivora|united_kingdom|1_1_2_1_1_1_1_1|2022-11-18	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	mammal	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_16547666|carnivora|belgium|1_1_2_1_1_1_1_1|2022-12-08	western europe	belgium	Europe / Belgium / Provincie Limburg / Riemst / NA	mammal	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_9111104|carnivora|netherlands|1_1_2_1_1_1_1_1|2022-01-17	western europe	netherlands	Europe / Netherlands / Provincie Flevoland / NA / NA	mammal	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_10915976|carnivora|netherlands|1_1_2_1_1_1_1_1|2022-03-01	western europe	netherlands	Europe / Netherlands / Provincie Gelderland / NA / NA	mammal	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_10454887|carnivora|netherlands|1_1_2_1_1_1_1_1|2022-02-18	western europe	netherlands	Europe / Netherlands / Provincie Utrecht / NA / NA	mammal	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_17716083|pelecaniformes|austria|1_1_2_1_1_1_1_1|2023-01-20	western europe	austria	Europe / Austria / Bundesland Tirol / Kufstein / NA	other	47.1966656601666	11.5020908076905
H5N1|2344b|EPI_ISL_14571448|suliformes|germany|1_1_2_1_1_1_1_1|2022-05-03	western europe	germany	Europe / Germany / Mecklenburg-Vorpommern / Vorpommern-RÃ¼gen / NA	other	53.7551744161606	12.5509509363277
H5N1|2344b|EPI_ISL_16113366|accipitriformes|denmark|1_1_2_1_1_1_1_1|2022-06-11	northern europe	denmark	Europe / Denmark / Region Midtjylland / Horsens Kommune / NA	other	56.2490598335433	9.39675377639095
H5N1|2344b|EPI_ISL_16113242|strigiformes|denmark|1_1_2_1_1_1_1_1|2022-06-08	northern europe	denmark	Europe / Denmark / Region Syddanmark / Odense Kommune / NA	other	55.3568797999445	9.45020901930698
H5N1|2344b|EPI_ISL_16113090|falconiformes|denmark|1_1_2_1_1_1_1_1|2022-07-17	northern europe	denmark	Europe / Denmark / Region Sjaland / Vordingborg Kommune / NA	other	55.2791973821106	11.7026524381832
H5N1|2344b|EPI_ISL_18075816|accipitriformes|spain|1_1_2_1_1_1_1_1|2022-06-09	southern europe	spain	NA	other	40.1894641959532	-3.70568864248137
H5N1|2344b|EPI_ISL_13990743|pelecaniformes|france|1_1_2_1_1_1_1_1|2022-03-02	western europe	france	Europe / Spain / NA / NA / NA	other	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_18445706|accipitriformes|france|1_1_2_1_1_1_1_1|2022-05-03	western europe	france	NA	other	46.5103009447381	2.5780749353201
H5N1|2344b|EPI_ISL_16384191|accipitriformes|united_kingdom|1_1_2_1_1_1_1_1|2022-12-05	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	other	54.0438440515314	-2.78687513666638
H5N1|2344b|EPI_ISL_12471663|pelecaniformes|greece|1_1_2_1_1_1_1_1|2022-03-10	southern europe	greece	Europe / Greece / NA / NA / NA	other	39.0148672656421	22.9963034984317
H5N1|2344b|EPI_ISL_8882214|pelecaniformes|italy|1_1_2_1_1_1_1_1|2021-12-09	southern europe	italy	Europe / Italy / NA / NA / NA	other	42.7080607219025	12.208345049127
H5N1|2344b|EPI_ISL_16549245|strigiformes|belgium|1_1_2_1_1_1_1_1|2022-11-21	western europe	belgium	Europe / Belgium / Province de Liege / Lontzen / NA	other	50.3127973408239	5.0143267931739
H5N1|2344b|EPI_ISL_7996370|passeriformes|netherlands|1_1_2_1_1_1_1_1|2021-11-20	western europe	netherlands	Europe / Netherlands / Provincie Flevoland / NA / NA	other	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_14233919|pelecaniformes|netherlands|1_1_2_1_1_1_1_1|2022-07-24	western europe	netherlands	Europe / Netherlands / Schiermonnikoog, Oosterkwelder / NA / NA	other	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_7267249|pelecaniformes|netherlands|1_1_2_1_1_1_1_1|2021-11-15	western europe	netherlands	Europe / Netherlands / Provincie Gelderland / NA / NA	other	52.0617180422494	5.94466833784019
H5N1|2344b|EPI_ISL_17033244|falconiformes|netherlands|1_1_2_1_1_1_1_1|2023-02-06	western europe	netherlands	Europe / Netherlands / Oirschot / NA / NA	other	51.5616727876811	5.19541346074046
H5N1|2344b|EPI_ISL_15088298|suliformes|netherlands|1_1_2_1_1_1_1_1|2022-08-23	western europe	netherlands	Europe / Netherlands / Hippolytushoef, normerven / NA / NA	other	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_8799318|accipitriformes|netherlands|1_1_2_1_1_1_1_1|2021-12-26	western europe	netherlands	Europe / Netherlands / Provincie Zeeland / NA / NA	other	51.4517197034959	3.83526799798383
H5N1|2344b|EPI_ISL_10347218|anseriformes|netherlands|1_1_2_1_1_1_1_1|2021-12-29	western europe	netherlands	Europe / Netherlands / Provincie Friesland / Kollumerland / NA	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_17584807|anseriformes|czechia|1_1_2_1_1_1_1_1|2022-12-01	eastern europe	czechia	Europe / Czech Republic / Jihocesky Kraj / Okres Jindrichuv Hradec / Frahelz; GPS: 49.1171281N, 14.7319264E	anseriformes-domestic	49.0928166218663	14.4391547985202
H5N1|2344b|EPI_ISL_16997751|anseriformes|czechia|1_1_2_1_1_1_1_1|2023-01-25	eastern europe	czechia	Europe / Czech Republic / Stredocesky Kraj / Okres Kladno / Lany; GPS: 50.1247061N, 13.9504092E	anseriformes-domestic	49.9969098943343	14.5545810187162
H5N1|2344b|EPI_ISL_18033186|anseriformes|poland|1_1_2_1_1_1_1_1|2023-02-08	eastern europe	poland	NA	anseriformes-domestic	52.1141994014432	19.4236724631525
H5N1|2344b|EPI_ISL_17514126|anseriformes|austria|1_1_2_1_1_1_1_1|2023-01-04	western europe	austria	Europe / Austria / Lower Austria / Melk / NA	anseriformes-wild	48.2718646696418	15.7529218938467
H5N1|2344b|EPI_ISL_17514170|anseriformes|austria|1_1_2_1_1_1_1_1|2023-01-13	western europe	austria	Europe / Austria / Bundesland Oberosterreich / VÃ¶cklabruck / NA	anseriformes-wild	48.1371934331394	13.9653618911462
H5N1|2344b|EPI_ISL_18345334|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-10-24	western europe	belgium	NA	anseriformes-wild	50.64017310615	4.66939027974939
H5N1|2344b|EPI_ISL_18006941|anseriformes|germany|1_1_2_1_1_1_1_1|2022-04-08	western europe	germany	NA	anseriformes-wild	53.5463325421189	10.020950289547
H5N1|2344b|EPI_ISL_18006941|anseriformes|germany|1_1_2_1_1_1_1_1|2022-04-08	western europe	germany	NA	anseriformes-wild	51.0533277435649	10.373650933319
H5N1|2344b|EPI_ISL_16113089|anseriformes|denmark|1_1_2_1_1_1_1_1|2022-04-20	northern europe	denmark	Europe / Denmark / Region Midtjylland / Ringkobing-Skjern / NA	anseriformes-wild	56.2490598335433	9.39675377639095
H5N1|2344b|EPI_ISL_18075728|anseriformes|spain|1_1_2_1_1_1_1_1|2023-02-22	southern europe	spain	NA	anseriformes-wild	40.1894641959532	-3.70568864248137
H5N1|2344b|EPI_ISL_16206845|anseriformes|luxembourg|1_1_2_1_1_1_1_1|2022-12-11	western europe	luxembourg	Europe / Luxembourg / District de Diekirch / NA / NA	anseriformes-wild	49.9300394358161	5.99508360642885
H5N1|2344b|EPI_ISL_18345334|anseriformes|belgium|1_1_2_1_1_1_1_1|2022-10-24	western europe	belgium	NA	anseriformes-wild	51.0391095671615	4.2420548599892
H5N1|2344b|EPI_ISL_11112344|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-02-09	western europe	netherlands	Europe / Netherlands / Stroe, Waddenkust / NA / NA	anseriformes-wild	52.5266976905946	5.60009163363913
H5N1|2344b|EPI_ISL_13300319|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-05-26	western europe	netherlands	Europe / Netherlands / Provincie Friesland / NA / NA	anseriformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_10454886|anseriformes|netherlands|1_1_2_1_1_1_1_1|2022-02-03	western europe	netherlands	Europe / Netherlands / Provincie Utrecht / NA / NA	anseriformes-wild	52.083727924893	5.16763788059654
H5N1|2344b|EPI_ISL_17277694|anseriformes|sweden|1_1_2_1_1_1_1_1|2023-03-13	northern europe	sweden	NA	anseriformes-wild	56.2754954629495	15.2029498652564
H5N1|2344b|EPI_ISL_16560284|anseriformes|sweden|1_1_2_1_1_1_1_1|2022-12-20	northern europe	sweden	NA	anseriformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_17679818|anseriformes|slovakia|1_1_2_1_1_1_1_1|2023-01-17	eastern europe	slovakia	Europe / Slovakia / NA / NA / NA	anseriformes-wild	48.7152910172137	19.4731651408513
H5N1|2344b|EPI_ISL_16633479|anseriformes|sweden|1_1_2_1_1_1_1_1|2022-12-29	northern europe	sweden	NA	anseriformes-wild	62.374013544985	16.2835241791686
H5N1|2344b|EPI_ISL_18058693|charadriiformes|austria|1_1_2_1_1_1_1_1|2023-01-19	western europe	austria	NA	charadriiformes-wild	48.2089421257604	16.3790253882177
H5N1|2344b|EPI_ISL_16679310|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2023-01-02	western europe	netherlands	NA	charadriiformes-wild	53.1100430768808	5.84863928632393
H5N1|2344b|EPI_ISL_13201050|charadriiformes|netherlands|1_1_2_1_1_1_1_1|2022-04-29	western europe	netherlands	Europe / Netherlands / Provincie Noord-Holland / De Kreupel / NA	charadriiformes-wild	52.5811544669078	4.87272777813315
H5N1|2344b|EPI_ISL_16896360|charadriiformes|sweden|1_1_2_1_1_1_1_1|2022-12-20	northern europe	sweden	NA	charadriiformes-wild	55.9474024317265	13.595146733816
H5N1|2344b|EPI_ISL_16631820|charadriiformes|sweden|1_1_2_1_1_1_1_1|2022-12-27	northern europe	sweden	NA	charadriiformes-wild	58.2955067014075	12.8595382920252
H5N1|2344b|EPI_ISL_16631820|charadriiformes|sweden|1_1_2_1_1_1_1_1|2022-12-27	northern europe	sweden	NA	charadriiformes-wild	62.374013544985	16.2835241791686
H5N1|2344b|EPI_ISL_16937302|galliformes|czechia|1_1_2_1_1_1_1_1|2022-12-09	eastern europe	czechia	Europe / Czech Republic / Jihocesky Kraj / Okres Jindrichuv Hradec / Ponedraz; GPS: 49.1159706N, 14.7019647E	galliformes-domestic	49.0928166218663	14.4391547985202
H5N1|2344b|EPI_ISL_17470102|galliformes|czechia|1_1_2_1_1_1_1_1|2023-03-02	eastern europe	czechia	Europe / Czech Republic / Pardubicky kraj / Kuncina; GPS: 49.7945531N, 16.6276322E / ; GPS: 49.7945531N, 16.6276322E	galliformes-domestic	49.9006406346158	16.1892997029385
H5N1|2344b|EPI_ISL_17584809|galliformes|czechia|1_1_2_1_1_1_1_1|2023-04-04	eastern europe	czechia	Europe / Czech Republic / Stredocesky Kraj / Okres Mlada Boleslav / Zidneves; GPS: 50.4116292N, 14.9945272E	galliformes-domestic	49.9969098943343	14.5545810187162
H5N1|2344b|EPI_ISL_17679812|galliformes|france|1_1_2_1_1_1_1_1|2023-02-07	western europe	france	Europe / Spain / NA / NA / NA	galliformes-domestic	45.5190780558984	4.54715006428513
H5N1|2344b|EPI_ISL_15957817|galliformes|united_kingdom|1_1_2_1_1_1_1_1|2022-11-02	northern europe	united kingdom	Europe / United Kingdom / England / NA / NA	galliformes-domestic	54.0438440515314	-2.78687513666638
