virus.subtype,isolate.id,isolate.name,collection.date,collection.datedecimal,collection.datemonth,host.class,host.order,host.family,host.sciname,host.commonname,host.isbird,host.isdomestic,collection.region.name,collection.country.name,collection.country.code,collection.country.lat,collection.country.long,collection.subdiv1.name,collection.subdiv1.code,collection.subdiv1.lat,collection.subdiv1.long,clade,collection.original,cluster.pb2,cluster.pb1,cluster.pa,cluster.ha,cluster.np,cluster.na,cluster.mp,cluster.ns,cluster.profile,profile.lab,cluster.genome,...1
H5N6,EPI_ISL_418178,A/Whooper swan/Xinjiang/10/2020,2020-01-16,2020.041,2020-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xinjiang uygur,cn.xj,41.1644442011163,85.1293303962538,2344h,Asia / China / Xinjiang / NA / NA,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14,518
H5N6,EPI_ISL_418179,A/Whooper swan/Xinjiang/11/2020,2020-01-17,2020.044,2020-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xinjiang uygur,cn.xj,41.1644442011163,85.1293303962538,2344h,Asia / China / Xinjiang / NA / NA,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14,518
H5N6,EPI_ISL_418180,A/Whooper swan/Xinjiang/12/2020,2020-01-17,2020.044,2020-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xinjiang uygur,cn.xj,41.1644442011163,85.1293303962538,2344h,Asia / China / Xinjiang / NA / NA,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14,518
H5N6,EPI_ISL_418181,A/Whooper swan/Xinjiang/13/2020,2020-01-17,2020.044,2020-01,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xinjiang uygur,cn.xj,41.1644442011163,85.1293303962538,2344h,Asia / China / Xinjiang / NA / NA,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14,518
H5N8,EPI_ISL_418266,A/turkey/Czech Republic/3071/2020,2020-02-17,2020.128,2020-02,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,pardubický,cz.ek,49.9006406346158,16.1892997029385,2344b,"Europe / Czech Republic / Pardubicky kraj / Okres Pardubice / Slepotice, Moravany",6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,695
H5N2,EPI_ISL_503969,A/chicken/Bulgaria/77_20VIR1727/2020,2020-02-21,2020.139,2020-02,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,NA,NA,NA,NA,2344b,Europe / Bulgaria / NA / NA / NA,1,1,41,12,24,42,11,7,1_1_41_12_24_42_11_7,NA,202,3677
H5N8,EPI_ISL_525439,A/laying_hen/Poland/002/2020,2020-01-01,2020,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,wielkopolskie,na,52.3269678786096,17.250141052842,2344b,Europe / Poland / Greater Poland Voivodeship / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2455
H5N8,EPI_ISL_525440,A/chicken/Poland/003/2020,2020-02-01,2020.003,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,lubelskie,na,51.2170859712694,22.9017240742201,2344b,Europe / Poland / Lublin Voivodeship / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2444
H5N8,EPI_ISL_525441,A/chicken/Poland/004/2020,2020-02-01,2020.003,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,lubelskie,na,51.2170859712694,22.9017240742201,2344b,Europe / Poland / Lublin Voivodeship / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,2444
H5N8,EPI_ISL_525442,A/turkey/Poland/027/2020,2020-09-01,2020.022,2020-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525443,A/domestic_goose/Poland/028/2020,2020-12-01,2020.03,2020-01,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525444,A/chicken/Poland/054/2020,2020-01-17,2020.044,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525445,A/turkey/Poland/079/2020,2020-01-25,2020.066,2020-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525446,A/laying_hen/Poland/095/2020,2020-01-27,2020.071,2020-01,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525447,A/turkey/Poland/096/2020,2020-01-28,2020.074,2020-01,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525448,A/turkey/Poland/182/2020,2020-07-02,2020.101,2020-02,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525449,A/domestic_duck/Poland/219/2020,2020-02-20,2020.137,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525450,A/domestic_duck/Poland/221/2020,2020-02-20,2020.137,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525451,A/domestic_duck/Poland/222/2020,2020-02-21,2020.139,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525452,A/domestic_duck/Poland/223/2020,2020-02-21,2020.139,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525453,A/domestic_duck/Poland/229/2020,2020-02-22,2020.142,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525454,A/domestic_duck/Poland/230/2020,2020-02-22,2020.142,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525455,A/domestic_duck/Poland/237/2020,2020-02-24,2020.148,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525461,A/turkey/Poland/366/2020,2020-03-23,2020.224,2020-03,galliformes_domestic,galliformes,Phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525462,A/domestic_goose/Poland/274/2020,2020-01-03,2020.164,2020-03,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525463,A/domestic_duck/Poland/285/2020,2020-03-03,2020.169,2020-03,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525464,A/domestic_duck/Poland/263/2020,2020-02-26,2020.153,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_525465,A/domestic_duck/Poland/271/2020,2020-02-29,2020.161,2020-02,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,eastern europe,poland,pol,52.1141994014432,19.4236724631525,NA,NA,NA,NA,2344b,Europe / Poland / NA / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,3831
H5N8,EPI_ISL_591075,A/mute swan/Netherlands/20015931-001/2020,2020-10-17,2020.792,2020-10,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,2344b,Europe / Netherlands / Provincie Utrecht / Kockengen / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2203
H5N8,EPI_ISL_603132,A/chicken/Netherlands/20016597-026030/2020,2020-10-28,2020.822,2020-10,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,2344b,Europe / Netherlands / Provincie Gelderland / West Maas en Waal / Altforst,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2196
H5N1,EPI_ISL_603133,A/Eurasian Wigeon/Netherlands/1/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,2344b,Europe / Netherlands / NA / NA / NA,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,3818
H5N1,EPI_ISL_603134,A/Eurasian Wigeon/Netherlands/4/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,2344b,Europe / Netherlands / NA / NA / NA,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,3818
H5N1,EPI_ISL_603135,A/Eurasian Wigeon/Netherlands/5/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,2344b,Europe / Netherlands / NA / NA / NA,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,3818
H5N8,EPI_ISL_603136,A/Eurasian Wigeon/Netherlands/7/2020,2020-10-16,2020.79,2020-10,anseriformes_wild,anseriformes,Anatidae,mareca penelope,eurasian wigeon,bird,wild,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,2344b,Europe / Netherlands / NA / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,3818
H5N2,EPI_ISL_603231,A/chicken/Bulgaria/201_20VIR1723-1/2020,2020-02-03,2020.167,2020-03,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,plovdiv,bg.pd,42.2564257629518,24.8255765075979,2344b,Europe / Bulgaria / Oblast Plovdiv / Trilistnik / NA,1,1,41,12,24,42,11,7,1_1_41_12_24_42_11_7,NA,202,250
H5N8,EPI_ISL_603233,A/chicken/Bulgaria/380-1_20VIR3542-1/2020,2020-03-06,2020.421,2020-06,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,eastern europe,bulgaria,bgr,42.7584172195881,25.2179149681535,plovdiv,bg.pd,42.2564257629518,24.8255765075979,2344b,Europe / Bulgaria / Oblast Plovdiv / Asenograd / NA,46,2,53,12,29,54,11,2,46_2_53_12_29_54_11_2,NA,273,250
H5N8,EPI_ISL_614400,A/barnacle goose/Germany-SH/AI02167/2020,2020-10-28,2020.822,2020-10,anseriformes_wild,anseriformes,Anatidae,branta leucopsis,barnacle goose,bird,wild,western europe,germany,deu,51.0533277435649,10.373650933319,schleswig-holstein,de.sh,54.1814850326718,9.81577342948134,2344b,Europe / Germany / Schleswig-Holstein / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,715
H5N8,EPI_ISL_614401,A/mute_swan/Kazakhstan/1-267-20-B/2020,2020-09-23,2020.727,2020-09,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,aqmola,kz.am,51.7623557428944,69.9739209295215,2344b,Asia / Kazakhstan / Akmola / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1472
H5N8,EPI_ISL_615065,A/domestic_goose/Kazakhstan/1-261_2-20-B/2020,2020-09-22,2020.724,2020-09,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,qostanay,kz.qs,51.5322283786231,64.0853293002361,2344b,Asia / Kazakhstan / Kostanay / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1480
H5N8,EPI_ISL_615068,A/domestic_goose/Kazakhstan/1-248_2-20-B/2020,2020-09-20,2020.719,2020-09,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,aqmola,kz.am,51.7623557428944,69.9739209295215,2344b,Asia / Kazakhstan / Akmola / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1472
H5N8,EPI_ISL_615072,A/domestic_duck/Kazakhstan/1-274-20-B/2020,2020-09-25,2020.732,2020-09,anseriformes_domestic,anseriformes,Anatidae,anas platyrhynchos (domestic type),mallard (domestic type),bird,domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,qostanay,kz.qs,51.5322283786231,64.0853293002361,2344b,Asia / Kazakhstan / Kostanay / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1480
H5N8,EPI_ISL_615073,A/domestic_goose/Kazakhstan/1-242_2-20-B/2020,2020-09-19,2020.716,2020-09,anseriformes_domestic,anseriformes,Anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),bird,domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,2344b,Asia / Kazakhstan / North Kazakhstan / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1477
H5N8,EPI_ISL_623074,A/chicken/Iraq/1/2020,2020-12-05,2020.361,2020-05,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western asia,iraq,irq,33.017872044376,43.8055120134245,ninawa,iq.ni,35.9913317126514,42.4617230992077,2344b,Asia / Iraq / Muhafazat Ninawa / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,1348
H5N8,EPI_ISL_623075,A/chicken/Netherlands/20017138-016020/2020,2020-04-11,2020.842,2020-11,galliformes_domestic,galliformes,Phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),bird,domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,2344b,Europe / Netherlands / Provincie Gelderland / Gemeente Druten / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2196
H5N8,EPI_ISL_625671,A/whooper swan/Inner Mongolia/w1-1/2020,2020-10-17,2020.792,2020-10,anseriformes_wild,anseriformes,Anatidae,cygnus cygnus,whooper swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,2344b,Asia / China / Inner Mongolia Autonomous Region / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,509
H5N8,EPI_ISL_625672,A/mute swan/Inner Mongolia/w2-1/2020,2020-10-17,2020.792,2020-10,anseriformes_wild,anseriformes,Anatidae,cygnus olor,mute swan,bird,wild,eastern asia,china,chn,36.6848135465548,103.513718494908,nei mongol,cn.nm,44.083329648604,113.188484632426,2344b,Asia / China / Inner Mongolia Autonomous Region / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,509
H5N8,EPI_ISL_631824,A/Mandarin duck/Korea/H242/2020,2020-10-21,2020.803,2020-10,anseriformes_wild,anseriformes,Anatidae,aix galericulata,mandarin duck,bird,wild,eastern asia,south korea,kor,36.341057964317,127.784630688405,chungcheongbuk-do,kr.gb,36.737850075983,127.830446360213,2344b,Asia / Korea / Chungcheongbuk-do / NA / NA,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,1581
H5N8,EPI_ISL_637098,A/duck/Chelyabinsk/1207-1/2020,2020-07-31,2020.579,2020-07,anseriformes_wild,anseriformes,Anatidae,anatidae (duck sp.),duck sp.,bird,wild,central asia,russia,rus,66.0376616061812,95.7970903417469,chelyabinsk,ru.cl,54.4531161547399,60.406021972363,2344b,Europe / Russia / Chelyabinsk Oblast / NA / NA,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1,2657
