tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N1.2344b.EPI_ISL_12690571.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-28,H5N1,EPI_ISL_12690571,a/turkey/iowa/22-009286-002-original/2022,2022-03-28,2022.24,2022-03,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-13,3418,2344b,North America / United States / Iowa / Hamilton / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,major,#66c6cc,2022-03-28,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_12693855.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-31,H5N1,EPI_ISL_12693855,a/chicken/iowa/22-009819-001-original/2022,2022-03-31,2022.24,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-13,3418,2344b,North America / United States / Iowa / Osceola / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,major,#66c6cc,2022-03-31,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_12968592.galliformes.netherlands.2_1_1_1_1_1_1_1.2021-12-17,H5N1,EPI_ISL_12968592,a/fancy_chicken/nl/fav-0035/2021,2021-12-17,2021.96,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,newfoundland and labrador,ca.nf,52.7585447043339,-60.1747989980888,a,2021-50,3818,2344b,North America / Canada / Newfoundland and Labrador / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2021-12-17,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_12968593.anseriformes.netherlands.2_1_1_1_1_1_1_1.2021-12-17,H5N1,EPI_ISL_12968593,a/domestic_goose/nl/fav-0035-17/2021,2021-12-17,2021.96,2021-12,2021,Aves,anseriformes,anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),TRUE,domestic,anseriformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,manitoba,ca.mb,54.7409130620601,-97.4886310680955,a,2021-50,3818,2344b,North America / Canada / Manitoba / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2021-12-17,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_12968817.casuariiformes.netherlands.2_1_1_1_1_1_1_1.2021-12-17,H5N1,EPI_ISL_12968817,a/emu/nl/fav-0035-12/2021,2021-12-17,2021.96,2021-12,2021,Aves,casuariiformes,casuariidae,dromaius novaehollandiae,emu,TRUE,wild,other,western europe,netherlands,nld,52.2573048104135,5.56251311224367,newfoundland and labrador,ca.nf,52.7585447043339,-60.1747989980888,a,2021-50,3818,2344b,North America / Canada / Newfoundland and Labrador / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2021-12-17,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_12968823.galliformes.netherlands.2_1_1_1_1_1_1_1.2021-12-21,H5N1,EPI_ISL_12968823,a/chicken/nl/fav-0033/2021,2021-12-21,2021.97,2021-12,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,netherlands,nld,52.2573048104135,5.56251311224367,newfoundland and labrador,ca.nf,52.7585447043339,-60.1747989980888,a,2021-51,3818,2344b,North America / Canada / Newfoundland and Labrador / NA / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2021-12-21,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009618.anseriformes.united_states.2_1_1_1_1_1_1_1.2022-03-25,H5N1,EPI_ISL_13009618,a/sebastopol_goose/massachusetts/22-009371-001-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,anseriformes,anatidae,anser sp. (domestic type),domestic goose sp. (domestic type),TRUE,domestic,anseriformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,massachusetts,us.ma,42.2600509271849,-71.808843036148,a,2022-12,3424,2344b,North America / United States / Massachusetts / Berkshire County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-25,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009620.galliformes.france.2_1_1_1_1_1_1_1.2022-03-25,H5N1,EPI_ISL_13009620,a/chicken/maine/22-009412-001-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,a,2022-12,934,2344b,North America / United States / Maine / Knox County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-25,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009634.galliformes.france.2_1_1_1_1_1_1_1.2022-03-25,H5N1,EPI_ISL_13009634,a/guinea_fowl/maine/22-009412-002-original/2022,2022-03-25,2022.23,2022-03,2022,Aves,galliformes,numididae,numida meleagris (domestic type),helmeted guineafowl (domestic type),TRUE,domestic,galliformes-domestic,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,a,2022-12,934,2344b,North America / United States / Maine / Knox County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-25,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009636.galliformes.united_states.7_4_6_1_2_1_1_1.2022-03-26,H5N1,EPI_ISL_13009636,a/chicken/ohio/22-009419-001-original/2022,2022-03-26,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,ohio,us.oh,40.470536265191,-82.6389467524245,a,2022-12,3438,2344b,North America / United States / Ohio / Franklin County / NA,7_4_6_1_2_1_1_1,H5N1/2022/R3_NAmerica,18,major,#9966cc,2022-03-26,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009652.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-29,H5N1,EPI_ISL_13009652,a/turkey/south_dakota/22-009534-001-original/2022,2022-03-29,2022.24,2022-03,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,south dakota,us.sd,44.4440561554676,-100.227146799835,a,2022-13,3444,2344b,North America / United States / South Dakota / Brule County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-29,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009658.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-29,H5N1,EPI_ISL_13009658,a/turkey/iowa/22-009550-001-original/2022,2022-03-29,2022.24,2022-03,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,iowa,us.ia,42.0765903413827,-93.4960133625023,a,2022-13,3418,2344b,North America / United States / Iowa / Buena Vista County / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,major,#66c6cc,2022-03-29,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009673.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-27,H5N1,EPI_ISL_13009673,a/turkey/north_carolina/22-009583-001-original/2022,2022-03-27,2022.23,2022-03,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-12,3436,2344b,North America / United States / North Carolina / Johnston County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-27,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009677.galliformes.united_states.2_1_1_1_1_1_1_1.2022-03-27,H5N1,EPI_ISL_13009677,a/turkey/north_carolina/22-009583-002-original/2022,2022-03-27,2022.23,2022-03,2022,Aves,galliformes,phasianidae,meleagris gallopavo (domestic type),wild turkey (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,north carolina,us.nc,35.5562842108177,-79.3865256785998,a,2022-12,3436,2344b,North America / United States / North Carolina / Johnston County / NA,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5,dominant,#66cc7c,2022-03-27,ha,FALSE,ha,profile001
H5N1.2344b.EPI_ISL_13009689.galliformes.united_states.4_1_1_1_2_1_1_1.2022-03-26,H5N1,EPI_ISL_13009689,a/chicken/wyoming/22-009599-001-original/2022,2022-03-26,2022.23,2022-03,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,wyoming,us.wy,42.9963520424722,-107.550931583206,a,2022-12,3453,2344b,North America / United States / Wyoming / Park County / NA,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4,major,#66c6cc,2022-03-26,ha,FALSE,ha,profile001
