tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datedecimal,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,virus_species,week_date,...1,clade,collection_original,profile,profile_lab,genome,cluster_profileclass,cluster_profilecolour,collection_tipdate,segment,collection_dateerror,cluster_segment,cluster_number
H5N8.2344b.EPI_ISL_682297.environment.japan.6_1_5_2_1_3_1_2.2020-11-09,H5N8,EPI_ISL_682297,a/environment/kagoshima/ku-ngr-j2/2020,2020-11-09,2020.86,2020-11,2020,environment,environment,environment,NA,environment,FALSE,wild,environment,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagoshima,jp.ks,30.9949222722596,130.419711465505,a,2020-46,1441,2344b,Asia / Japan / Kagoshima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-11-09,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708701.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708701,a/chicken/kagawa/i1c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708702.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708702,a/chicken/kagawa/i1t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708703.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708703,a/chicken/kagawa/i2c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708704.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708704,a/chicken/kagawa/i2t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708705.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708705,a/chicken/kagawa/i4c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708706.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708706,a/chicken/kagawa/i4t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708707.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708707,a/chicken/kagawa/i5c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708708.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708708,a/chicken/kagawa/i5t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708709.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708709,a/chicken/kagawa/i6c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708710.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708710,a/chicken/kagawa/i6t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708711.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708711,a/chicken/kagawa/j3c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708712.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708712,a/chicken/kagawa/j3t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708713.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708713,a/chicken/kagawa/j4c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708714.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708714,a/chicken/kagawa/j4t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708715.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708715,a/chicken/kagawa/j7c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708716.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708716,a/chicken/kagawa/j7t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708717.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708717,a/chicken/kagawa/j8c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708718.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708718,a/chicken/kagawa/j8t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708719.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708719,a/chicken/kagawa/j9c/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_708720.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-01,H5N8,EPI_ISL_708720,a/chicken/kagawa/j9t/2020,2020-12-01,2020.92,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-49,1440,2344b,Asia / Japan / Kagawa / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-01,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_718106.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-07,H5N8,EPI_ISL_718106,a/chicken/miyazaki/d5c/2020,2020-12-07,2020.93,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-50,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-07,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_718107.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-07,H5N8,EPI_ISL_718107,a/chicken/miyazaki/d5t/2020,2020-12-07,2020.93,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-50,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-07,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738049.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-15,H5N8,EPI_ISL_738049,a/chicken/kagawa/l4t/2020,2020-12-15,2020.95,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2344b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-15,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738050.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-15,H5N8,EPI_ISL_738050,a/chicken/kagawa/l6t/2020,2020-12-15,2020.95,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2344b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-15,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738051.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-15,H5N8,EPI_ISL_738051,a/chicken/kagawa/l7t/2020,2020-12-15,2020.95,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2344b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-15,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738052.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-15,H5N8,EPI_ISL_738052,a/chicken/kagawa/l9t/2020,2020-12-15,2020.95,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,a,2020-51,1440,2344b,Asia / Japan / Kagawa / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-15,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738053.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-18,H5N8,EPI_ISL_738053,a/chicken/miyazaki/h1t/2020,2020-12-18,2020.96,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-18,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738054.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-18,H5N8,EPI_ISL_738054,a/chicken/miyazaki/h3t/2020,2020-12-18,2020.96,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-18,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738055.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-18,H5N8,EPI_ISL_738055,a/chicken/miyazaki/h6t/2020,2020-12-18,2020.96,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-18,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738056.galliformes.japan.9_1_5_2_1_3_1_2.2020-12-18,H5N8,EPI_ISL_738056,a/chicken/miyazaki/h9t/2020,2020-12-18,2020.96,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,a,2020-51,1448,2344b,Asia / Japan / Miyazaki / NA / NA,9_1_5_2_1_3_1_2,H5N8/2020/R3_Asia,16,major,#cc3342,2020-12-18,pa,FALSE,pa,profile005
H5N8.2344b.EPI_ISL_738057.galliformes.japan.6_1_5_2_1_3_1_2.2020-12-18,H5N8,EPI_ISL_738057,a/chicken/tokushima/1t/20200/NA,2020-12-18,2020.96,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,a,2020-51,1463,2344b,Asia / Japan / Tokushima / NA / NA,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10,dominant,#b199cc,2020-12-18,pa,FALSE,pa,profile005
