tipnames	virus.subtype	host.class	host.order	collection.region.name	clade	tiplocation_lat	tiplocation_lon	cluster.number
H5N6.EPI_ISL_11208200.Anseriformes.china.126.2021-12-08	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile020
H5N6.EPI_ISL_15613574.NA.china.NA.2021-08-19	H5N6	unknown	NA	eastern asia	NA	23.2600355	113.25139	profileNA
H5N6.EPI_ISL_18388372.Galliformes.laos.NA.2021-04-20	H5N6	Galliformes_domestic	Galliformes	south-eastern asia	NA	19.85627	102.495496	profileNA
H5N6.EPI_ISL_5234816.Anseriformes.laos.NA.2021-03-17	H5N6	Anseriformes_wild	Anseriformes	south-eastern asia	NA	19.85627	102.495496	profileNA
H5N6.EPI_ISL_18058053.Anseriformes.china.NA.2021-03-12	H5N6	Anseriformes_wild	Anseriformes	eastern asia	NA	36.674306	117.059933	profileNA
H5N6.EPI_ISL_718225.Primates.china.203.2020-11-25	H5N6	Primates_wild	Primates	eastern asia	2.3.4.4h	32.0922799	118.6126374	profile045
H5N6.EPI_ISL_368368.NA.china.NA.2018-11-06	H5N6	unknown	NA	eastern asia	NA	35.86166	104.195397	profileNA
H5N6.EPI_ISL_332400.NA.china.NA.2018-11-06	H5N6	unknown	NA	eastern asia	NA	32.0922799	118.6126374	profileNA
H5N6.EPI_ISL_696599.environment.china.NA.2018-11-29	H5N6	unknown	environment	eastern asia	NA	32.1277675	114.0791925	profileNA
H5N6.EPI_ISL_696570.Galliformes.china.NA.2018-11-29	H5N6	Galliformes_domestic	Galliformes	eastern asia	NA	31.844419	117.254331	profileNA
H5N6.EPI_ISL_14174522.Carnivora.china.NA.2018-04-05	H5N6	Carnivora_wild	Carnivora	eastern asia	NA	35.86166	104.195397	profileNA
H5N6.EPI_ISL_697252.Galliformes.china.NA.2018-08-28	H5N6	Galliformes_domestic	Galliformes	eastern asia	NA	28.4560996	117.9215965	profileNA
H5N6.EPI_ISL_699166.Galliformes.china.NA.2018-08-28	H5N6	Galliformes_domestic	Galliformes	eastern asia	NA	31.844419	117.254331	profileNA
NA.EPI_ISL_697392.Anseriformes.china.NA.2018-05-29	NA	Anseriformes_wild	Anseriformes	eastern asia	NA	27.2498042	113.6176643	profileNA
H5N6.EPI_ISL_6757629.Anseriformes.china.290.2021-03	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile050
H5N6.EPI_ISL_6760686.Galliformes.china.291.2021-06	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	38.3905141	114.8555706	profile025
H5N6.EPI_ISL_6772737.Galliformes.china.127.2021-08	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile025
H5N6.EPI_ISL_6772759.Galliformes.china.127.2021-08	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile025
H5N6.EPI_ISL_6772738.Galliformes.china.127.2021-08	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	23.2600355	113.25139	profile025
H5N6.EPI_ISL_6795264.Anseriformes.china.NA.2019-02-01	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.86166	104.195397	profileNA
H5N6.EPI_ISL_4031401.Anseriformes.china.NA.2019-03-01	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	35.86166	104.195397	profileNA
H5N6.EPI_ISL_340823.environment.china.NA.2018-04-02	H5N6	unknown	environment	eastern asia	2.3.4.4b	23.2600355	113.25139	profileNA
NA.EPI_ISL_707373.Galliformes.china.NA.2018-03-21	NA	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profileNA
H5N6.EPI_ISL_337280.NA.china.NA.2017-11-17	H5N6	unknown	NA	eastern asia	2.3.4.4b	22.826617	108.344126	profileNA
H5N6.EPI_ISL_340813.environment.china.NA.2017-11-14	H5N6	unknown	environment	eastern asia	2.3.4.4b	23.2600355	113.25139	profileNA
H5N6.EPI_ISL_3090099.Primates.china.61.2021-07-03	H5N6	Primates_wild	Primates	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_6760682.Galliformes.china.61.2021-07	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_6760683.Anseriformes.china.61.2021-07	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_6760685.Anseriformes.china.61.2021-07	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_6757631.Anseriformes.china.61.2021-04	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_18058056.Anseriformes.china.NA.2021-05-01	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	30.632278	104.086793	profile012
H5N6.EPI_ISL_11208198.Anseriformes.china.61.2021-11-02	H5N6	Anseriformes_wild	Anseriformes	eastern asia	2.3.4.4b	24.9494565	103.9504529	profile012
H5N6.EPI_ISL_18231267.Anseriformes.laos.NA.2022-02-16	H5N6	Anseriformes_wild	Anseriformes	south-eastern asia	NA	19.85627	102.495496	profile012
H5N6.EPI_ISL_18231288.environment.laos.NA.2022-07-26	H5N6	unknown	environment	south-eastern asia	NA	19.85627	102.495496	profile012
H5N6.EPI_ISL_18231283.Anseriformes.laos.NA.2022-07-13	H5N6	Anseriformes_wild	Anseriformes	south-eastern asia	NA	19.85627	102.495496	profile012
H5N6.EPI_ISL_18231287.Galliformes.laos.NA.2022-07-13	H5N6	Galliformes_domestic	Galliformes	south-eastern asia	NA	19.85627	102.495496	profile012
H5N6.EPI_ISL_18231282.Anseriformes.laos.NA.2022-07-13	H5N6	Anseriformes_wild	Anseriformes	south-eastern asia	NA	19.85627	102.495496	profile012
H5N6.EPI_ISL_4568644.NA.china.NA.2021-07-09	H5N6	unknown	NA	eastern asia	NA	29.56301	106.551557	profile012
H5N6.EPI_ISL_4558108.NA.china.NA.2021-07-05	H5N6	unknown	NA	eastern asia	NA	30.632278	104.086793	profile012
H5N6.EPI_ISL_1081370.Primates.china.204.2020-12-22	H5N6	Primates_wild	Primates	eastern asia	2.3.4.4h	31.844419	117.254331	profile012
H5N6.EPI_ISL_1081369.Primates.china.204.2021-01-02	H5N6	Primates_wild	Primates	eastern asia	2.3.4.4h	29.56301	106.551557	profile012
H5N6.EPI_ISL_china_1.Galliformes.china.314.2022-02-28	H5N6	Galliformes_domestic	Galliformes	eastern asia	2.3.4.4b	36.674306	117.059933	profile012
